TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season,Month,SeasonType
1610612737,Atlanta Hawks,4,1,3,0.25,48.0,39.5,92.8,0.426,15.3,45.5,0.335,13.3,18.3,0.726,13.3,32.8,46.0,28.8,20.0,10.8,3.5,5.3,20.8,20.0,107.5,-7.0,21,22,19,24,9,17,7,26,8,4,16,28,28,23,5,26,14,10,26,8,27,17,16,21,21,24,2024-25,1,Pre Season
1610612738,Boston Celtics,5,4,1,0.8,48.0,42.8,95.0,0.451,19.4,52.6,0.369,16.8,20.8,0.808,13.2,32.4,45.6,29.6,12.2,9.8,5.6,1.2,20.2,21.6,121.8,16.6,5,2,2,2,9,7,2,14,2,1,5,19,21,3,6,27,17,7,1,12,15,1,12,11,2,3,2024-25,1,Pre Season
1610612751,Brooklyn Nets,4,1,3,0.25,48.0,39.3,88.0,0.446,13.0,40.3,0.323,19.5,26.8,0.729,10.8,29.0,39.8,27.5,15.5,10.0,4.3,7.0,23.0,22.8,111.0,1.0,21,22,19,24,9,18,19,18,16,14,22,8,7,21,17,30,30,15,5,11,23,30,25,6,16,15,2024-25,1,Pre Season
1610612766,Charlotte Hornets,5,2,3,0.4,49.0,40.2,90.4,0.445,16.8,44.6,0.377,14.8,20.4,0.725,11.8,37.4,49.2,23.6,22.4,7.6,6.4,5.8,23.0,21.8,112.0,3.0,5,16,19,17,4,14,14,19,3,5,3,25,22,24,11,5,5,24,31,29,7,20,25,10,14,10,2024-25,1,Pre Season
1610612741,Chicago Bulls,5,3,2,0.6,49.0,43.8,101.2,0.433,16.4,47.8,0.343,17.6,23.2,0.759,11.8,40.4,52.2,28.2,16.0,9.4,6.2,5.4,21.8,19.6,121.6,0.2,5,8,10,10,4,3,1,24,4,2,13,13,18,13,11,1,2,13,8,16,10,18,22,23,3,19,2024-25,1,Pre Season
1610612739,Cleveland Cavaliers,4,0,4,0.0,49.3,41.0,94.3,0.435,12.0,41.3,0.291,20.5,28.0,0.732,10.0,38.3,48.3,28.5,16.3,9.0,5.5,6.3,17.0,22.0,114.5,-8.5,21,29,29,29,1,9,4,23,21,11,29,5,4,20,19,3,7,11,10,17,16,27,2,9,6,25,2024-25,1,Pre Season
1610612742,Dallas Mavericks,4,1,3,0.25,48.0,38.8,85.3,0.455,11.0,31.8,0.346,17.3,23.5,0.734,8.5,34.5,43.0,22.8,19.0,10.3,7.5,6.0,20.8,20.5,105.8,0.3,21,22,19,24,9,22,25,11,25,31,12,15,17,17,30,16,26,28,24,10,1,21,16,18,23,18,2024-25,1,Pre Season
1610612743,Denver Nuggets,5,1,4,0.2,48.0,38.0,83.4,0.456,11.4,33.8,0.337,22.0,31.4,0.701,10.0,35.4,45.4,28.4,20.0,7.2,3.2,5.2,22.2,25.4,109.4,-11.6,5,22,29,28,9,25,26,10,24,28,14,3,1,28,19,12,18,12,26,31,29,15,23,1,20,27,2024-25,1,Pre Season
1610612765,Detroit Pistons,5,3,2,0.6,48.0,40.0,88.0,0.455,10.8,33.8,0.32,14.6,18.4,0.793,10.0,34.2,44.2,29.2,16.6,11.0,5.8,8.4,20.6,17.8,105.4,8.2,5,8,10,10,9,15,19,11,27,28,23,27,27,5,19,20,24,9,12,7,14,32,14,29,24,7,2024-25,1,Pre Season
1610612744,Golden State Warriors,6,6,0,1.0,48.0,40.7,86.3,0.471,16.2,42.3,0.382,15.2,19.3,0.784,9.3,36.5,45.8,30.0,17.8,8.8,6.0,4.5,20.5,18.3,112.7,17.3,1,1,1,1,9,12,24,6,5,8,2,24,25,7,26,9,15,3,21,22,12,9,13,28,12,1,2024-25,1,Pre Season
