TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season,Month,SeasonType
15019,Adelaide 36ers,1,0,1,0.0,48.0,34.0,89.0,0.382,6.0,28.0,0.214,7.0,11.0,0.636,6.0,31.0,37.0,16.0,22.0,8.0,5.0,4.0,20.0,17.0,81.0,-52.0,35,31,5,31,3,34,13,38,37,34,38,37,36,36,35,32,34,37,33,20,18,6,5,35,38,38,2019-20,1,Pre Season
1610612737,Atlanta Hawks,5,1,4,0.2,48.0,33.6,84.4,0.398,11.0,35.2,0.313,17.2,26.2,0.656,10.2,37.0,47.2,22.6,22.2,7.2,4.6,7.0,23.0,24.8,95.4,-16.0,3,26,36,28,3,35,31,35,21,14,31,25,17,33,15,13,14,27,35,31,21,35,17,13,31,30,2019-20,1,Pre Season
1610612738,Boston Celtics,4,4,0,1.0,48.0,41.5,86.3,0.481,12.5,35.3,0.355,15.3,22.5,0.678,11.0,36.5,47.5,24.3,20.5,9.3,7.5,4.3,20.5,22.3,110.8,23.8,22,3,1,1,3,7,25,5,14,13,13,32,27,31,10,17,11,20,24,12,2,13,7,25,14,1,2019-20,1,Pre Season
1610612751,Brooklyn Nets,4,3,1,0.75,48.0,39.5,83.8,0.472,15.3,39.5,0.386,18.0,27.5,0.655,10.3,37.3,47.5,26.8,20.0,10.3,5.3,5.8,20.3,25.3,112.3,12.3,22,7,5,7,3,16,34,8,3,6,6,23,10,34,13,12,11,6,20,8,16,27,6,9,12,6,2019-20,1,Pre Season
12330,Buenos Aires San Lorenzo,1,0,1,0.0,48.0,35.0,80.0,0.438,10.0,29.0,0.345,9.0,9.0,1.0,8.0,30.0,38.0,17.0,27.0,5.0,3.0,6.0,18.0,18.0,89.0,-31.0,35,31,5,31,3,31,36,20,30,33,17,35,37,1,29,36,33,36,37,37,35,30,1,34,33,33,2019-20,1,Pre Season
1610612766,Charlotte Hornets,5,1,4,0.2,48.0,38.0,85.8,0.443,10.8,33.2,0.325,16.6,20.0,0.83,9.6,36.6,46.2,23.8,21.6,7.6,5.6,7.0,22.0,21.4,103.4,-2.6,3,26,36,28,3,22,26,16,22,21,24,27,32,4,18,15,17,22,32,25,12,35,13,28,28,24,2019-20,1,Pre Season
1610612741,Chicago Bulls,5,2,3,0.4,48.0,39.8,95.6,0.416,12.8,39.4,0.325,15.6,22.2,0.703,13.8,36.2,50.0,25.0,17.2,10.2,4.2,6.0,23.2,20.4,108.0,0.4,3,16,24,19,3,12,2,29,11,7,25,31,29,29,2,19,5,15,3,10,25,30,18,31,20,18,2019-20,1,Pre Season
1610612739,Cleveland Cavaliers,4,1,3,0.25,48.0,35.5,82.8,0.429,10.8,37.8,0.285,16.3,21.5,0.756,8.3,30.8,39.0,18.5,19.8,7.5,3.3,6.3,22.8,21.3,98.0,-10.5,22,26,24,26,3,30,35,24,23,10,36,29,31,15,28,34,31,32,17,27,32,34,15,29,30,29,2019-20,1,Pre Season
1610612742,Dallas Mavericks,5,2,3,0.4,48.0,36.2,87.0,0.416,14.0,42.8,0.327,21.8,28.8,0.757,10.4,39.8,50.2,24.6,20.4,8.0,4.2,4.8,24.2,25.0,108.2,4.6,3,16,24,19,3,29,19,31,7,4,23,7,6,13,12,4,4,17,22,20,25,15,24,10,19,10,2019-20,1,Pre Season
1610612743,Denver Nuggets,4,4,0,1.0,48.0,40.0,85.3,0.469,8.5,28.0,0.304,19.8,26.5,0.745,9.5,37.8,47.3,24.5,21.3,11.3,3.5,3.8,25.5,22.8,108.3,10.5,22,3,1,1,3,11,28,9,36,34,33,14,16,17,20,10,13,18,28,3,30,5,27,24,18,7,2019-20,1,Pre Season
