TEAM_NAME,Season,Month,TEAM_ID_base,GP_base,W_base,L_base,W_PCT_base,MIN_base,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK_base,W_RANK_base,L_RANK_base,W_PCT_RANK_base,MIN_RANK_base,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SeasonType_base,TEAM_ID_adv,GP_adv,W_adv,L_adv,W_PCT_adv,MIN_adv,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_adv,W_RANK_adv,L_RANK_adv,W_PCT_RANK_adv,MIN_RANK_adv,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonType_adv
houston rockets,2025-26,1,1610612745.0,4.0,4.0,0.0,1.0,48.0,45.3,92.0,0.492,14.3,38.0,0.375,26.0,30.5,0.852,14.0,34.3,48.3,27.5,16.0,10.5,6.3,4.8,17.8,23.3,130.8,10.5,13.0,2.0,1.0,1.0,10.0,2.0,8.0,6.0,12.0,19.0,4.0,2.0,8.0,1.0,10.0,11.0,8.0,10.0,8.0,9.0,9.0,13.0,2.0,17.0,1.0,6.0,Pre Season,1610612745.0,4.0,4.0,0.0,1.0,192.0,121.9,123.2,110.2,113.6,11.7,9.6,0.61,1.73,18.2,0.351,0.702,0.532,0.15,0.57,0.62,108.6,106.38,88.65,426.0,0.554,13.0,2.0,1.0,1.0,18.0,1.0,25.0,6.0,29.0,7.0,13.0,9.0,14.0,5.0,5.0,5.0,1.0,6.0,6.0,Pre Season
indiana pacers,2025-26,1,1610612754.0,4.0,2.0,2.0,0.5,49.3,40.8,89.0,0.458,15.8,44.8,0.352,18.5,23.0,0.804,13.3,32.3,45.5,28.3,22.5,10.5,5.5,5.5,28.0,22.3,115.8,-7.3,13.0,15.0,13.0,15.0,2.0,17.0,14.0,15.0,5.0,9.0,13.0,27.0,30.0,7.0,15.0,22.0,17.0,8.0,33.0,9.0,15.0,22.0,32.0,26.0,14.0,26.0,Pre Season,1610612754.0,4.0,2.0,2.0,0.5,197.0,106.8,109.5,113.3,115.8,-6.5,-6.3,0.693,1.26,18.7,0.347,0.68,0.514,0.213,0.546,0.584,105.7,103.31,86.09,423.0,0.462,13.0,15.0,13.0,15.0,13.0,20.0,28.0,25.0,7.0,27.0,9.0,10.0,17.0,12.0,32.0,13.0,16.0,16.0,24.0,Pre Season
la clippers,2025-26,1,1610612746.0,4.0,3.0,1.0,0.75,48.0,41.8,81.8,0.511,12.3,36.3,0.338,17.0,24.5,0.694,10.5,34.8,45.3,30.3,16.0,9.3,5.8,1.8,18.3,22.3,112.8,15.0,13.0,7.0,4.0,5.0,10.0,7.0,31.0,1.0,21.0,22.0,15.0,31.0,29.0,30.0,26.0,9.0,18.0,2.0,8.0,17.0,12.0,1.0,5.0,26.0,23.0,3.0,Pre Season,1610612746.0,4.0,3.0,1.0,0.75,192.0,115.0,115.6,96.8,100.8,18.2,14.9,0.725,1.89,21.6,0.285,0.719,0.513,0.164,0.586,0.609,99.5,97.25,81.04,390.0,0.614,13.0,7.0,4.0,5.0,18.0,6.0,3.0,2.0,3.0,4.0,1.0,27.0,6.0,13.0,12.0,2.0,5.0,33.0,1.0,Pre Season
los angeles lakers,2025-26,1,1610612747.0,6.0,1.0,5.0,0.167,48.0,35.0,81.8,0.428,11.7,35.5,0.329,22.3,29.0,0.77,11.0,31.5,42.5,22.2,18.3,8.0,5.5,4.3,19.3,23.0,104.0,-9.5,1.0,22.0,33.0,29.0,10.0,31.0,30.0,25.0,24.0,23.0,17.0,12.0,15.0,14.0,25.0,25.0,24.0,31.0,21.0,27.0,15.0,9.0,7.0,20.0,29.0,28.0,Pre Season,1610612747.0,6.0,1.0,5.0,0.167,288.0,102.0,103.7,108.7,112.4,-6.7,-8.7,0.633,1.21,16.2,0.284,0.705,0.491,0.183,0.499,0.55,103.2,100.67,83.89,602.0,0.447,1.0,22.0,33.0,29.0,3.0,28.0,24.0,27.0,24.0,29.0,27.0,28.0,11.0,21.0,27.0,25.0,21.0,27.0,29.0,Pre Season
memphis grizzlies,2025-26,1,1610612763.0,5.0,1.0,4.0,0.2,48.0,38.4,89.0,0.431,17.4,46.6,0.373,23.4,32.2,0.727,13.2,30.8,44.0,24.6,17.6,8.8,4.0,5.2,25.8,26.0,117.6,-10.6,6.0,22.0,31.0,28.0,10.0,24.0,14.0,22.0,1.0,2.0,5.0,8.0,5.0,24.0,16.0,27.0,21.0,20.0,16.0,22.0,24.0,18.0,26.0,6.0,12.0,31.0,Pre Season,1610612763.0,5.0,1.0,4.0,0.2,240.0,109.3,111.8,118.9,121.6,-9.6,-9.8,0.641,1.4,16.9,0.301,0.656,0.471,0.167,0.529,0.57,107.7,105.3,87.75,526.0,0.431,6.0,22.0,31.0,28.0,8.0,13.0,30.0,31.0,19.0,19.0,22.0,21.0,24.0,27.0,15.0,18.0,18.0,10.0,31.0,Pre Season
miami heat,2025-26,1,1610612748.0,6.0,0.0,6.0,0.0,48.8,38.8,91.0,0.427,9.8,31.0,0.317,23.3,30.8,0.757,12.8,34.7,47.5,24.5,18.3,8.0,4.2,7.2,25.3,25.7,110.8,-9.3,1.0,30.0,34.0,30.0,9.0,22.0,10.0,26.0,30.0,33.0,20.0,9.0,7.0,18.0,20.0,10.0,11.0,21.0,21.0,27.0,23.0,30.0,24.0,9.0,24.0,27.0,Pre Season,1610612748.0,6.0,0.0,6.0,0.0,293.0,100.7,102.6,109.6,111.4,-8.9,-8.8,0.631,1.34,16.4,0.296,0.646,0.474,0.17,0.481,0.53,108.0,106.08,88.4,648.0,0.461,1.0,30.0,34.0,30.0,2.0,29.0,21.0,28.0,25.0,24.0,25.0,22.0,29.0,26.0,18.0,29.0,28.0,8.0,25.0,Pre Season
milwaukee bucks,2025-26,1,1610612749.0,4.0,3.0,1.0,0.75,48.0,38.5,82.3,0.468,17.3,42.5,0.406,20.5,28.0,0.732,5.3,35.3,40.5,24.5,16.5,8.5,4.0,3.3,24.8,22.0,114.8,4.5,13.0,7.0,4.0,5.0,10.0,23.0,29.0,14.0,2.0,11.0,3.0,19.0,16.0,22.0,34.0,6.0,32.0,21.0,11.0,25.0,24.0,5.0,21.0,29.0,16.0,11.0,Pre Season,1610612749.0,4.0,3.0,1.0,0.75,192.0,108.4,110.1,103.7,105.3,4.7,4.8,0.636,1.48,17.9,0.161,0.728,0.455,0.158,0.573,0.607,106.1,104.5,87.08,417.0,0.495,13.0,7.0,4.0,5.0,18.0,18.0,8.0,11.0,23.0,13.0,15.0,34.0,4.0,32.0,10.0,4.0,6.0,12.0,19.0,Pre Season
minnesota timberwolves,2025-26,1,1610612750.0,6.0,2.0,4.0,0.333,49.7,42.7,87.7,0.487,14.5,33.8,0.429,20.0,26.3,0.759,12.0,33.8,45.8,27.5,19.2,9.2,4.8,6.0,23.7,22.5,119.8,7.0,1.0,15.0,31.0,21.0,1.0,5.0,21.0,7.0,10.0,29.0,1.0,23.0,23.0,17.0,21.0,13.0,16.0,10.0,27.0,21.0,19.0,24.0,17.0,25.0,9.0,9.0,Pre Season,1610612750.0,6.0,2.0,4.0,0.333,298.0,112.6,113.1,106.5,106.6,6.1,6.4,0.645,1.43,18.6,0.308,0.706,0.514,0.181,0.569,0.604,102.6,102.36,85.3,636.0,0.523,1.0,15.0,31.0,21.0,1.0,10.0,10.0,9.0,16.0,16.0,10.0,18.0,10.0,11.0,24.0,6.0,7.0,20.0,11.0,Pre Season
new orleans pelicans,2025-26,1,1610612740.0,4.0,2.0,2.0,0.5,48.0,45.5,91.8,0.496,9.5,33.8,0.281,21.3,26.0,0.817,13.5,32.5,46.0,24.5,15.8,9.3,5.5,5.3,23.0,21.5,121.8,9.0,13.0,15.0,13.0,15.0,10.0,1.0,9.0,4.0,31.0,30.0,30.0,16.0,24.0,5.0,13.0,21.0,15.0,21.0,7.0,17.0,15.0,19.0,15.0,31.0,5.0,7.0,Pre Season,1610612740.0,4.0,2.0,2.0,0.5,192.0,115.5,117.9,107.6,109.2,7.9,8.7,0.538,1.56,17.0,0.352,0.653,0.512,0.153,0.548,0.59,105.1,103.25,86.04,413.0,0.543,13.0,15.0,13.0,15.0,18.0,4.0,16.0,7.0,34.0,11.0,21.0,8.0,25.0,14.0,6.0,12.0,12.0,17.0,8.0,Pre Season
new york knicks,2025-26,1,1610612752.0,5.0,4.0,1.0,0.8,49.0,37.0,90.4,0.409,13.2,44.4,0.297,18.4,25.8,0.713,14.6,32.2,46.8,22.8,15.6,9.8,3.6,5.0,22.4,23.6,105.6,3.4,6.0,2.0,4.0,4.0,7.0,27.0,12.0,30.0,17.0,10.0,28.0,28.0,26.0,27.0,7.0,24.0,13.0,30.0,6.0,13.0,28.0,15.0,11.0,15.0,28.0,12.0,Pre Season,1610612752.0,5.0,4.0,1.0,0.8,245.0,102.8,104.8,100.4,101.8,2.4,3.0,0.616,1.46,16.1,0.317,0.707,0.498,0.155,0.482,0.519,100.2,98.55,82.12,504.0,0.499,6.0,2.0,4.0,4.0,6.0,27.0,4.0,13.0,28.0,14.0,28.0,16.0,9.0,19.0,8.0,28.0,29.0,31.0,16.0,Pre Season
oklahoma city thunder,2025-26,1,1610612760.0,6.0,4.0,2.0,0.667,48.0,38.3,88.5,0.433,15.3,46.0,0.333,17.5,22.0,0.795,9.3,34.2,43.5,25.0,17.2,11.8,5.7,5.7,22.5,20.5,109.5,0.3,1.0,2.0,13.0,10.0,10.0,25.0,17.0,21.0,7.0,4.0,16.0,29.0,31.0,8.0,31.0,12.0,22.0,18.0,13.0,5.0,14.0,23.0,13.0,34.0,26.0,17.0,Pre Season,1610612760.0,6.0,4.0,2.0,0.667,288.0,103.3,105.5,102.1,105.3,1.2,0.2,0.652,1.46,17.6,0.248,0.702,0.475,0.165,0.52,0.558,106.5,103.75,86.46,623.0,0.501,1.0,2.0,13.0,10.0,3.0,26.0,9.0,17.0,15.0,15.0,19.0,32.0,13.0,25.0,13.0,20.0,20.0,13.0,15.0,Pre Season
orlando magic,2025-26,1,1610612753.0,4.0,4.0,0.0,1.0,48.0,41.8,88.8,0.47,12.8,35.5,0.359,30.3,36.5,0.829,19.0,33.5,52.5,25.8,18.8,8.0,7.8,4.5,24.5,27.8,126.5,15.3,13.0,2.0,1.0,1.0,10.0,7.0,16.0,12.0,18.0,23.0,10.0,1.0,2.0,2.0,2.0,15.0,2.0,17.0,24.0,27.0,3.0,11.0,19.0,2.0,2.0,2.0,Pre Season,1610612753.0,4.0,4.0,0.0,1.0,192.0,121.0,122.2,103.7,107.5,17.3,14.7,0.617,1.37,17.0,0.443,0.658,0.555,0.181,0.542,0.603,105.9,103.5,86.25,414.0,0.59,13.0,2.0,1.0,1.0,18.0,2.0,13.0,3.0,27.0,21.0,20.0,1.0,22.0,2.0,25.0,15.0,8.0,15.0,4.0,Pre Season
philadelphia 76ers,2025-26,1,1610612755.0,4.0,1.0,3.0,0.25,48.0,36.5,88.0,0.415,9.0,34.8,0.259,21.0,26.5,0.792,12.0,30.5,42.5,21.8,18.8,12.0,5.8,5.3,25.0,22.8,103.0,-9.5,13.0,22.0,24.0,23.0,10.0,29.0,19.0,29.0,32.0,26.0,32.0,18.0,21.0,11.0,21.0,28.0,24.0,32.0,24.0,3.0,12.0,19.0,22.0,22.0,30.0,28.0,Pre Season,1610612755.0,4.0,1.0,3.0,0.25,192.0,96.8,99.5,108.1,109.2,-11.3,-9.7,0.596,1.16,15.2,0.324,0.668,0.492,0.181,0.466,0.517,105.2,103.25,86.04,414.0,0.449,13.0,22.0,24.0,23.0,18.0,30.0,17.0,29.0,31.0,32.0,31.0,15.0,19.0,20.0,25.0,30.0,30.0,17.0,27.0,Pre Season
phoenix suns,2025-26,1,1610612756.0,4.0,3.0,1.0,0.75,49.3,41.8,94.5,0.442,13.3,40.8,0.325,17.5,25.8,0.68,14.0,28.5,42.5,28.0,16.0,12.5,6.5,5.0,29.8,23.3,114.3,8.5,13.0,7.0,4.0,5.0,2.0,7.0,4.0,19.0,16.0,14.0,18.0,29.0,27.0,32.0,10.0,30.0,24.0,9.0,8.0,2.0,6.0,15.0,33.0,17.0,18.0,8.0,Pre Season,1610612756.0,4.0,3.0,1.0,0.75,197.0,106.0,109.9,99.3,102.2,6.7,7.7,0.671,1.75,18.5,0.342,0.642,0.484,0.154,0.512,0.54,104.5,101.12,84.26,416.0,0.54,13.0,7.0,4.0,5.0,13.0,19.0,5.0,8.0,10.0,6.0,11.0,11.0,30.0,23.0,7.0,21.0,25.0,25.0,9.0,Pre Season
portland trail blazers,2025-26,1,1610612757.0,4.0,1.0,3.0,0.25,48.0,41.5,97.0,0.428,14.0,45.5,0.308,24.8,34.5,0.717,19.0,32.8,51.8,23.0,19.0,9.5,4.5,3.8,32.0,26.3,121.8,-3.8,13.0,22.0,24.0,23.0,10.0,11.0,2.0,24.0,13.0,6.0,25.0,6.0,3.0,25.0,2.0,18.0,4.0,28.0,26.0,16.0,21.0,6.0,34.0,5.0,5.0,21.0,Pre Season,1610612757.0,4.0,1.0,3.0,0.25,192.0,108.5,110.7,112.3,114.1,-3.8,-3.4,0.554,1.21,14.7,0.384,0.704,0.527,0.173,0.5,0.543,112.0,110.0,91.67,440.0,0.448,13.0,22.0,24.0,23.0,18.0,15.0,26.0,21.0,33.0,28.0,32.0,3.0,12.0,7.0,19.0,24.0,24.0,1.0,28.0,Pre Season
sacramento kings,2025-26,1,1610612758.0,4.0,1.0,3.0,0.25,48.0,41.0,85.0,0.482,10.8,34.5,0.312,20.5,26.5,0.774,9.5,32.8,42.3,23.3,17.0,8.3,4.8,4.8,24.5,23.3,113.3,-6.5,13.0,22.0,24.0,23.0,10.0,16.0,26.0,8.0,27.0,27.0,21.0,19.0,21.0,12.0,30.0,18.0,28.0,27.0,12.0,26.0,20.0,13.0,19.0,17.0,22.0,24.0,Pre Season,1610612758.0,4.0,1.0,3.0,0.25,192.0,108.7,112.1,116.4,117.7,-7.6,-5.6,0.567,1.37,16.8,0.293,0.697,0.501,0.168,0.546,0.586,103.5,101.38,84.48,404.0,0.479,13.0,22.0,24.0,23.0,18.0,11.0,29.0,24.0,32.0,22.0,23.0,25.0,16.0,17.0,16.0,14.0,13.0,23.0,22.0,Pre Season
san antonio spurs,2025-26,1,1610612759.0,5.0,5.0,0.0,1.0,49.0,43.6,87.4,0.499,14.0,38.8,0.361,23.2,30.0,0.773,14.2,33.2,47.4,29.2,18.4,10.6,5.8,3.0,22.4,25.0,124.4,17.0,6.0,1.0,1.0,1.0,7.0,3.0,22.0,2.0,13.0,18.0,9.0,10.0,11.0,13.0,9.0,16.0,12.0,6.0,23.0,8.0,11.0,2.0,11.0,11.0,3.0,1.0,Pre Season,1610612759.0,5.0,5.0,0.0,1.0,245.0,118.7,120.3,103.8,104.1,14.9,16.2,0.67,1.59,19.4,0.375,0.742,0.558,0.178,0.579,0.618,102.0,101.19,84.33,517.0,0.594,6.0,1.0,1.0,1.0,6.0,3.0,6.0,1.0,11.0,9.0,6.0,4.0,2.0,1.0,23.0,3.0,3.0,24.0,3.0,Pre Season
toronto raptors,2025-26,1,1610612761.0,6.0,4.0,2.0,0.667,48.0,40.3,95.5,0.422,13.7,39.7,0.345,19.8,25.0,0.793,14.8,29.8,44.7,29.5,15.0,12.0,4.0,7.8,27.3,23.5,114.2,1.7,1.0,2.0,13.0,10.0,10.0,19.0,3.0,28.0,15.0,17.0,14.0,25.0,28.0,9.0,5.0,29.0,20.0,4.0,2.0,3.0,24.0,32.0,31.0,16.0,20.0,14.0,Pre Season,1610612761.0,6.0,4.0,2.0,0.667,288.0,107.0,108.0,105.0,106.6,2.0,1.4,0.731,1.97,19.2,0.311,0.651,0.466,0.142,0.494,0.536,106.9,105.58,87.99,634.0,0.495,1.0,2.0,13.0,10.0,3.0,21.0,11.0,15.0,1.0,2.0,7.0,17.0,26.0,28.0,2.0,26.0,27.0,9.0,18.0,Pre Season
utah jazz,2025-26,1,1610612762.0,4.0,1.0,3.0,0.25,49.3,41.8,87.0,0.48,14.8,40.3,0.366,24.3,29.8,0.815,10.0,31.5,41.5,28.5,15.3,8.8,3.3,6.8,25.0,22.8,122.5,-6.8,13.0,22.0,24.0,23.0,2.0,7.0,24.0,9.0,9.0,16.0,6.0,7.0,12.0,6.0,28.0,25.0,30.0,7.0,4.0,23.0,29.0,27.0,22.0,22.0,4.0,25.0,Pre Season,1610612762.0,4.0,1.0,3.0,0.25,197.0,116.3,116.9,120.0,123.4,-3.7,-6.4,0.683,1.87,19.6,0.268,0.628,0.461,0.146,0.565,0.612,103.8,102.09,85.08,419.0,0.477,13.0,22.0,24.0,23.0,13.0,5.0,31.0,26.0,9.0,5.0,5.0,31.0,33.0,30.0,3.0,9.0,4.0,21.0,23.0,Pre Season
