TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season,Month,SeasonType
15019,Adelaide 36ers,2,1,1,0.5,96.0,111.8,112.6,122.1,123.8,-10.3,-11.2,0.602,1.56,17.5,0.282,0.667,0.461,0.155,0.555,0.582,104.1,103.0,85.83,206,0.432,31,20,3,15,31,6,31,27,25,12,14,18,29,29,11,5,6,22,27,2022-23,1,Pre Season
1610612737,Atlanta Hawks,4,2,2,0.5,192.0,110.4,110.3,107.6,109.3,2.8,1.0,0.564,1.8,16.9,0.228,0.708,0.477,0.125,0.534,0.574,103.0,102.25,85.21,409,0.509,14,14,13,15,15,10,24,17,29,4,19,27,21,26,1,9,9,26,16,2022-23,1,Pre Season
1610612738,Boston Celtics,4,2,2,0.5,202.0,113.1,115.5,103.1,105.0,10.0,10.5,0.725,1.68,20.3,0.265,0.67,0.492,0.171,0.576,0.614,105.2,103.13,85.94,432,0.557,14,14,13,15,14,3,16,6,1,8,1,24,28,18,19,3,3,21,6,2022-23,1,Pre Season
1610612751,Brooklyn Nets,4,2,2,0.5,192.0,96.5,97.6,101.6,104.1,-5.1,-6.5,0.655,1.13,17.1,0.222,0.696,0.477,0.201,0.508,0.549,106.2,104.38,86.98,417,0.468,14,14,13,15,15,27,14,22,11,30,16,28,24,24,32,19,19,15,24,2022-23,1,Pre Season
1610612766,Charlotte Hornets,5,0,5,0.0,240.0,93.0,94.6,108.5,111.5,-15.5,-16.8,0.5,1.11,13.1,0.292,0.731,0.489,0.159,0.437,0.476,106.8,104.5,87.08,522,0.386,3,29,30,29,4,30,27,31,31,31,31,15,12,20,13,32,32,14,31,2022-23,1,Pre Season
1610612741,Chicago Bulls,4,3,1,0.75,192.0,114.7,116.4,101.6,103.7,13.0,12.6,0.645,1.5,20.0,0.299,0.719,0.534,0.187,0.597,0.635,108.9,107.0,89.17,428,0.585,14,8,3,8,15,2,13,3,14,13,2,12,17,4,25,1,1,4,3,2022-23,1,Pre Season
1610612739,Cleveland Cavaliers,4,1,3,0.25,192.0,103.0,104.2,107.9,108.7,-4.9,-4.5,0.596,1.45,16.5,0.248,0.682,0.47,0.153,0.512,0.549,102.0,101.13,84.27,405,0.476,14,20,24,23,15,21,22,21,27,15,22,26,26,27,9,17,20,28,22,2022-23,1,Pre Season
1610612742,Dallas Mavericks,3,2,1,0.667,144.0,101.8,102.3,97.5,98.7,4.4,3.5,0.676,1.43,17.9,0.167,0.689,0.429,0.164,0.53,0.569,104.5,103.67,86.39,311,0.517,28,14,3,11,28,24,2,12,6,18,12,32,25,31,16,10,11,17,14,2022-23,1,Pre Season
1610612743,Denver Nuggets,5,3,2,0.6,240.0,107.1,109.7,109.8,111.0,-2.7,-1.3,0.63,1.43,17.7,0.285,0.76,0.516,0.171,0.538,0.58,105.2,103.4,86.17,516,0.484,3,8,13,12,4,11,26,18,17,17,13,16,6,10,18,7,8,19,20,2022-23,1,Pre Season
1610612765,Detroit Pistons,4,0,4,0.0,192.0,94.8,97.6,109.1,111.8,-14.3,-14.2,0.647,1.15,15.9,0.271,0.729,0.491,0.187,0.47,0.515,106.9,104.13,86.77,417,0.389,14,29,27,29,15,27,29,29,12,27,26,22,13,19,26,27,27,16,30,2022-23,1,Pre Season
1610612744,Golden State Warriors,4,2,2,0.5,192.0,109.9,113.0,104.2,106.3,5.7,6.7,0.699,1.63,19.5,0.319,0.717,0.515,0.171,0.546,0.584,105.5,103.0,85.83,414,0.539,14,14,13,15,15,5,17,9,3,10,3,5,19,11,20,6,5,22,11,2022-23,1,Pre Season
