TEAM_NAME,Season,Month,TEAM_ID_base,GP_base,W_base,L_base,W_PCT_base,MIN_base,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK_base,W_RANK_base,L_RANK_base,W_PCT_RANK_base,MIN_RANK_base,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SeasonType_base,TEAM_ID_adv,GP_adv,W_adv,L_adv,W_PCT_adv,MIN_adv,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_adv,W_RANK_adv,L_RANK_adv,W_PCT_RANK_adv,MIN_RANK_adv,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonType_adv
houston rockets,2019-20,1,1610612745.0,5.0,3.0,2.0,0.6,48.0,40.2,91.4,0.44,17.8,53.4,0.333,24.6,33.0,0.745,12.0,33.4,45.4,22.8,19.8,10.8,5.6,5.2,26.6,27.6,122.8,2.4,3.0,7.0,13.0,9.0,3.0,10.0,4.0,18.0,1.0,1.0,21.0,2.0,2.0,16.0,5.0,27.0,22.0,25.0,18.0,5.0,12.0,21.0,32.0,2.0,2.0,14.0,Pre Season,1610612745.0,5.0,3.0,2.0,0.6,240.0,108.0,110.0,106.1,107.9,1.9,2.2,0.567,1.15,15.2,0.287,0.704,0.489,0.177,0.537,0.58,113.6,111.6,93.0,558.0,0.483,3.0,7.0,13.0,9.0,4.0,4.0,30.0,15.0,30.0,25.0,28.0,10.0,30.0,22.0,16.0,8.0,6.0,3.0,24.0,Pre Season
indiana pacers,2019-20,1,1610612754.0,4.0,3.0,1.0,0.75,49.3,43.5,92.8,0.469,12.5,31.3,0.4,20.0,24.8,0.808,10.0,39.5,49.5,28.8,22.8,8.0,6.8,5.8,24.3,24.8,119.5,8.8,22.0,7.0,5.0,7.0,1.0,4.0,3.0,10.0,14.0,27.0,1.0,10.0,22.0,8.0,17.0,5.0,8.0,1.0,36.0,20.0,5.0,27.0,25.0,15.0,4.0,8.0,Pre Season,1610612754.0,4.0,3.0,1.0,0.75,197.0,102.7,105.5,95.5,97.6,7.1,7.9,0.661,1.26,18.5,0.295,0.739,0.529,0.201,0.536,0.577,113.2,110.5,92.08,453.0,0.557,22.0,7.0,5.0,7.0,22.0,11.0,10.0,8.0,11.0,16.0,5.0,8.0,17.0,6.0,30.0,9.0,7.0,6.0,8.0,Pre Season
la clippers,2019-20,1,1610612746.0,5.0,2.0,3.0,0.4,48.0,38.8,88.6,0.438,9.6,34.4,0.279,16.6,26.2,0.634,8.6,33.0,41.6,27.4,18.6,8.8,4.0,3.0,25.8,25.8,103.8,2.0,3.0,16.0,24.0,19.0,3.0,18.0,17.0,19.0,34.0,18.0,37.0,27.0,17.0,37.0,26.0,29.0,30.0,4.0,13.0,16.0,27.0,1.0,29.0,5.0,26.0,16.0,Pre Season,1610612746.0,5.0,2.0,3.0,0.4,240.0,94.3,96.3,92.7,93.7,1.6,2.6,0.706,1.47,18.6,0.226,0.718,0.46,0.173,0.492,0.518,110.0,108.2,90.17,539.0,0.511,3.0,16.0,24.0,19.0,4.0,29.0,4.0,14.0,2.0,3.0,2.0,30.0,23.0,32.0,11.0,25.0,31.0,11.0,16.0,Pre Season
los angeles lakers,2019-20,1,1610612747.0,6.0,3.0,3.0,0.5,48.0,38.7,87.0,0.444,10.3,29.7,0.348,19.7,28.2,0.698,12.0,33.2,45.2,26.5,21.2,10.7,5.8,5.5,26.3,25.5,107.3,3.8,1.0,7.0,24.0,14.0,3.0,20.0,19.0,15.0,26.0,31.0,15.0,15.0,8.0,30.0,5.0,28.0,24.0,7.0,27.0,6.0,10.0,24.0,30.0,8.0,21.0,12.0,Pre Season,1610612747.0,6.0,3.0,3.0,0.5,288.0,98.9,102.1,96.7,98.6,2.2,3.5,0.685,1.25,17.8,0.328,0.698,0.513,0.201,0.504,0.54,107.8,105.08,87.57,631.0,0.523,1.0,7.0,24.0,14.0,1.0,15.0,13.0,12.0,5.0,18.0,11.0,2.0,31.0,12.0,31.0,17.0,21.0,23.0,12.0,Pre Season
memphis grizzlies,2019-20,1,1610612763.0,5.0,3.0,2.0,0.6,48.0,39.6,91.2,0.434,9.8,30.8,0.318,20.0,27.0,0.741,11.6,42.0,53.6,23.4,16.4,6.6,6.6,5.0,18.8,25.0,109.0,4.0,3.0,7.0,13.0,9.0,3.0,14.0,5.0,21.0,33.0,29.0,27.0,10.0,12.0,21.0,8.0,2.0,1.0,24.0,2.0,33.0,7.0,17.0,2.0,10.0,16.0,11.0,Pre Season,1610612763.0,5.0,3.0,2.0,0.6,240.0,101.0,101.5,96.3,98.3,4.7,3.2,0.591,1.43,16.2,0.251,0.799,0.524,0.153,0.488,0.529,108.4,107.1,89.25,537.0,0.543,3.0,7.0,13.0,9.0,4.0,18.0,12.0,13.0,24.0,6.0,24.0,22.0,3.0,9.0,2.0,26.0,26.0,14.0,9.0,Pre Season
miami heat,2019-20,1,1610612748.0,5.0,4.0,1.0,0.8,48.0,44.0,89.8,0.49,13.0,34.6,0.376,14.0,17.2,0.814,9.0,37.4,46.4,25.6,20.2,8.8,4.4,4.2,24.8,18.8,115.0,12.6,3.0,3.0,5.0,5.0,3.0,2.0,9.0,3.0,9.0,16.0,8.0,33.0,33.0,7.0,23.0,11.0,16.0,13.0,21.0,16.0,24.0,11.0,26.0,33.0,7.0,4.0,Pre Season,1610612748.0,5.0,4.0,1.0,0.8,240.0,105.9,108.1,96.4,97.2,9.5,10.9,0.582,1.27,17.7,0.277,0.798,0.546,0.19,0.562,0.591,107.4,105.9,88.25,532.0,0.56,3.0,3.0,5.0,5.0,4.0,7.0,8.0,6.0,28.0,15.0,12.0,12.0,4.0,3.0,20.0,4.0,4.0,19.0,6.0,Pre Season
milwaukee bucks,2019-20,1,1610612749.0,5.0,5.0,0.0,1.0,48.0,43.4,84.8,0.512,14.4,39.2,0.367,20.0,25.2,0.794,6.4,43.6,50.0,27.0,21.4,8.2,7.4,3.0,27.8,23.2,121.2,16.0,3.0,1.0,1.0,1.0,3.0,5.0,30.0,1.0,6.0,8.0,12.0,10.0,19.0,9.0,34.0,1.0,5.0,5.0,30.0,18.0,3.0,1.0,36.0,21.0,3.0,3.0,Pre Season,1610612749.0,5.0,5.0,0.0,1.0,240.0,109.3,108.8,93.3,95.1,16.0,13.7,0.622,1.26,18.5,0.182,0.742,0.511,0.192,0.597,0.632,111.8,111.0,92.5,557.0,0.617,3.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,20.0,17.0,4.0,35.0,16.0,14.0,24.0,1.0,1.0,4.0,3.0,Pre Season
minnesota timberwolves,2019-20,1,1610612750.0,5.0,2.0,3.0,0.4,48.0,41.8,97.4,0.429,12.6,41.8,0.301,18.8,24.6,0.764,13.4,36.6,50.0,26.0,19.6,9.2,5.6,7.4,19.0,22.8,115.0,-1.8,3.0,16.0,24.0,19.0,3.0,6.0,1.0,23.0,13.0,5.0,34.0,18.0,23.0,11.0,3.0,15.0,5.0,10.0,16.0,13.0,12.0,37.0,3.0,23.0,7.0,23.0,Pre Season,1610612750.0,5.0,2.0,3.0,0.4,240.0,100.5,101.8,103.1,103.7,-2.6,-2.0,0.622,1.33,16.7,0.298,0.779,0.52,0.173,0.494,0.531,113.8,112.8,94.0,565.0,0.487,3.0,16.0,24.0,19.0,4.0,16.0,22.0,23.0,21.0,11.0,22.0,5.0,7.0,10.0,12.0,23.0,24.0,2.0,23.0,Pre Season
new orleans pelicans,2019-20,1,1610612740.0,5.0,5.0,0.0,1.0,48.0,44.8,90.0,0.498,14.6,37.0,0.395,21.4,29.0,0.738,9.6,35.6,45.2,26.4,18.6,9.2,4.6,5.8,22.8,23.2,125.6,7.4,3.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,11.0,4.0,8.0,5.0,22.0,18.0,20.0,23.0,8.0,13.0,13.0,21.0,29.0,16.0,21.0,1.0,9.0,Pre Season,1610612740.0,5.0,5.0,0.0,1.0,240.0,112.4,114.2,105.4,106.7,6.9,7.5,0.589,1.42,17.8,0.251,0.759,0.508,0.169,0.579,0.611,111.9,110.4,92.0,550.0,0.532,3.0,1.0,1.0,1.0,4.0,1.0,27.0,9.0,25.0,7.0,10.0,21.0,10.0,15.0,6.0,2.0,2.0,7.0,11.0,Pre Season
new york knicks,2019-20,1,1610612752.0,4.0,1.0,3.0,0.25,48.0,36.5,86.8,0.421,11.3,33.0,0.341,19.5,27.0,0.722,9.5,39.0,48.5,22.8,17.5,6.3,6.8,4.8,23.8,23.3,103.8,-4.0,22.0,26.0,24.0,26.0,3.0,28.0,22.0,26.0,20.0,22.0,18.0,16.0,12.0,26.0,20.0,6.0,10.0,26.0,5.0,34.0,5.0,14.0,22.0,20.0,27.0,25.0,Pre Season,1610612752.0,4.0,1.0,3.0,0.25,192.0,97.3,98.8,100.0,103.1,-2.7,-4.3,0.623,1.3,16.2,0.239,0.745,0.499,0.167,0.486,0.526,107.2,104.75,87.29,420.0,0.49,22.0,26.0,24.0,26.0,23.0,25.0,19.0,26.0,18.0,14.0,25.0,27.0,15.0,20.0,5.0,27.0,29.0,25.0,22.0,Pre Season
oklahoma city thunder,2019-20,1,1610612760.0,4.0,2.0,2.0,0.5,48.0,38.8,85.3,0.455,10.3,32.3,0.318,16.8,23.8,0.705,7.8,38.3,46.0,19.5,17.3,8.0,4.0,5.0,21.0,23.8,104.5,-0.3,22.0,16.0,13.0,14.0,3.0,19.0,28.0,11.0,27.0,24.0,28.0,26.0,25.0,28.0,32.0,9.0,19.0,31.0,4.0,20.0,27.0,17.0,10.0,17.0,25.0,20.0,Pre Season,1610612760.0,4.0,2.0,2.0,0.5,192.0,99.3,100.7,98.4,99.8,0.9,1.0,0.503,1.13,14.7,0.186,0.725,0.467,0.166,0.515,0.546,105.8,104.38,86.98,415.0,0.499,22.0,16.0,13.0,14.0,23.0,21.0,15.0,17.0,35.0,26.0,31.0,34.0,21.0,30.0,4.0,15.0,18.0,27.0,18.0,Pre Season
orlando magic,2019-20,1,1610612753.0,6.0,3.0,3.0,0.5,48.0,37.3,89.2,0.419,10.0,31.7,0.316,16.0,23.7,0.676,11.8,33.8,45.7,24.0,18.2,12.7,6.8,4.2,21.3,21.0,100.7,0.5,1.0,7.0,24.0,14.0,3.0,26.0,12.0,28.0,30.0,26.0,30.0,30.0,26.0,32.0,7.0,24.0,21.0,21.0,11.0,1.0,4.0,10.0,12.0,30.0,29.0,17.0,Pre Season,1610612753.0,6.0,3.0,3.0,0.5,288.0,95.0,96.6,92.8,95.7,2.2,0.9,0.643,1.32,16.8,0.268,0.673,0.464,0.174,0.475,0.505,106.9,104.42,87.01,625.0,0.497,1.0,7.0,24.0,14.0,1.0,28.0,7.0,19.0,13.0,12.0,18.0,16.0,33.0,31.0,14.0,33.0,33.0,26.0,19.0,Pre Season
philadelphia 76ers,2019-20,1,1610612755.0,5.0,4.0,1.0,0.8,48.0,41.4,87.0,0.476,10.2,32.2,0.317,20.8,28.2,0.738,14.0,38.6,52.6,27.8,18.0,10.6,9.0,5.2,23.6,23.6,113.8,20.8,3.0,3.0,5.0,5.0,3.0,8.0,19.0,6.0,28.0,25.0,29.0,9.0,7.0,23.0,1.0,7.0,2.0,2.0,8.0,7.0,1.0,21.0,21.0,18.0,11.0,2.0,Pre Season,1610612755.0,5.0,4.0,1.0,0.8,240.0,110.0,111.8,88.5,91.7,21.5,20.1,0.671,1.54,19.0,0.347,0.747,0.554,0.177,0.534,0.572,104.2,101.6,84.67,509.0,0.641,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,12.0,1.0,15.0,11.0,10.0,34.0,2.0,Pre Season
phoenix suns,2019-20,1,1610612756.0,4.0,2.0,2.0,0.5,48.0,37.3,86.5,0.431,11.5,33.3,0.346,22.8,27.5,0.827,8.5,34.3,42.8,23.5,21.3,10.3,3.3,5.0,25.8,27.0,108.8,-0.3,22.0,16.0,13.0,14.0,3.0,27.0,23.0,22.0,17.0,20.0,16.0,5.0,10.0,5.0,27.0,23.0,28.0,23.0,28.0,8.0,32.0,17.0,28.0,3.0,17.0,20.0,Pre Season,1610612756.0,4.0,2.0,2.0,0.5,192.0,97.7,99.5,97.3,99.5,0.4,0.0,0.631,1.11,16.3,0.244,0.706,0.474,0.195,0.497,0.551,111.7,109.38,91.15,437.0,0.505,22.0,16.0,13.0,14.0,23.0,23.0,14.0,20.0,15.0,28.0,23.0,26.0,29.0,29.0,26.0,20.0,15.0,9.0,17.0,Pre Season
portland trail blazers,2019-20,1,1610612757.0,5.0,2.0,3.0,0.4,48.0,39.8,83.8,0.475,10.2,27.2,0.375,19.4,26.8,0.724,10.2,38.6,48.8,22.0,19.8,7.2,5.4,4.2,22.4,23.4,109.2,2.2,3.0,16.0,24.0,19.0,3.0,12.0,33.0,7.0,28.0,36.0,10.0,17.0,14.0,25.0,15.0,7.0,9.0,28.0,18.0,31.0,15.0,11.0,14.0,19.0,15.0,15.0,Pre Season,1610612757.0,5.0,2.0,3.0,0.4,240.0,103.8,104.8,101.5,103.3,2.3,1.5,0.553,1.11,15.9,0.263,0.765,0.525,0.19,0.536,0.571,105.3,103.9,86.58,521.0,0.522,3.0,16.0,24.0,19.0,4.0,12.0,20.0,16.0,31.0,27.0,27.0,18.0,9.0,8.0,21.0,10.0,11.0,29.0,13.0,Pre Season
sacramento kings,2019-20,1,1610612758.0,5.0,3.0,2.0,0.6,49.0,40.8,90.4,0.451,13.0,34.6,0.376,24.2,31.6,0.766,9.0,33.6,42.6,25.4,20.4,10.0,5.2,5.0,29.2,26.4,118.8,3.8,3.0,7.0,13.0,9.0,2.0,9.0,7.0,12.0,9.0,16.0,8.0,3.0,3.0,10.0,23.0,26.0,29.0,14.0,22.0,11.0,17.0,17.0,37.0,4.0,5.0,13.0,Pre Season,1610612758.0,5.0,3.0,2.0,0.6,245.0,102.7,106.5,101.0,102.9,1.7,3.6,0.623,1.25,16.8,0.267,0.718,0.488,0.183,0.523,0.569,112.5,109.42,91.18,558.0,0.492,3.0,7.0,13.0,9.0,3.0,10.0,18.0,11.0,19.0,19.0,19.0,17.0,24.0,23.0,17.0,12.0,12.0,8.0,20.0,Pre Season
san antonio spurs,2019-20,1,1610612759.0,5.0,2.0,3.0,0.4,48.0,38.0,85.4,0.445,9.0,22.6,0.398,19.8,26.6,0.744,7.8,36.4,44.2,24.4,18.0,8.2,4.6,5.4,20.6,21.6,104.8,-7.2,3.0,16.0,24.0,19.0,3.0,22.0,27.0,14.0,35.0,37.0,2.0,13.0,15.0,18.0,31.0,18.0,26.0,19.0,8.0,18.0,21.0,23.0,8.0,27.0,24.0,28.0,Pre Season,1610612759.0,5.0,2.0,3.0,0.4,240.0,97.7,99.2,104.3,105.7,-6.7,-6.4,0.642,1.36,17.4,0.206,0.747,0.481,0.17,0.498,0.54,107.3,105.8,88.17,528.0,0.469,3.0,16.0,24.0,19.0,4.0,24.0,23.0,28.0,14.0,9.0,13.0,32.0,13.0,25.0,8.0,19.0,22.0,20.0,28.0,Pre Season
toronto raptors,2019-20,1,1610612761.0,4.0,2.0,2.0,0.5,48.0,39.3,89.0,0.441,14.0,36.3,0.386,22.3,30.0,0.742,10.3,40.5,50.8,27.5,21.0,12.0,5.0,7.5,23.5,25.0,114.8,0.0,22.0,16.0,13.0,14.0,3.0,17.0,13.0,17.0,7.0,12.0,5.0,6.0,4.0,20.0,13.0,3.0,3.0,3.0,25.0,2.0,18.0,38.0,20.0,10.0,9.0,19.0,Pre Season,1610612761.0,4.0,2.0,2.0,0.5,192.0,101.6,103.1,101.5,103.6,0.1,-0.5,0.701,1.31,18.0,0.276,0.725,0.513,0.189,0.52,0.561,113.0,111.0,92.5,445.0,0.535,22.0,16.0,13.0,14.0,23.0,14.0,21.0,21.0,3.0,13.0,8.0,13.0,22.0,13.0,19.0,13.0,13.0,4.0,10.0,Pre Season
utah jazz,2019-20,1,1610612762.0,5.0,1.0,4.0,0.2,48.0,43.6,89.0,0.49,12.4,35.2,0.352,18.8,24.8,0.758,9.4,36.8,46.2,26.0,18.2,6.0,3.2,5.6,20.6,24.8,118.4,-0.8,3.0,26.0,36.0,28.0,3.0,3.0,13.0,4.0,16.0,14.0,14.0,18.0,20.0,12.0,22.0,14.0,17.0,10.0,12.0,35.0,34.0,25.0,8.0,13.0,6.0,22.0,Pre Season,1610612762.0,5.0,1.0,4.0,0.2,240.0,108.9,110.4,108.9,111.4,0.0,-1.0,0.596,1.43,18.0,0.252,0.81,0.529,0.17,0.56,0.593,109.1,107.1,89.25,536.0,0.513,3.0,26.0,36.0,28.0,4.0,3.0,31.0,22.0,23.0,5.0,9.0,19.0,2.0,5.0,7.0,5.0,3.0,14.0,15.0,Pre Season
