TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season,Month,SeasonType
1610612737,Atlanta Hawks,4,2,2,0.5,192.0,98.6,100.2,97.3,98.1,1.3,2.2,0.664,1.6,18.0,0.239,0.739,0.485,0.153,0.49,0.526,104.1,102.88,85.73,412,0.51,10,13,10,12,12,22,6,13,4,8,7,21,17,21,10,24,23,18,11,2021-22,1,Pre Season
1610612738,Boston Celtics,4,2,2,0.5,192.0,99.9,101.2,102.2,106.4,-2.3,-5.2,0.628,1.28,16.6,0.237,0.714,0.479,0.174,0.506,0.546,104.5,101.75,84.79,408,0.486,10,13,10,12,12,21,18,20,10,21,20,23,24,27,21,21,16,23,18,2021-22,1,Pre Season
1610612751,Brooklyn Nets,4,3,1,0.75,192.0,109.1,109.4,101.7,103.4,7.4,6.0,0.546,1.16,16.3,0.249,0.705,0.492,0.186,0.572,0.605,104.5,103.5,86.25,414,0.538,10,7,6,7,12,5,14,10,27,26,23,17,25,16,27,1,1,16,9,2021-22,1,Pre Season
1610612766,Charlotte Hornets,4,1,3,0.25,192.0,87.8,89.7,107.7,109.6,-19.9,-20.0,0.594,1.1,15.3,0.253,0.693,0.466,0.185,0.447,0.476,106.0,104.0,86.67,416,0.39,10,20,18,20,12,29,26,29,18,28,28,15,27,29,26,30,30,14,29,2021-22,1,Pre Season
1610612741,Chicago Bulls,4,4,0,1.0,192.0,109.6,111.1,89.5,91.3,20.2,19.8,0.626,2.2,18.7,0.29,0.743,0.523,0.12,0.519,0.555,107.7,106.0,88.33,425,0.615,10,3,1,1,12,3,1,2,11,3,4,6,15,5,2,13,11,8,3,2021-22,1,Pre Season
1610612739,Cleveland Cavaliers,5,2,3,0.4,240.0,96.1,98.2,101.3,103.1,-5.1,-4.9,0.652,1.21,17.2,0.257,0.699,0.485,0.193,0.508,0.537,105.1,103.0,85.83,514,0.478,4,13,18,19,5,24,13,19,5,25,12,12,26,22,29,19,19,17,22,2021-22,1,Pre Season
1610612742,Dallas Mavericks,4,4,0,1.0,192.0,115.2,115.9,89.6,92.6,25.6,23.3,0.665,2.29,20.0,0.33,0.761,0.556,0.127,0.541,0.569,104.1,102.0,85.0,409,0.651,10,3,1,1,12,1,3,1,3,2,1,1,8,1,4,5,5,22,1,2021-22,1,Pre Season
1610612743,Denver Nuggets,5,1,4,0.2,250.0,101.3,103.2,104.1,106.0,-2.8,-2.7,0.642,1.48,17.5,0.228,0.765,0.489,0.16,0.52,0.551,102.1,100.22,83.52,525,0.483,4,20,26,26,4,17,17,17,6,14,11,27,7,17,14,11,13,28,20,2021-22,1,Pre Season
1610612765,Detroit Pistons,4,2,2,0.5,192.0,102.5,104.5,109.5,111.4,-7.0,-7.0,0.588,1.32,16.8,0.233,0.668,0.462,0.17,0.513,0.556,102.3,100.38,83.65,401,0.479,10,13,10,12,12,16,28,22,20,19,15,25,30,30,18,17,9,27,21,2021-22,1,Pre Season
1610612744,Golden State Warriors,5,5,0,1.0,240.0,107.0,108.1,95.6,98.2,11.4,9.9,0.703,1.89,19.6,0.238,0.768,0.494,0.145,0.539,0.565,110.9,108.9,90.75,546,0.56,4,1,1,1,5,9,7,5,1,4,2,22,4,15,7,6,7,1,4,2021-22,1,Pre Season
