TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON,MONTH
1610612745,Houston Rockets,4,3,1,0.75,192.0,170,377,0.451,62,191,0.325,110,135,0.815,47,139,186,107,60.0,29,21,19,95,111,512,2.0,16,6,2,5,20,18,18,18,8,2,22,3,4,7,14,25,24,11,7,23,19,7,8,7,12,16,2019-20,1
1610612754,Indiana Pacers,4,1,3,0.25,192.0,164,366,0.448,35,96,0.365,58,70,0.829,40,118,158,98,49.0,35,15,21,97,78,421,-12.0,16,21,18,21,20,21,24,20,29,29,12,30,30,4,24,30,30,19,3,17,29,12,12,29,29,22,2019-20,1
1610612746,LA Clippers,6,4,2,0.667,288.0,250,504,0.496,65,177,0.367,120,153,0.784,50,202,252,135,100.0,46,27,23,150,148,685,28.0,1,1,11,11,1,1,1,1,4,7,10,1,2,11,7,3,2,3,29,1,4,16,30,1,1,7,2019-20,1
1610612747,Los Angeles Lakers,4,3,1,0.75,192.0,160,350,0.457,39,116,0.336,78,98,0.796,40,144,184,94,61.0,34,32,14,86,97,437,47.0,16,6,2,5,20,22,28,12,26,28,18,20,23,9,24,23,26,21,8,19,2,2,7,22,26,1,2019-20,1
1610612763,Memphis Grizzlies,4,1,3,0.25,197.0,158,381,0.415,36,128,0.281,76,98,0.776,45,146,191,99,75.0,36,26,28,108,95,428,-55.0,16,21,18,21,17,26,17,25,28,26,30,22,23,13,18,21,21,18,15,14,6,25,16,25,27,29,2019-20,1
1610612748,Miami Heat,5,4,1,0.8,245.0,201,428,0.47,65,166,0.392,111,154,0.721,48,188,236,124,104.0,46,35,24,126,124,578,41.0,2,1,2,2,2,4,11,7,4,10,3,2,1,23,13,6,5,5,30,1,1,21,26,3,3,6,2019-20,1
1610612749,Milwaukee Bucks,4,2,2,0.5,197.0,173,367,0.471,64,183,0.35,67,101,0.663,24,171,195,103,56.0,27,25,16,95,97,477,7.0,16,15,11,15,17,17,23,6,6,4,15,25,21,30,30,11,19,15,5,26,9,3,8,22,18,13,2019-20,1
1610612750,Minnesota Timberwolves,4,3,1,0.75,197.0,160,371,0.431,48,161,0.298,91,120,0.758,45,139,184,89,68.0,45,17,29,81,109,459,8.0,16,6,2,5,17,22,22,22,20,12,26,12,12,16,18,25,26,25,13,6,28,26,5,11,20,10,2019-20,1
1610612740,New Orleans Pelicans,5,1,4,0.2,245.0,223,480,0.465,82,216,0.38,78,105,0.743,50,171,221,153,81.0,39,25,19,127,111,606,-14.0,2,21,26,26,2,2,2,8,1,1,7,20,20,19,7,11,10,1,17,9,9,7,27,7,2,23,2019-20,1
1610612752,New York Knicks,5,1,4,0.2,240.0,182,430,0.423,50,142,0.352,89,132,0.674,65,175,240,94,92.0,41,25,27,123,109,503,-41.0,2,21,26,26,7,14,9,24,19,20,14,13,5,29,1,8,4,21,23,8,9,23,25,11,15,26,2019-20,1
1610612760,Oklahoma City Thunder,5,1,4,0.2,240.0,183,422,0.434,47,144,0.326,98,136,0.721,51,203,254,90,93.0,35,20,27,115,121,511,4.0,2,21,26,26,7,13,13,21,21,19,21,8,3,24,6,2,1,24,24,17,22,23,20,4,13,14,2019-20,1
1610612753,Orlando Magic,4,2,2,0.5,192.0,143,362,0.395,38,132,0.288,59,75,0.787,46,145,191,85,48.0,34,23,23,70,76,383,8.0,16,15,11,15,20,30,25,30,27,24,29,28,28,10,16,22,21,30,2,19,14,16,1,30,30,10,2019-20,1
1610612755,Philadelphia 76ers,4,4,0,1.0,192.0,159,352,0.452,40,129,0.31,88,119,0.739,46,159,205,100,83.0,46,27,18,116,103,446,44.0,16,1,1,1,20,24,27,17,25,25,24,15,13,21,16,15,16,17,20,1,4,5,22,21,24,4,2019-20,1
1610612756,Phoenix Suns,5,3,2,0.6,245.0,203,446,0.455,64,174,0.368,107,128,0.836,44,188,232,144,81.0,46,20,32,147,130,577,46.0,2,6,11,12,2,3,5,16,6,9,9,4,6,3,20,6,7,2,17,1,22,28,29,2,4,3,2019-20,1
1610612757,Portland Trail Blazers,5,3,2,0.6,240.0,200,445,0.449,54,148,0.365,101,122,0.828,43,191,234,87,81.0,36,29,20,135,111,555,4.0,2,6,11,12,7,6,6,19,13,16,11,6,10,5,22,5,6,28,17,14,3,10,28,7,6,14,2019-20,1
1610612758,Sacramento Kings,5,0,5,0.0,240.0,181,442,0.41,58,175,0.331,73,98,0.745,56,152,208,101,90.0,37,23,23,109,105,493,-85.0,2,30,30,30,7,15,7,29,9,8,19,23,23,18,4,17,15,16,22,12,14,16,17,18,16,30,2019-20,1
1610612759,San Antonio Spurs,4,3,1,0.75,192.0,169,356,0.475,31,92,0.337,85,112,0.759,47,156,203,91,67.0,23,26,18,84,97,454,8.0,16,6,2,5,20,20,26,4,30,30,17,16,18,15,14,16,17,23,12,29,6,5,6,22,23,10,2019-20,1
1610612761,Toronto Raptors,5,4,1,0.8,245.0,201,434,0.463,70,184,0.38,101,115,0.878,40,208,248,121,96.0,39,25,26,119,111,573,47.0,2,1,2,2,2,4,8,9,3,3,6,6,15,1,24,1,3,6,27,9,9,22,23,7,5,1,2019-20,1
1610612762,Utah Jazz,5,4,1,0.8,240.0,184,389,0.473,53,141,0.376,84,108,0.778,25,192,217,104,93.0,38,18,23,122,116,505,43.0,2,1,2,2,7,12,15,5,14,21,8,17,19,12,29,4,11,14,24,11,27,16,24,5,14,5,2019-20,1
1610612764,Washington Wizards,4,1,3,0.25,192.0,180,376,0.479,58,152,0.382,59,74,0.797,38,137,175,108,64.0,24,21,23,95,83,477,1.0,16,21,18,21,20,16,20,2,9,15,4,28,29,8,28,28,29,10,9,28,19,16,8,28,18,17,2019-20,1
1610612737,Atlanta Hawks,15,2,13,0.133,730.0,601,1346,0.447,157,492,0.319,279,366,0.762,153,470,623,347,270.0,127,69,114,360,332,1638,-222.0,6,30,29,30,6,10,8,21,24,10,29,6,5,18,12,21,21,14,30,5,15,29,30,2,12,30,2019-20,2
1610612738,Boston Celtics,14,10,4,0.714,677.0,563,1250,0.45,161,473,0.34,265,318,0.833,146,507,653,337,193.0,131,79,87,283,290,1552,84.0,14,4,5,6,15,20,19,18,21,13,25,10,17,1,20,15,15,17,7,3,11,25,11,19,18,9,2019-20,2
1610612751,Brooklyn Nets,15,9,6,0.6,720.0,601,1342,0.448,194,570,0.34,262,347,0.755,148,539,687,363,229.0,103,78,74,326,312,1658,-18.0,6,10,12,13,10,10,10,20,6,3,26,11,11,19,18,7,8,10,21,17,12,18,24,11,11,16,2019-20,2
1610612766,Charlotte Hornets,16,6,10,0.375,773.0,614,1392,0.441,195,564,0.346,252,344,0.733,167,488,655,373,230.0,113,65,58,298,329,1675,-132.0,1,16,21,19,1,8,5,24,5,4,22,17,12,25,4,18,14,8,24,13,19,7,17,5,8,28,2019-20,2
1610612741,Chicago Bulls,15,5,10,0.333,720.0,575,1345,0.428,188,525,0.358,255,348,0.733,163,510,673,355,248.0,149,55,104,351,318,1593,-55.0,6,18,21,22,10,16,9,30,8,9,17,15,9,24,6,14,11,11,28,1,26,28,29,9,14,22,2019-20,2
1610612739,Cleveland Cavaliers,15,3,12,0.2,720.0,564,1310,0.431,167,480,0.348,270,341,0.792,152,494,646,304,222.0,119,38,115,268,321,1565,-131.0,6,27,27,28,10,19,13,28,16,11,21,9,14,9,13,16,16,27,16,10,30,30,5,7,17,27,2019-20,2
1610612742,Dallas Mavericks,14,9,5,0.643,677.0,590,1268,0.465,209,556,0.376,276,351,0.786,154,519,673,345,185.0,90,62,57,282,312,1665,122.0,14,10,9,10,15,13,17,10,3,5,7,7,8,11,10,11,11,15,5,27,23,5,10,11,9,3,2019-20,2
1610612743,Denver Nuggets,12,10,2,0.833,586.0,497,1091,0.456,124,349,0.355,166,239,0.695,136,445,581,328,168.0,98,61,57,238,244,1284,86.0,30,4,3,3,30,30,29,15,30,30,19,30,30,29,22,26,25,21,1,23,24,5,1,29,30,8,2019-20,2
1610612765,Detroit Pistons,14,4,10,0.286,672.0,542,1175,0.461,175,461,0.38,233,313,0.744,135,459,594,352,223.0,96,78,71,280,283,1492,-20.0,14,24,21,24,18,21,24,12,11,17,4,21,21,22,23,22,23,12,18,26,12,17,9,22,22,17,2019-20,2
1610612744,Golden State Warriors,16,3,13,0.188,773.0,615,1408,0.437,152,452,0.336,306,368,0.832,147,536,683,386,221.0,121,80,93,308,320,1688,-135.0,1,27,29,29,1,7,3,26,25,20,27,2,3,2,19,9,10,5,15,8,10,27,19,8,7,29,2019-20,2
1610612745,Houston Rockets,15,10,5,0.667,720.0,603,1335,0.452,236,678,0.348,331,431,0.768,161,552,713,304,231.0,132,68,63,328,329,1773,108.0,6,4,9,9,10,9,11,17,1,1,20,1,1,17,9,3,5,27,25,2,16,10,25,5,3,4,2019-20,2
1610612754,Indiana Pacers,15,11,4,0.733,730.0,649,1357,0.478,144,398,0.362,220,271,0.812,151,547,698,373,222.0,99,87,67,301,288,1662,107.0,6,3,5,5,6,5,7,4,28,29,16,25,26,5,14,5,7,8,16,21,7,14,18,20,10,5,2019-20,2
1610612746,LA Clippers,14,10,4,0.714,677.0,570,1295,0.44,163,476,0.342,286,365,0.784,186,540,726,334,229.0,106,86,77,323,330,1589,97.0,14,4,5,6,15,18,15,25,19,12,24,4,6,13,1,6,2,19,21,16,8,19,23,3,15,7,2019-20,2
1610612747,Los Angeles Lakers,15,14,1,0.933,725.0,654,1334,0.49,169,458,0.369,230,316,0.728,149,519,668,412,226.0,127,110,51,297,298,1707,130.0,6,2,1,2,8,3,12,1,14,18,11,22,19,27,16,11,13,2,20,5,1,2,15,17,6,2,2019-20,2
1610612763,Memphis Grizzlies,14,4,10,0.286,672.0,593,1264,0.469,158,421,0.375,189,251,0.753,141,490,631,383,225.0,99,70,85,288,251,1533,-101.0,14,24,21,24,18,12,18,8,23,24,8,29,27,21,21,17,19,6,19,21,14,23,13,28,20,25,2019-20,2
1610612748,Miami Heat,13,9,4,0.692,624.0,511,1047,0.488,162,411,0.394,245,315,0.778,108,453,561,335,236.0,121,51,41,269,293,1429,75.0,24,10,5,8,26,28,30,2,20,27,2,20,20,14,29,24,26,18,26,8,27,1,6,18,26,10,2019-20,2
1610612749,Milwaukee Bucks,16,15,1,0.938,768.0,705,1463,0.482,216,626,0.345,302,416,0.726,178,654,832,405,240.0,123,100,64,312,359,1928,209.0,1,1,1,1,4,1,1,3,2,2,23,3,2,28,2,1,1,3,27,7,3,12,20,1,1,1,2019-20,2
1610612750,Minnesota Timberwolves,14,7,7,0.5,682.0,575,1298,0.443,183,551,0.332,261,352,0.741,154,531,685,339,215.0,107,102,69,314,305,1594,-14.0,14,15,15,15,14,16,14,23,10,6,28,12,7,23,10,10,9,16,14,15,2,16,22,15,13,14,2019-20,2
1610612740,New Orleans Pelicans,14,5,9,0.357,672.0,576,1280,0.45,201,529,0.38,227,311,0.73,163,472,635,326,229.0,116,67,67,312,283,1580,-70.0,14,18,19,20,18,15,16,19,4,7,3,23,23,26,6,20,18,22,21,12,17,14,20,22,16,24,2019-20,2
1610612752,New York Knicks,14,3,11,0.214,672.0,521,1217,0.428,159,419,0.379,223,332,0.672,171,446,617,290,200.0,112,59,54,338,275,1424,-106.0,14,27,26,27,18,26,22,29,22,26,5,24,15,30,3,25,22,30,11,14,25,3,27,25,27,26,2019-20,2
1610612760,Oklahoma City Thunder,13,6,7,0.462,629.0,515,1095,0.47,146,399,0.366,248,304,0.816,92,418,510,308,174.0,103,66,60,251,287,1424,-23.0,24,16,15,16,24,27,28,7,27,28,13,19,24,4,30,29,30,25,2,17,18,8,2,21,27,18,2019-20,2
1610612753,Orlando Magic,14,5,9,0.357,672.0,526,1219,0.432,135,425,0.318,249,317,0.785,149,480,629,313,194.0,118,96,56,266,277,1436,-30.0,14,18,19,20,18,24,21,27,29,23,30,18,18,12,16,19,20,23,8,11,4,4,4,24,25,20,2019-20,2
1610612755,Philadelphia 76ers,16,10,6,0.625,773.0,652,1375,0.474,169,466,0.363,258,342,0.754,150,571,721,424,248.0,129,89,63,341,330,1731,49.0,1,4,12,11,1,4,6,6,14,15,15,14,13,20,15,2,3,1,28,4,6,10,28,3,4,11,2019-20,2
1610612756,Phoenix Suns,13,5,8,0.385,624.0,532,1145,0.465,171,462,0.37,253,313,0.808,110,423,533,352,179.0,87,50,64,269,311,1488,-14.0,24,18,17,17,26,22,25,11,13,16,10,16,21,7,28,27,29,12,3,28,28,12,6,13,23,14,2019-20,2
1610612757,Portland Trail Blazers,15,5,10,0.333,725.0,632,1399,0.452,194,527,0.368,259,320,0.809,162,538,700,312,196.0,82,91,90,336,300,1717,-25.0,6,18,21,22,8,6,4,16,6,8,12,13,16,6,8,8,6,24,9,29,5,26,26,16,5,19,2019-20,2
1610612758,Sacramento Kings,13,8,5,0.615,629.0,511,1113,0.459,165,451,0.366,196,249,0.787,123,421,544,308,197.0,102,63,62,293,241,1383,25.0,24,13,9,12,24,28,27,13,17,21,14,28,28,10,27,28,27,25,10,19,22,9,14,30,29,12,2019-20,2
1610612759,San Antonio Spurs,16,4,12,0.25,768.0,675,1444,0.467,150,421,0.356,276,348,0.793,166,551,717,394,204.0,97,85,78,297,317,1776,-64.0,1,24,27,26,4,2,2,9,26,24,18,7,9,8,5,4,4,4,12,24,9,21,15,10,2,23,2019-20,2
1610612761,Toronto Raptors,13,10,3,0.769,624.0,524,1144,0.458,187,467,0.4,214,278,0.77,126,459,585,333,181.0,100,65,86,265,258,1449,106.0,24,4,4,4,26,25,26,14,9,14,1,26,25,16,26,22,24,20,4,20,19,24,3,26,24,6,2019-20,2
1610612762,Utah Jazz,14,8,6,0.571,672.0,531,1196,0.444,173,456,0.379,285,368,0.774,127,519,646,293,207.0,80,64,77,284,308,1520,7.0,14,13,12,14,18,23,23,22,12,19,6,5,3,15,25,11,16,29,13,30,21,19,12,14,21,13,2019-20,2
1610612764,Washington Wizards,13,5,8,0.385,624.0,585,1227,0.477,164,443,0.37,203,248,0.819,131,408,539,378,189.0,97,48,78,278,255,1537,-45.0,24,18,17,17,26,14,20,5,18,22,9,27,29,3,24,30,28,7,6,24,29,21,8,27,19,21,2019-20,2
1610612737,Atlanta Hawks,14,3,11,0.214,677.0,555,1275,0.435,168,528,0.318,209,270,0.774,127,466,593,320,228.0,113,74,77,289,261,1487,-129.0,20,29,27,29,22,23,19,25,18,9,26,27,26,17,27,27,28,21,24,17,16,18,11,27,24,29,2019-20,3
1610612738,Boston Celtics,13,10,3,0.769,624.0,546,1132,0.482,168,451,0.373,204,255,0.8,136,442,578,297,187.0,88,88,60,284,244,1464,134.0,28,4,2,2,29,25,29,2,18,23,8,28,28,5,24,30,29,28,6,27,7,4,9,29,27,2,2019-20,3
1610612751,Brooklyn Nets,13,6,7,0.462,634.0,511,1198,0.427,149,482,0.309,230,305,0.754,143,534,677,303,198.0,80,59,89,261,265,1401,1.0,28,18,13,18,28,30,27,28,25,19,30,22,19,21,21,9,11,27,9,29,26,27,4,24,29,16,2019-20,3
1610612766,Charlotte Hornets,15,5,10,0.333,725.0,543,1299,0.418,174,517,0.337,262,352,0.744,182,490,672,354,212.0,104,75,88,304,321,1522,-71.0,6,21,23,23,12,26,18,30,16,10,23,10,7,23,1,21,13,15,13,19,14,26,21,7,23,24,2019-20,3
1610612741,Chicago Bulls,14,7,7,0.5,682.0,539,1221,0.441,186,497,0.374,216,267,0.809,133,478,611,327,225.0,142,71,84,293,264,1480,49.0,20,15,13,15,21,27,25,22,8,15,6,26,27,2,25,24,27,19,20,2,19,24,13,26,26,10,2019-20,3
1610612739,Cleveland Cavaliers,14,5,9,0.357,677.0,563,1236,0.456,147,447,0.329,181,253,0.715,153,472,625,310,252.0,97,56,97,235,259,1454,-157.0,20,21,20,21,22,22,24,15,27,25,24,30,29,29,16,26,25,23,30,25,27,30,2,28,28,30,2019-20,3
1610612742,Dallas Mavericks,15,9,6,0.6,725.0,607,1350,0.45,238,649,0.367,263,331,0.795,168,562,730,367,194.0,102,69,59,283,287,1715,111.0,6,9,11,11,12,12,11,19,1,1,10,8,16,9,7,4,4,10,8,20,20,3,8,18,9,4,2019-20,3
1610612743,Denver Nuggets,16,10,6,0.625,768.0,668,1419,0.471,176,493,0.357,243,304,0.799,176,501,677,435,218.0,127,66,76,298,309,1755,56.0,1,4,11,10,4,2,2,9,15,16,16,17,20,7,2,16,11,3,15,8,22,17,16,11,6,7,2019-20,3
1610612765,Detroit Pistons,15,6,9,0.4,720.0,611,1312,0.466,184,509,0.361,244,336,0.726,146,486,632,369,226.0,121,63,93,261,290,1650,-47.0,6,18,20,20,16,11,16,10,9,11,14,16,11,28,19,23,23,9,23,13,23,29,4,17,13,20,2019-20,3
1610612744,Golden State Warriors,15,5,10,0.333,730.0,577,1328,0.434,149,427,0.349,258,333,0.775,170,496,666,357,225.0,130,79,77,299,296,1561,-81.0,6,21,23,23,7,19,14,26,25,29,20,11,15,15,4,18,15,13,20,5,11,18,17,13,19,25,2019-20,3
1610612745,Houston Rockets,15,10,5,0.667,730.0,638,1386,0.46,236,648,0.364,263,337,0.78,174,530,704,322,218.0,118,80,75,312,295,1775,73.0,6,4,5,5,7,6,6,12,2,2,11,8,10,14,3,10,7,20,15,15,9,14,24,14,3,5,2019-20,3
1610612754,Indiana Pacers,15,10,5,0.667,725.0,613,1332,0.46,168,453,0.371,231,294,0.786,124,516,640,397,177.0,100,75,81,284,269,1625,29.0,6,4,5,5,12,10,13,13,18,21,9,21,23,13,29,13,19,7,2,22,14,23,9,23,16,12,2019-20,3
1610612746,LA Clippers,15,10,5,0.667,720.0,622,1348,0.461,183,490,0.373,324,405,0.8,160,539,699,343,223.0,127,61,75,302,342,1751,113.0,6,4,5,5,16,9,12,11,11,17,7,2,3,5,12,7,8,18,18,8,24,14,19,2,7,3,2019-20,3
1610612747,Los Angeles Lakers,14,9,5,0.643,672.0,585,1217,0.481,150,441,0.34,246,338,0.728,151,487,638,355,217.0,123,96,63,299,304,1566,59.0,20,9,5,8,25,17,26,5,24,27,21,15,9,27,17,22,21,14,14,12,3,5,17,12,18,6,2019-20,3
1610612763,Memphis Grizzlies,16,8,8,0.5,768.0,681,1444,0.472,195,548,0.356,258,326,0.791,157,556,713,442,239.0,132,80,80,346,318,1815,-20.0,1,14,17,15,4,1,1,7,6,6,17,11,18,10,14,6,5,1,28,3,9,21,30,8,1,17,2019-20,3
1610612748,Miami Heat,15,11,4,0.733,745.0,593,1302,0.455,188,502,0.375,328,417,0.787,146,561,707,370,205.0,93,52,73,294,335,1702,23.0,6,2,3,3,6,16,17,16,7,13,5,1,2,12,19,5,6,8,10,26,28,13,14,5,11,13,2019-20,3
1610612749,Milwaukee Bucks,15,13,2,0.867,720.0,664,1352,0.491,212,550,0.385,249,334,0.746,150,633,783,408,228.0,129,95,84,267,295,1789,248.0,6,1,1,1,16,4,10,1,3,5,3,13,13,22,18,1,1,5,24,6,4,24,6,14,2,1,2019-20,3
1610612750,Minnesota Timberwolves,14,2,12,0.143,692.0,538,1272,0.423,168,532,0.316,295,375,0.787,157,466,623,278,210.0,120,81,78,297,314,1539,-109.0,20,30,29,30,20,28,20,29,18,8,28,6,5,11,14,27,26,29,12,14,8,20,15,10,22,27,2019-20,3
1610612740,New Orleans Pelicans,15,5,10,0.333,730.0,603,1376,0.438,203,573,0.354,222,301,0.738,158,539,697,366,223.0,102,72,68,307,278,1631,-58.0,6,21,23,23,7,14,8,24,4,3,18,25,22,26,13,7,9,11,18,20,17,8,23,21,15,22,2019-20,3
1610612752,New York Knicks,14,5,9,0.357,677.0,551,1272,0.433,140,447,0.313,239,335,0.713,163,506,669,306,186.0,100,72,80,305,272,1481,-121.0,20,21,20,21,22,24,20,27,28,25,29,20,12,30,10,15,14,26,5,22,17,21,22,22,25,28,2019-20,3
1610612760,Oklahoma City Thunder,15,11,4,0.733,730.0,602,1270,0.474,136,428,0.318,297,368,0.807,133,519,652,310,205.0,112,79,56,280,341,1637,51.0,6,2,3,3,7,15,22,6,29,28,27,5,6,3,25,11,17,23,10,18,11,2,7,3,14,9,2019-20,3
1610612753,Orlando Magic,15,7,8,0.467,720.0,585,1328,0.441,163,451,0.361,243,328,0.741,141,496,637,352,183.0,126,97,71,258,285,1576,-40.0,6,15,17,17,16,17,14,23,23,23,15,17,17,24,23,18,22,17,3,10,2,11,3,19,17,19,2019-20,3
1610612755,Philadelphia 76ers,16,9,7,0.563,773.0,668,1418,0.471,184,490,0.376,247,334,0.74,170,567,737,427,225.0,129,93,65,318,315,1767,56.0,1,9,13,13,3,2,3,8,9,17,4,14,13,25,4,2,2,4,20,6,5,6,25,9,5,7,2019-20,3
1610612756,Phoenix Suns,15,5,10,0.333,730.0,634,1379,0.46,167,508,0.329,271,341,0.795,161,495,656,437,222.0,126,50,89,331,336,1706,-58.0,6,21,23,23,7,7,7,14,22,12,25,7,8,8,11,20,16,2,17,10,30,27,27,4,10,22,2019-20,3
1610612757,Portland Trail Blazers,14,6,8,0.429,672.0,572,1258,0.455,169,465,0.363,243,292,0.832,142,497,639,274,184.0,84,102,68,302,265,1556,-26.0,20,18,17,19,25,20,23,18,17,20,12,17,24,1,22,17,20,30,4,28,1,8,19,24,20,18,2019-20,3
1610612758,Sacramento Kings,16,4,12,0.25,783.0,643,1412,0.455,183,541,0.338,223,288,0.774,168,514,682,354,231.0,114,69,71,327,283,1692,-55.0,1,27,29,28,1,5,4,17,11,7,22,24,25,16,7,14,10,15,27,16,20,11,26,20,12,21,2019-20,3
1610612759,San Antonio Spurs,12,7,5,0.583,606.0,535,1112,0.481,134,347,0.386,194,253,0.767,95,473,568,309,161.0,100,79,48,230,228,1398,6.0,30,15,5,12,30,29,30,3,30,30,2,29,29,19,30,25,30,25,1,22,11,1,1,30,30,15,2019-20,3
1610612761,Toronto Raptors,16,9,7,0.563,778.0,627,1410,0.445,198,563,0.352,317,393,0.807,170,565,735,399,240.0,147,91,70,333,323,1769,36.0,1,9,13,13,2,8,5,20,5,4,19,4,4,4,4,3,3,6,29,1,6,10,28,6,4,11,2019-20,3
1610612762,Utah Jazz,14,9,5,0.643,672.0,564,1173,0.481,182,453,0.402,230,302,0.762,125,517,642,316,229.0,80,52,66,290,292,1540,23.0,20,9,5,8,25,21,28,4,13,21,1,22,21,20,28,12,18,22,26,29,28,7,12,16,21,13,2019-20,3
1610612764,Washington Wizards,15,4,11,0.267,725.0,606,1365,0.444,182,502,0.363,324,420,0.771,164,462,626,366,190.0,132,60,75,342,345,1718,-96.0,6,27,27,27,12,13,9,21,13,13,13,2,1,18,9,29,24,11,7,3,25,14,29,1,8,26,2019-20,3
1610612737,Atlanta Hawks,15,6,9,0.4,720.0,611,1361,0.449,191,563,0.339,296,367,0.807,147,523,670,356,234.0,111,84,78,394,328,1709,-78.0,8,20,21,21,16,15,12,26,10,7,25,6,8,5,18,15,17,16,26,14,6,19,30,6,14,24,2019-20,4
1610612738,Boston Celtics,16,9,7,0.563,768.0,671,1435,0.468,191,531,0.36,294,365,0.805,168,556,724,387,228.0,138,85,87,337,316,1827,79.0,3,8,13,13,6,4,5,14,10,10,15,7,9,6,6,3,3,8,23,3,5,26,26,8,3,6,2019-20,4
1610612751,Brooklyn Nets,15,5,10,0.333,730.0,596,1310,0.455,196,552,0.355,252,348,0.724,148,530,678,362,241.0,106,62,76,289,305,1640,-66.0,8,24,24,24,8,21,18,23,7,8,19,21,12,28,17,10,12,14,27,16,23,18,12,14,19,23,2019-20,4
