GAME_ID,DATE,Team1,Team2,Team1_PTS,Team2_PTS,Team1_FG_PCT,Team2_FG_PCT,Team1_AST,Team2_AST,Team1_REB,Team2_REB,Team1_TOV,Team2_TOV,Team1_PLUS_MINUS,Team2_PLUS_MINUS,Team1Win
0022200447,2022-12-18,brooklyn nets,detroit pistons,124,121,0.55,0.477,26,20,35,41,13,8,3.0,-3.0,1
0022200448,2022-12-18,golden state warriors,toronto raptors,126,110,0.531,0.421,31,21,41,43,17,12,16.0,-16.0,1
0022200449,2022-12-18,chicago bulls,minnesota timberwolves,126,150,0.523,0.655,31,38,30,39,11,12,-24.0,24.0,0
0022200450,2022-12-18,charlotte hornets,denver nuggets,115,119,0.427,0.457,26,33,48,55,11,14,-4.0,4.0,0
0022200451,2022-12-18,los angeles lakers,washington wizards,119,117,0.5,0.463,29,24,43,48,9,10,2.0,-2.0,1
0022200452,2022-12-19,cleveland cavaliers,utah jazz,122,99,0.614,0.387,24,19,45,35,21,14,23.0,-23.0,1
0022200453,2022-12-19,philadelphia 76ers,toronto raptors,104,101,0.4,0.42,22,24,41,50,16,15,3.0,-3.0,1
0022200454,2022-12-19,atlanta hawks,orlando magic,126,125,0.511,0.474,29,29,41,45,10,8,1.0,-1.0,1
0022200455,2022-12-19,houston rockets,san antonio spurs,105,124,0.426,0.554,23,30,41,46,11,19,-19.0,19.0,0
0022200456,2022-12-19,dallas mavericks,minnesota timberwolves,106,116,0.408,0.472,23,19,42,44,15,10,-10.0,10.0,0
0022200457,2022-12-19,milwaukee bucks,new orleans pelicans,128,119,0.556,0.424,26,30,44,44,17,15,9.0,-9.0,1
0022200458,2022-12-19,oklahoma city thunder,portland trail blazers,123,121,0.455,0.5,20,26,39,45,10,16,2.0,-2.0,1
0022200459,2022-12-19,los angeles lakers,phoenix suns,104,130,0.448,0.495,13,21,38,51,14,8,-26.0,26.0,0
0022200460,2022-12-19,charlotte hornets,sacramento kings,125,119,0.516,0.474,26,23,56,42,14,8,6.0,-6.0,1
0022200461,2022-12-20,detroit pistons,utah jazz,111,126,0.506,0.505,22,27,43,43,14,12,-15.0,15.0,0
0022200462,2022-12-20,chicago bulls,miami heat,113,103,0.548,0.469,24,26,39,35,16,13,10.0,-10.0,1
0022200463,2022-12-20,golden state warriors,new york knicks,94,132,0.473,0.517,23,27,29,47,19,11,-38.0,38.0,0
0022200464,2022-12-20,phoenix suns,washington wizards,110,113,0.461,0.475,26,22,44,41,14,9,-3.0,3.0,0
0022200465,2022-12-20,denver nuggets,memphis grizzlies,105,91,0.449,0.444,28,25,48,42,17,16,14.0,-14.0,1
0022200466,2022-12-21,cleveland cavaliers,milwaukee bucks,114,106,0.482,0.47,22,20,37,46,10,19,8.0,-8.0,1
0022200467,2022-12-21,detroit pistons,philadelphia 76ers,93,113,0.392,0.441,15,27,46,49,22,12,-20.0,20.0,0
0022200468,2022-12-21,atlanta hawks,chicago bulls,108,110,0.429,0.5,22,20,47,47,15,11,-2.0,2.0,0
0022200469,2022-12-21,boston celtics,indiana pacers,112,117,0.386,0.469,26,27,62,47,16,14,-5.0,5.0,0
0022200470,2022-12-21,brooklyn nets,golden state warriors,143,113,0.643,0.494,42,32,32,36,14,21,30.0,-30.0,1
0022200471,2022-12-21,new york knicks,toronto raptors,106,113,0.553,0.447,25,17,38,38,16,4,-7.0,7.0,0
0022200472,2022-12-21,houston rockets,orlando magic,110,116,0.466,0.451,22,19,49,45,16,11,-6.0,6.0,0
0022200473,2022-12-21,dallas mavericks,minnesota timberwolves,104,99,0.453,0.494,17,23,39,39,13,13,5.0,-5.0,1
0022200474,2022-12-21,oklahoma city thunder,portland trail blazers,101,98,0.468,0.494,19,29,37,36,18,18,3.0,-3.0,1
0022200475,2022-12-21,los angeles lakers,sacramento kings,120,134,0.5,0.505,25,29,39,46,15,12,-14.0,14.0,0
0022200476,2022-12-21,charlotte hornets,la clippers,105,126,0.402,0.506,25,29,40,48,14,27,-21.0,21.0,0
0022200477,2022-12-22,new orleans pelicans,san antonio spurs,126,117,0.484,0.478,25,23,46,44,17,17,9.0,-9.0,1
0022200478,2022-12-22,utah jazz,washington wizards,120,112,0.488,0.561,16,20,40,37,11,10,8.0,-8.0,1
0022200479,2022-12-23,orlando magic,san antonio spurs,133,113,0.575,0.454,30,28,44,38,17,13,20.0,-20.0,1
0022200480,2022-12-23,la clippers,philadelphia 76ers,114,119,0.506,0.534,25,31,33,39,11,9,-5.0,5.0,0
0022200481,2022-12-23,atlanta hawks,detroit pistons,130,105,0.533,0.411,30,17,48,43,8,14,25.0,-25.0,1
0022200482,2022-12-23,boston celtics,minnesota timberwolves,121,109,0.44,0.484,28,25,53,45,11,16,12.0,-12.0,1
0022200483,2022-12-23,brooklyn nets,milwaukee bucks,118,100,0.495,0.44,30,17,45,45,10,18,18.0,-18.0,1
0022200484,2022-12-23,cleveland cavaliers,toronto raptors,107,118,0.513,0.5,27,25,35,45,14,18,-11.0,11.0,0
0022200485,2022-12-23,chicago bulls,new york knicks,118,117,0.484,0.5,24,23,41,47,4,10,1.0,-1.0,1
0022200486,2022-12-23,indiana pacers,miami heat,111,108,0.482,0.432,26,23,43,38,16,10,3.0,-3.0,1
0022200487,2022-12-23,dallas mavericks,houston rockets,112,106,0.45,0.457,20,26,34,45,14,14,6.0,-6.0,1
0022200488,2022-12-23,new orleans pelicans,oklahoma city thunder,128,125,0.436,0.461,30,27,55,47,21,18,3.0,-3.0,1
0022200489,2022-12-23,denver nuggets,portland trail blazers,120,107,0.58,0.448,31,24,38,43,10,13,13.0,-13.0,1
0022200490,2022-12-23,memphis grizzlies,phoenix suns,125,100,0.495,0.437,30,23,53,35,10,14,25.0,-25.0,1
0022200491,2022-12-23,sacramento kings,washington wizards,111,125,0.44,0.557,19,30,47,40,13,9,-14.0,14.0,0
0022200492,2022-12-23,charlotte hornets,los angeles lakers,134,130,0.553,0.522,30,27,41,42,16,17,4.0,-4.0,1
0022200493,2022-12-25,new york knicks,philadelphia 76ers,112,119,0.478,0.506,30,22,46,32,8,6,-7.0,7.0,0
0022200494,2022-12-25,dallas mavericks,los angeles lakers,124,115,0.524,0.488,31,18,38,35,11,8,9.0,-9.0,1
0022200495,2022-12-25,boston celtics,milwaukee bucks,139,118,0.588,0.5,29,22,35,39,11,15,21.0,-21.0,1
0022200496,2022-12-25,golden state warriors,memphis grizzlies,123,109,0.473,0.415,31,19,51,44,10,13,14.0,-14.0,1
0022200497,2022-12-25,denver nuggets,phoenix suns,128,125,0.479,0.479,29,32,48,46,12,13,3.0,-3.0,1
0022200498,2022-12-26,brooklyn nets,cleveland cavaliers,125,117,0.573,0.476,27,21,38,33,15,12,8.0,-8.0,1
0022200499,2022-12-26,detroit pistons,la clippers,131,142,0.44,0.538,32,25,45,48,17,19,-11.0,11.0,0
0022200500,2022-12-26,miami heat,minnesota timberwolves,113,110,0.461,0.544,27,31,40,44,9,22,3.0,-3.0,1
0022200501,2022-12-26,chicago bulls,houston rockets,118,133,0.489,0.556,27,28,35,45,8,12,-15.0,15.0,0
0022200502,2022-12-26,indiana pacers,new orleans pelicans,93,113,0.422,0.456,23,30,36,54,13,14,-20.0,20.0,0
0022200503,2022-12-26,san antonio spurs,utah jazz,126,122,0.552,0.402,27,20,41,45,14,12,4.0,-4.0,1
0022200504,2022-12-26,charlotte hornets,portland trail blazers,113,124,0.398,0.5,25,28,45,50,12,15,-11.0,11.0,0
0022200505,2022-12-27,los angeles lakers,orlando magic,129,110,0.544,0.5,32,25,46,37,13,11,19.0,-19.0,1
0022200506,2022-12-27,philadelphia 76ers,washington wizards,111,116,0.464,0.459,21,18,39,39,15,15,-5.0,5.0,0
0022200507,2022-12-27,boston celtics,houston rockets,126,102,0.473,0.4,32,24,49,49,10,13,24.0,-24.0,1
0022200508,2022-12-27,atlanta hawks,indiana pacers,114,129,0.449,0.511,26,28,42,49,9,10,-15.0,15.0,0
0022200509,2022-12-27,la clippers,toronto raptors,124,113,0.484,0.512,27,24,47,39,9,12,11.0,-11.0,1
0022200510,2022-12-27,memphis grizzlies,phoenix suns,108,125,0.396,0.494,18,26,40,47,14,19,-17.0,17.0,0
0022200511,2022-12-27,oklahoma city thunder,san antonio spurs,130,114,0.535,0.465,25,20,45,41,12,14,16.0,-16.0,1
0022200512,2022-12-27,dallas mavericks,new york knicks,126,121,0.489,0.437,20,27,47,55,9,9,5.0,-5.0,1
0022200513,2022-12-27,charlotte hornets,golden state warriors,105,110,0.413,0.432,22,31,47,49,12,14,-5.0,5.0,0
0022200514,2022-12-27,denver nuggets,sacramento kings,113,106,0.477,0.488,34,20,40,39,13,16,7.0,-7.0,1
0022200515,2022-12-28,detroit pistons,orlando magic,121,101,0.45,0.412,25,24,49,47,13,13,20.0,-20.0,1
0022200516,2022-12-28,phoenix suns,washington wizards,102,127,0.448,0.573,25,27,30,46,11,12,-25.0,25.0,0
0022200517,2022-12-28,atlanta hawks,brooklyn nets,107,108,0.433,0.506,22,22,47,47,3,12,-1.0,1.0,0
0022200518,2022-12-28,los angeles lakers,miami heat,98,112,0.481,0.478,25,20,44,37,24,5,-14.0,14.0,0
0022200519,2022-12-28,chicago bulls,milwaukee bucks,119,113,0.457,0.373,21,18,52,61,13,14,6.0,-6.0,1
0022200520,2022-12-28,minnesota timberwolves,new orleans pelicans,118,119,0.506,0.481,18,22,35,43,11,13,-1.0,1.0,0
0022200521,2022-12-28,golden state warriors,utah jazz,112,107,0.425,0.407,22,26,51,50,12,12,5.0,-5.0,1
0022200522,2022-12-28,denver nuggets,sacramento kings,126,127,0.576,0.528,31,32,34,34,16,12,-1.0,1.0,0
0022200523,2022-12-29,charlotte hornets,oklahoma city thunder,121,113,0.548,0.424,33,15,52,41,17,12,8.0,-8.0,1
0022200524,2022-12-29,cleveland cavaliers,indiana pacers,126,135,0.521,0.565,29,28,44,32,10,8,-9.0,9.0,0
0022200525,2022-12-29,boston celtics,la clippers,116,110,0.484,0.483,22,26,49,41,11,12,6.0,-6.0,1
0022200526,2022-12-29,memphis grizzlies,toronto raptors,119,106,0.505,0.406,37,21,53,47,15,8,13.0,-13.0,1
0022200527,2022-12-29,new york knicks,san antonio spurs,115,122,0.422,0.511,20,25,38,48,12,11,-7.0,7.0,0
0022200528,2022-12-29,dallas mavericks,houston rockets,129,114,0.516,0.442,30,21,44,48,8,12,15.0,-15.0,1
0022200529,2022-12-30,orlando magic,washington wizards,100,119,0.42,0.56,24,33,35,53,11,26,-19.0,19.0,0
0022200530,2022-12-30,atlanta hawks,los angeles lakers,121,130,0.475,0.542,22,34,41,55,10,16,-9.0,9.0,0
0022200531,2022-12-30,phoenix suns,toronto raptors,104,113,0.493,0.494,26,20,42,31,25,12,-9.0,12.0,0
0022200532,2022-12-30,chicago bulls,detroit pistons,132,118,0.576,0.477,21,28,38,35,13,14,14.0,-14.0,1
0022200533,2022-12-30,milwaukee bucks,minnesota timberwolves,123,114,0.462,0.435,25,18,68,36,21,8,9.0,-9.0,1
0022200534,2022-12-30,new orleans pelicans,philadelphia 76ers,127,116,0.538,0.56,19,28,36,29,12,18,11.0,-11.0,1
0022200535,2022-12-30,denver nuggets,miami heat,124,119,0.592,0.448,34,21,36,36,20,14,5.0,-5.0,1
0022200536,2022-12-30,golden state warriors,portland trail blazers,118,112,0.462,0.462,29,22,46,49,12,14,6.0,-6.0,1
0022200537,2022-12-30,sacramento kings,utah jazz,126,125,0.556,0.548,32,30,38,37,15,13,1.0,-1.0,1
0022200538,2022-12-31,indiana pacers,la clippers,131,130,0.523,0.538,28,23,36,39,11,15,1.0,-1.0,1
0022200539,2022-12-31,brooklyn nets,charlotte hornets,123,106,0.6,0.396,26,28,42,45,14,12,17.0,-17.0,1
0022200540,2022-12-31,chicago bulls,cleveland cavaliers,102,103,0.481,0.459,14,20,40,50,15,20,-1.0,1.0,0
0022200541,2022-12-31,houston rockets,new york knicks,88,108,0.377,0.389,20,20,52,46,24,10,-20.0,20.0,0
0022200542,2022-12-31,dallas mavericks,san antonio spurs,126,125,0.581,0.553,21,28,26,48,5,13,1.0,-1.0,1
0022200543,2022-12-31,memphis grizzlies,new orleans pelicans,116,101,0.511,0.352,26,16,52,46,17,19,15.0,-15.0,1
0022200544,2022-12-31,detroit pistons,minnesota timberwolves,116,104,0.483,0.434,21,17,52,39,14,15,12.0,-12.0,1
0022200545,2022-12-31,oklahoma city thunder,philadelphia 76ers,96,115,0.38,0.465,16,29,50,56,16,13,-19.0,19.0,0
0022200546,2022-12-31,miami heat,utah jazz,126,123,0.506,0.432,32,23,37,49,12,16,3.0,-3.0,1
0022200547,2023-01-01,memphis grizzlies,sacramento kings,118,108,0.46,0.406,25,24,57,47,11,15,10.0,-10.0,1
0022200548,2023-01-01,milwaukee bucks,washington wizards,95,118,0.354,0.532,22,29,44,54,16,17,-23.0,23.0,0
0022200549,2023-01-01,boston celtics,denver nuggets,111,123,0.46,0.57,30,31,41,35,13,14,-12.0,12.0,0
0022200550,2023-01-02,new york knicks,phoenix suns,102,83,0.486,0.391,26,22,45,36,7,8,19.0,-19.0,1
0022200551,2023-01-02,charlotte hornets,los angeles lakers,115,121,0.452,0.484,24,26,47,53,14,14,-6.0,6.0,0
0022200552,2023-01-02,chicago bulls,cleveland cavaliers,134,145,0.495,0.522,22,27,42,47,7,10,-11.0,11.0,0
0022200553,2023-01-02,indiana pacers,toronto raptors,122,114,0.484,0.451,24,26,50,36,12,11,8.0,-8.0,1
0022200554,2023-01-02,new orleans pelicans,philadelphia 76ers,111,120,0.5,0.477,26,26,49,35,17,9,-9.0,9.0,0
0022200555,2023-01-02,brooklyn nets,san antonio spurs,139,103,0.624,0.433,31,26,45,43,12,18,36.0,-36.0,1
0022200556,2023-01-02,dallas mavericks,houston rockets,111,106,0.42,0.463,19,21,41,46,8,10,5.0,-5.0,1
0022200557,2023-01-02,denver nuggets,minnesota timberwolves,111,124,0.462,0.517,27,29,45,41,14,11,-13.0,13.0,0
0022200558,2023-01-02,atlanta hawks,golden state warriors,141,143,0.486,0.446,30,34,53,69,13,19,-2.0,2.0,0
0022200559,2023-01-02,detroit pistons,portland trail blazers,106,135,0.415,0.571,16,29,45,44,21,18,-29.0,29.0,0
0022200560,2023-01-02,la clippers,miami heat,100,110,0.433,0.459,19,22,34,48,15,11,-10.0,10.0,0
0022200561,2023-01-03,milwaukee bucks,washington wizards,123,113,0.48,0.433,27,27,49,46,12,10,10.0,-10.0,1
0022200562,2023-01-03,boston celtics,oklahoma city thunder,117,150,0.455,0.592,29,31,38,44,17,13,-33.0,33.0,0
0022200563,2023-01-03,sacramento kings,utah jazz,117,115,0.535,0.432,23,21,40,44,17,16,2.0,-2.0,1
0022200564,2023-01-04,charlotte hornets,memphis grizzlies,107,131,0.404,0.5,25,28,44,59,12,14,-24.0,24.0,0
0022200565,2023-01-04,cleveland cavaliers,phoenix suns,90,88,0.39,0.395,15,24,46,49,14,13,2.0,-2.0,1
0022200566,2023-01-04,oklahoma city thunder,orlando magic,115,126,0.404,0.519,23,26,33,49,9,16,-11.0,11.0,0
0022200567,2023-01-04,indiana pacers,philadelphia 76ers,126,129,0.474,0.49,31,24,45,46,13,9,-3.0,3.0,0
0022200568,2023-01-04,new york knicks,san antonio spurs,117,114,0.479,0.5,16,25,47,38,12,15,3.0,-3.0,1
0022200569,2023-01-04,milwaukee bucks,toronto raptors,104,101,0.398,0.328,26,22,73,47,25,8,3.0,-3.0,1
0022200570,2023-01-04,brooklyn nets,chicago bulls,112,121,0.462,0.531,24,21,34,46,10,15,-9.0,9.0,0
0022200571,2023-01-04,minnesota timberwolves,portland trail blazers,113,106,0.513,0.44,25,18,33,39,14,16,7.0,-7.0,1
0022200572,2023-01-04,houston rockets,new orleans pelicans,108,119,0.443,0.461,25,25,43,51,13,14,-11.0,11.0,0
0022200573,2023-01-04,detroit pistons,golden state warriors,122,119,0.489,0.517,29,31,41,40,8,14,3.0,-3.0,1
0022200574,2023-01-04,los angeles lakers,miami heat,112,109,0.494,0.453,20,24,42,43,17,13,3.0,-3.0,1
0022200575,2023-01-04,atlanta hawks,sacramento kings,120,117,0.536,0.466,21,26,44,42,15,10,3.0,-3.0,1
0022200576,2023-01-05,memphis grizzlies,orlando magic,123,115,0.522,0.464,24,23,49,39,12,10,8.0,-8.0,1
0022200577,2023-01-05,boston celtics,dallas mavericks,124,95,0.488,0.378,29,15,52,42,11,11,29.0,-29.0,1
0022200578,2023-01-05,houston rockets,utah jazz,114,131,0.413,0.495,19,33,49,42,14,8,-17.0,17.0,0
0022200579,2023-01-05,denver nuggets,la clippers,122,91,0.506,0.374,28,24,57,41,11,7,31.0,-31.0,1
0022200580,2023-01-06,indiana pacers,portland trail blazers,108,99,0.452,0.404,22,30,41,52,12,18,9.0,-9.0,1
0022200581,2023-01-06,chicago bulls,philadelphia 76ers,126,112,0.571,0.435,33,28,45,38,11,7,14.0,-14.0,1
0022200582,2023-01-06,new york knicks,toronto raptors,112,108,0.47,0.422,19,22,51,46,11,7,4.0,-4.0,1
0022200583,2023-01-06,charlotte hornets,milwaukee bucks,138,109,0.52,0.44,32,22,49,45,5,16,29.0,-29.0,1
0022200584,2023-01-06,oklahoma city thunder,washington wizards,127,110,0.51,0.481,30,21,41,46,9,20,17.0,-17.0,1
0022200585,2023-01-06,detroit pistons,san antonio spurs,109,121,0.473,0.556,23,27,37,44,15,17,-12.0,12.0,0
0022200586,2023-01-06,brooklyn nets,new orleans pelicans,108,102,0.435,0.398,26,16,43,51,12,15,6.0,-6.0,1
0022200587,2023-01-06,la clippers,minnesota timberwolves,115,128,0.44,0.568,22,28,40,45,8,19,-13.0,13.0,0
0022200588,2023-01-06,cleveland cavaliers,denver nuggets,108,121,0.455,0.531,30,28,40,49,6,12,-13.0,13.0,0
0022200589,2023-01-06,miami heat,phoenix suns,104,96,0.423,0.415,19,22,37,44,12,14,8.0,-8.0,1
0022200590,2023-01-06,atlanta hawks,los angeles lakers,114,130,0.458,0.548,24,33,39,51,12,16,-16.0,16.0,0
0022200591,2023-01-07,boston celtics,san antonio spurs,121,116,0.495,0.49,30,25,43,51,14,13,5.0,-5.0,1
0022200592,2023-01-07,chicago bulls,utah jazz,126,118,0.53,0.495,22,36,44,39,10,10,8.0,-8.0,1
0022200593,2023-01-07,dallas mavericks,new orleans pelicans,127,117,0.568,0.479,23,26,39,44,17,12,10.0,-10.0,1
0022200594,2023-01-07,golden state warriors,orlando magic,101,115,0.375,0.506,26,26,49,44,16,10,-14.0,14.0,0
0022200595,2023-01-07,los angeles lakers,sacramento kings,136,134,0.61,0.523,26,25,38,34,17,14,2.0,-2.0,1
0022200596,2023-01-08,detroit pistons,philadelphia 76ers,111,123,0.506,0.489,25,24,43,44,23,13,-12.0,12.0,0
0022200597,2023-01-08,portland trail blazers,toronto raptors,105,117,0.447,0.44,19,26,42,41,22,10,-12.0,12.0,0
0022200598,2023-01-08,charlotte hornets,indiana pacers,111,116,0.432,0.437,25,27,49,41,18,16,-5.0,5.0,0
0022200599,2023-01-08,brooklyn nets,miami heat,102,101,0.513,0.413,22,22,40,41,16,11,1.0,-1.0,1
0022200600,2023-01-08,memphis grizzlies,utah jazz,123,118,0.451,0.511,28,29,39,46,10,20,5.0,-5.0,1
0022200601,2023-01-08,houston rockets,minnesota timberwolves,96,104,0.427,0.475,26,23,41,44,18,17,-8.0,8.0,0
0022200602,2023-01-08,dallas mavericks,oklahoma city thunder,109,120,0.425,0.484,21,27,39,48,12,8,-11.0,11.0,0
0022200603,2023-01-08,cleveland cavaliers,phoenix suns,112,98,0.577,0.44,29,22,39,36,14,16,14.0,-14.0,1
0022200604,2023-01-08,atlanta hawks,la clippers,112,108,0.494,0.389,22,25,43,59,9,11,4.0,-4.0,1
0022200605,2023-01-09,new orleans pelicans,washington wizards,132,112,0.527,0.512,24,26,44,37,9,20,20.0,-20.0,1
0022200606,2023-01-09,boston celtics,chicago bulls,107,99,0.437,0.453,25,19,50,42,9,7,8.0,-8.0,1
0022200607,2023-01-09,milwaukee bucks,new york knicks,111,107,0.438,0.38,27,16,48,48,14,7,4.0,-4.0,1
0022200608,2023-01-09,memphis grizzlies,san antonio spurs,121,113,0.495,0.454,26,28,50,42,13,14,8.0,-8.0,1
0022200609,2023-01-09,denver nuggets,los angeles lakers,122,109,0.465,0.441,29,20,55,44,17,13,13.0,-13.0,1
0022200610,2023-01-09,orlando magic,sacramento kings,111,136,0.456,0.536,24,39,41,48,13,11,-25.0,25.0,0
0022200611,2023-01-10,miami heat,oklahoma city thunder,112,111,0.392,0.484,18,27,41,44,19,18,1.0,-1.0,1
0022200612,2023-01-10,detroit pistons,philadelphia 76ers,116,147,0.404,0.607,23,36,26,55,11,18,-31.0,31.0,0
0022200613,2023-01-10,charlotte hornets,toronto raptors,120,132,0.547,0.495,33,32,34,49,9,11,-12.0,12.0,0
0022200614,2023-01-10,cleveland cavaliers,utah jazz,114,116,0.467,0.437,18,21,37,54,5,15,-2.0,2.0,0
0022200615,2023-01-10,golden state warriors,phoenix suns,113,125,0.385,0.456,24,26,45,57,15,21,-12.0,12.0,0
0022200616,2023-01-10,orlando magic,portland trail blazers,109,106,0.513,0.483,19,22,35,43,16,16,3.0,-3.0,1
0022200617,2023-01-10,dallas mavericks,la clippers,101,113,0.435,0.453,15,20,32,46,11,9,-12.0,12.0,0
0022200618,2023-01-11,detroit pistons,minnesota timberwolves,135,118,0.6,0.489,30,22,38,36,16,18,17.0,-17.0,1
0022200619,2023-01-11,chicago bulls,washington wizards,97,100,0.466,0.463,16,21,39,52,12,17,-3.0,3.0,0
0022200620,2023-01-11,atlanta hawks,milwaukee bucks,105,114,0.448,0.459,25,28,41,57,11,10,-9.0,9.0,0
0022200621,2023-01-11,boston celtics,new orleans pelicans,125,114,0.484,0.517,24,22,50,33,9,9,11.0,-11.0,1
0022200622,2023-01-11,indiana pacers,new york knicks,113,119,0.478,0.452,27,21,41,50,13,12,-6.0,6.0,0
0022200623,2023-01-11,memphis grizzlies,san antonio spurs,135,129,0.515,0.467,19,33,57,48,13,12,6.0,-6.0,1
0022200624,2023-01-11,denver nuggets,phoenix suns,126,97,0.565,0.433,30,28,38,44,10,16,29.0,-29.0,1
0022200625,2023-01-11,houston rockets,sacramento kings,115,135,0.458,0.479,30,28,48,45,13,9,-20.0,20.0,0
0022200626,2023-01-12,oklahoma city thunder,philadelphia 76ers,133,114,0.512,0.443,28,30,39,39,11,17,19.0,-19.0,1
0022200627,2023-01-12,boston celtics,brooklyn nets,109,98,0.477,0.452,23,26,48,31,13,12,11.0,-11.0,1
0022200628,2023-01-12,miami heat,milwaukee bucks,108,102,0.442,0.402,22,20,61,39,13,10,6.0,-6.0,1
0022200629,2023-01-12,charlotte hornets,toronto raptors,114,124,0.532,0.518,27,30,42,32,22,9,-10.0,10.0,0
0022200630,2023-01-12,dallas mavericks,los angeles lakers,119,115,0.5,0.393,25,24,54,56,16,9,4.0,-4.0,1
0022200631,2023-01-12,cleveland cavaliers,portland trail blazers,119,113,0.494,0.513,28,17,44,36,11,16,6.0,-6.0,1
0022200632,2023-01-13,detroit pistons,new orleans pelicans,110,116,0.478,0.488,20,29,42,48,13,16,-6.0,6.0,0
0022200633,2023-01-13,atlanta hawks,indiana pacers,113,111,0.436,0.396,26,24,50,51,13,12,2.0,-2.0,1
0022200634,2023-01-13,new york knicks,washington wizards,112,108,0.446,0.387,15,18,54,50,7,7,4.0,-4.0,1
0022200635,2023-01-13,golden state warriors,san antonio spurs,144,113,0.545,0.455,33,26,55,38,12,15,31.0,-31.0,1
0022200636,2023-01-13,chicago bulls,oklahoma city thunder,110,124,0.447,0.511,30,22,42,46,16,10,-14.0,14.0,0
0022200637,2023-01-13,minnesota timberwolves,phoenix suns,121,116,0.522,0.477,24,28,37,43,14,19,5.0,-5.0,1
0022200638,2023-01-13,orlando magic,utah jazz,108,112,0.438,0.434,23,15,40,59,15,24,-4.0,4.0,0
0022200639,2023-01-13,denver nuggets,la clippers,115,103,0.5,0.471,24,20,43,43,10,12,12.0,-12.0,1
0022200640,2023-01-13,houston rockets,sacramento kings,114,139,0.473,0.547,23,34,34,46,15,14,-25.0,25.0,0
0022200641,2023-01-14,miami heat,milwaukee bucks,111,95,0.517,0.405,17,26,51,32,11,10,16.0,-16.0,1
0022200642,2023-01-14,boston celtics,charlotte hornets,122,106,0.475,0.466,35,21,46,46,7,11,16.0,-16.0,1
0022200643,2023-01-14,indiana pacers,memphis grizzlies,112,130,0.369,0.552,26,32,49,45,19,15,-18.0,18.0,0
0022200644,2023-01-14,atlanta hawks,toronto raptors,114,103,0.512,0.414,19,19,40,43,11,12,11.0,-11.0,1
0022200645,2023-01-14,cleveland cavaliers,minnesota timberwolves,102,110,0.487,0.563,24,22,40,31,18,13,-8.0,8.0,0
0022200646,2023-01-14,philadelphia 76ers,utah jazz,118,117,0.449,0.478,23,20,37,48,8,10,1.0,-1.0,1
0022200647,2023-01-14,dallas mavericks,portland trail blazers,119,136,0.524,0.557,28,34,25,47,10,9,-17.0,17.0,0
0022200648,2023-01-15,detroit pistons,new york knicks,104,117,0.446,0.455,23,17,38,52,11,6,-13.0,13.0,0
0022200649,2023-01-15,houston rockets,la clippers,100,121,0.452,0.523,22,21,39,44,20,15,-21.0,21.0,0
0022200650,2023-01-15,chicago bulls,golden state warriors,132,118,0.505,0.494,29,35,38,40,10,23,14.0,-14.0,1
0022200651,2023-01-15,brooklyn nets,oklahoma city thunder,102,112,0.429,0.444,24,21,51,50,15,8,-10.0,10.0,0
0022200652,2023-01-15,sacramento kings,san antonio spurs,132,119,0.551,0.516,24,27,38,40,5,10,13.0,-13.0,1
0022200653,2023-01-15,denver nuggets,orlando magic,119,116,0.539,0.488,32,24,41,39,15,13,3.0,-3.0,1
0022200654,2023-01-15,dallas mavericks,portland trail blazers,123,140,0.461,0.506,31,28,39,41,9,7,-17.0,17.0,0
0022200655,2023-01-15,los angeles lakers,philadelphia 76ers,112,113,0.552,0.506,28,29,38,38,9,9,-1.0,1.0,0
0022200656,2023-01-16,boston celtics,charlotte hornets,130,118,0.494,0.456,34,26,47,38,11,5,12.0,-12.0,1
0022200657,2023-01-16,indiana pacers,milwaukee bucks,119,132,0.512,0.527,29,32,37,41,15,13,-13.0,13.0,0
0022200658,2023-01-16,cleveland cavaliers,new orleans pelicans,113,103,0.488,0.507,22,26,43,28,15,17,10.0,-10.0,1
0022200659,2023-01-16,new york knicks,toronto raptors,121,123,0.424,0.396,17,27,54,42,11,6,-2.0,2.0,0
0022200660,2023-01-16,golden state warriors,washington wizards,127,118,0.495,0.488,28,31,43,36,12,14,9.0,-9.0,1
0022200661,2023-01-16,atlanta hawks,miami heat,121,113,0.592,0.483,27,30,28,41,16,14,8.0,-8.0,1
0022200662,2023-01-16,minnesota timberwolves,utah jazz,125,126,0.455,0.536,28,25,41,50,5,18,-1.0,1.0,0
0022200663,2023-01-16,memphis grizzlies,phoenix suns,136,106,0.531,0.438,29,33,51,37,10,15,30.0,-30.0,1
0022200664,2023-01-16,houston rockets,los angeles lakers,132,140,0.49,0.538,28,23,48,39,8,2,-8.0,8.0,0
0022200665,2023-01-17,milwaukee bucks,toronto raptors,130,122,0.535,0.455,24,20,42,50,11,9,8.0,-8.0,1
0022200666,2023-01-17,brooklyn nets,san antonio spurs,98,106,0.42,0.381,22,23,49,54,21,15,-8.0,8.0,0
0022200667,2023-01-17,denver nuggets,portland trail blazers,122,113,0.5,0.458,32,21,42,35,11,13,9.0,-9.0,1
0022200668,2023-01-17,la clippers,philadelphia 76ers,110,120,0.5,0.534,20,25,33,33,18,14,-10.0,10.0,0
0022200669,2023-01-18,new york knicks,washington wizards,105,116,0.417,0.442,14,28,49,52,9,13,-11.0,11.0,0
