TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season,Month,SeasonType
15019,Adelaide 36ers,2,1,1,0.5,48.0,41.5,90.5,0.459,17.5,39.5,0.443,15.5,21.0,0.738,12.0,28.5,40.5,25.0,16.0,8.5,4.5,5.5,20.5,18.5,116.0,-11.5,31,20,3,15,3,9,12,10,2,9,1,31,30,22,11,31,29,14,10,18,23,19,4,32,7,28,2022-23,1,Pre Season
1610612737,Atlanta Hawks,4,2,2,0.5,48.0,40.8,87.3,0.467,11.8,29.8,0.395,19.5,24.8,0.788,8.8,35.8,44.5,23.0,12.8,5.3,3.8,4.3,20.3,24.5,112.8,1.0,14,14,13,15,3,14,20,7,16,29,4,16,18,10,27,14,22,23,1,30,29,7,2,8,17,17,2022-23,1,Pre Season
1610612738,Boston Celtics,4,2,2,0.5,50.5,42.8,90.8,0.471,19.0,49.3,0.386,20.3,24.5,0.827,9.8,40.8,50.5,31.0,18.5,4.3,3.8,5.0,25.3,21.3,124.8,10.3,14,14,13,15,1,3,10,5,1,1,7,11,20,4,21,2,3,1,21,32,29,13,28,23,1,6,2022-23,1,Pre Season
1610612751,Brooklyn Nets,4,2,2,0.5,48.0,36.3,81.0,0.448,9.8,31.5,0.31,19.5,26.5,0.736,8.3,36.0,44.3,23.8,21.0,9.8,5.8,4.0,23.3,22.5,101.8,-7.0,14,14,13,15,3,26,31,14,27,25,22,16,11,23,28,12,24,20,32,12,13,5,19,17,27,24,2022-23,1,Pre Season
1610612766,Charlotte Hornets,5,0,5,0.0,48.0,36.8,92.4,0.398,7.2,31.4,0.229,18.0,26.0,0.692,14.2,33.2,47.4,18.4,16.6,8.6,6.2,5.2,21.0,23.2,98.8,-17.8,3,29,30,29,3,23,5,30,32,26,32,22,13,28,2,24,10,32,12,17,7,16,7,11,31,31,2022-23,1,Pre Season
1610612741,Chicago Bulls,4,3,1,0.75,48.0,46.5,87.8,0.53,11.8,29.5,0.398,19.8,23.5,0.84,9.5,37.3,46.8,30.0,20.0,8.3,5.0,5.5,22.8,22.5,124.5,13.5,14,8,3,8,3,1,18,1,16,30,3,14,27,3,23,8,15,2,29,23,17,19,13,17,2,3,2022-23,1,Pre Season
1610612739,Cleveland Cavaliers,4,1,3,0.25,48.0,37.8,85.5,0.442,12.0,30.8,0.39,18.0,24.3,0.742,9.3,34.8,44.0,22.5,15.5,7.5,6.3,7.0,22.0,20.5,105.5,-4.3,14,20,24,23,3,20,23,18,15,28,5,22,22,20,25,19,25,25,9,27,5,27,10,26,23,21,2022-23,1,Pre Season
1610612742,Dallas Mavericks,3,2,1,0.667,48.0,36.0,82.7,0.435,15.7,45.0,0.348,18.3,23.7,0.775,6.0,32.3,38.3,24.3,17.0,12.0,5.0,3.7,23.0,22.3,106.0,3.7,28,14,3,11,3,27,30,21,4,2,13,20,26,14,32,28,31,16,16,3,17,3,16,19,21,12,2022-23,1,Pre Season
1610612743,Denver Nuggets,5,3,2,0.6,48.0,40.0,84.4,0.474,10.8,30.8,0.351,22.4,29.8,0.752,9.4,32.8,42.2,25.2,17.6,8.2,3.8,5.6,20.8,25.8,113.2,-1.8,3,8,13,12,3,15,26,4,20,27,10,6,5,19,24,25,27,13,17,25,28,21,6,4,14,18,2022-23,1,Pre Season
1610612765,Detroit Pistons,4,0,4,0.0,48.0,34.8,88.3,0.394,13.5,44.8,0.302,18.8,24.0,0.781,11.0,35.5,46.5,22.5,19.5,4.8,5.5,6.3,26.0,19.3,101.8,-14.5,14,29,27,29,3,30,17,32,11,3,23,19,23,12,17,16,17,25,27,31,14,26,29,30,27,29,2022-23,1,Pre Season
1610612744,Golden State Warriors,4,2,2,0.5,48.0,41.5,88.8,0.468,14.0,40.5,0.346,20.0,26.0,0.769,11.5,34.0,45.5,29.0,17.8,9.5,4.0,3.3,26.8,23.0,117.0,8.0,14,14,13,15,3,9,15,6,8,7,15,13,13,15,15,22,19,3,18,14,27,2,30,12,6,9,2022-23,1,Pre Season
1610612745,Houston Rockets,4,3,1,0.75,48.0,43.5,90.5,0.481,15.5,37.0,0.419,18.0,24.5,0.735,14.0,39.0,53.0,25.3,20.3,8.5,4.3,7.0,24.0,21.3,120.5,13.5,14,8,3,8,3,2,12,3,5,13,2,22,20,24,3,3,1,11,31,18,26,27,24,23,3,3,2022-23,1,Pre Season
1610612754,Indiana Pacers,4,2,2,0.5,48.0,42.3,91.5,0.462,10.0,33.5,0.299,20.3,25.3,0.802,10.8,36.0,46.8,27.0,16.0,6.8,8.0,4.8,24.5,23.0,114.8,2.3,14,14,13,15,3,4,7,8,25,21,24,11,16,8,19,12,15,7,10,28,1,12,25,12,10,14,2022-23,1,Pre Season
