TEAM_NAME,Season,Month,TEAM_ID_base,GP_base,W_base,L_base,W_PCT_base,MIN_base,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK_base,W_RANK_base,L_RANK_base,W_PCT_RANK_base,MIN_RANK_base,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SeasonType_base,TEAM_ID_adv,GP_adv,W_adv,L_adv,W_PCT_adv,MIN_adv,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_adv,W_RANK_adv,L_RANK_adv,W_PCT_RANK_adv,MIN_RANK_adv,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonType_adv
houston rockets,2022-23,1,1610612745.0,4.0,3.0,1.0,0.75,48.0,43.5,90.5,0.481,15.5,37.0,0.419,18.0,24.5,0.735,14.0,39.0,53.0,25.3,20.3,8.5,4.3,7.0,24.0,21.3,120.5,13.5,14.0,8.0,3.0,8.0,3.0,2.0,12.0,3.0,5.0,13.0,2.0,22.0,20.0,24.0,3.0,3.0,1.0,11.0,31.0,18.0,26.0,27.0,24.0,23.0,3.0,3.0,Pre Season,1610612745.0,4.0,3.0,1.0,0.75,192.0,112.1,114.5,101.3,102.9,10.8,11.6,0.58,1.25,17.0,0.371,0.705,0.552,0.192,0.566,0.595,106.6,104.63,87.19,421.0,0.57,14.0,8.0,3.0,8.0,15.0,4.0,10.0,4.0,28.0,24.0,18.0,1.0,23.0,1.0,31.0,4.0,4.0,11.0,4.0,Pre Season
indiana pacers,2022-23,1,1610612754.0,4.0,2.0,2.0,0.5,48.0,42.3,91.5,0.462,10.0,33.5,0.299,20.3,25.3,0.802,10.8,36.0,46.8,27.0,16.0,6.8,8.0,4.8,24.5,23.0,114.8,2.3,14.0,14.0,13.0,15.0,3.0,4.0,7.0,8.0,25.0,21.0,24.0,11.0,16.0,8.0,19.0,12.0,15.0,7.0,10.0,28.0,1.0,12.0,25.0,12.0,10.0,14.0,Pre Season,1610612754.0,4.0,2.0,2.0,0.5,192.0,106.4,109.5,103.2,107.1,3.2,2.4,0.639,1.69,18.4,0.295,0.676,0.499,0.153,0.516,0.559,108.4,104.88,87.4,419.0,0.541,14.0,14.0,13.0,15.0,15.0,12.0,19.0,14.0,15.0,6.0,8.0,13.0,27.0,17.0,8.0,13.0,14.0,10.0,10.0,Pre Season
la clippers,2022-23,1,1610612746.0,3.0,1.0,2.0,0.333,48.0,37.0,83.3,0.444,14.0,36.3,0.385,23.3,28.3,0.824,6.7,35.7,42.3,25.3,18.0,10.3,7.3,6.0,21.7,20.7,111.3,-2.7,28.0,20.0,13.0,21.0,3.0,22.0,29.0,16.0,8.0,14.0,8.0,4.0,8.0,5.0,30.0,15.0,26.0,10.0,19.0,10.0,2.0,22.0,9.0,25.0,18.0,20.0,Pre Season,1610612746.0,3.0,1.0,2.0,0.333,144.0,103.9,104.4,105.3,106.9,-1.3,-2.5,0.685,1.41,18.0,0.186,0.775,0.477,0.169,0.528,0.581,107.7,106.67,88.89,320.0,0.483,28.0,20.0,13.0,21.0,28.0,20.0,18.0,20.0,5.0,19.0,11.0,31.0,2.0,25.0,17.0,11.0,7.0,5.0,21.0,Pre Season
los angeles lakers,2022-23,1,1610612747.0,6.0,1.0,5.0,0.167,48.0,33.8,85.0,0.398,11.0,38.5,0.286,23.3,32.0,0.729,7.8,38.3,46.2,22.3,19.7,6.7,6.2,4.5,23.7,26.5,102.0,-16.3,1.0,20.0,30.0,28.0,3.0,31.0,25.0,31.0,19.0,10.0,28.0,4.0,4.0,26.0,29.0,4.0,18.0,27.0,28.0,29.0,8.0,9.0,22.0,3.0,26.0,30.0,Pre Season,1610612747.0,6.0,1.0,5.0,0.167,288.0,92.0,93.9,106.7,109.1,-14.8,-15.2,0.66,1.14,15.7,0.21,0.714,0.468,0.181,0.463,0.515,110.9,108.58,90.49,652.0,0.417,1.0,20.0,30.0,28.0,1.0,31.0,23.0,30.0,8.0,28.0,29.0,29.0,20.0,28.0,24.0,30.0,28.0,1.0,28.0,Pre Season
memphis grizzlies,2022-23,1,1610612763.0,5.0,3.0,2.0,0.6,48.0,38.2,85.4,0.447,9.2,33.0,0.279,25.4,34.6,0.734,12.2,34.6,46.8,23.6,18.8,12.0,4.8,4.6,19.0,27.0,111.0,5.0,3.0,8.0,13.0,12.0,3.0,18.0,24.0,15.0,28.0,22.0,29.0,2.0,2.0,25.0,9.0,20.0,14.0,21.0,23.0,3.0,20.0,10.0,1.0,2.0,19.0,10.0,Pre Season,1610612763.0,5.0,3.0,2.0,0.6,240.0,103.5,105.5,98.7,100.8,4.8,4.8,0.618,1.26,16.4,0.294,0.706,0.503,0.179,0.501,0.552,107.3,105.2,87.67,526.0,0.545,3.0,8.0,13.0,12.0,4.0,17.0,6.0,10.0,22.0,23.0,23.0,14.0,22.0,15.0,23.0,22.0,18.0,8.0,8.0,Pre Season
miami heat,2022-23,1,1610612748.0,5.0,4.0,1.0,0.8,48.0,39.6,91.8,0.431,15.0,43.0,0.349,19.6,24.6,0.797,12.2,32.6,44.8,28.0,15.4,10.8,4.8,4.2,23.8,22.8,113.8,9.4,3.0,2.0,3.0,4.0,3.0,16.0,6.0,22.0,6.0,4.0,12.0,15.0,19.0,9.0,9.0,26.0,21.0,5.0,8.0,5.0,20.0,6.0,23.0,14.0,12.0,8.0,Pre Season,1610612748.0,5.0,4.0,1.0,0.8,240.0,107.5,110.3,99.5,101.0,8.0,9.3,0.707,1.82,19.0,0.304,0.72,0.501,0.149,0.513,0.554,105.4,103.3,86.08,516.0,0.548,3.0,2.0,3.0,4.0,4.0,9.0,7.0,8.0,2.0,2.0,4.0,10.0,16.0,16.0,7.0,16.0,16.0,20.0,7.0,Pre Season
milwaukee bucks,2022-23,1,1610612749.0,5.0,0.0,5.0,0.0,48.0,36.4,86.2,0.422,14.2,40.6,0.35,18.0,23.8,0.756,12.0,32.4,44.4,22.0,19.4,8.4,3.0,3.8,23.4,18.8,105.0,-11.4,3.0,29.0,30.0,29.0,3.0,25.0,21.0,25.0,7.0,6.0,11.0,22.0,24.0,17.0,11.0,27.0,23.0,28.0,26.0,21.0,31.0,4.0,20.0,31.0,24.0,27.0,Pre Season,1610612749.0,5.0,0.0,5.0,0.0,240.0,100.9,103.1,114.2,114.3,-13.3,-11.2,0.604,1.13,15.7,0.316,0.764,0.523,0.191,0.505,0.543,103.0,101.8,84.83,509.0,0.408,3.0,29.0,30.0,29.0,4.0,23.0,30.0,28.0,24.0,29.0,28.0,8.0,5.0,5.0,28.0,20.0,21.0,27.0,29.0,Pre Season
minnesota timberwolves,2022-23,1,1610612750.0,5.0,4.0,1.0,0.8,48.0,41.4,89.8,0.461,11.4,34.8,0.328,20.6,27.8,0.741,6.6,41.0,47.6,27.2,15.0,10.6,4.4,5.2,22.6,22.8,114.8,4.4,3.0,2.0,3.0,4.0,3.0,11.0,14.0,9.0,18.0,20.0,17.0,10.0,10.0,21.0,31.0,1.0,9.0,6.0,5.0,6.0,25.0,16.0,12.0,14.0,8.0,11.0,Pre Season,1610612750.0,5.0,4.0,1.0,0.8,240.0,104.0,105.9,99.7,101.7,4.2,4.2,0.657,1.81,18.7,0.19,0.768,0.489,0.138,0.524,0.563,110.6,108.5,90.42,542.0,0.534,3.0,2.0,3.0,4.0,4.0,16.0,8.0,11.0,10.0,3.0,7.0,30.0,3.0,21.0,5.0,12.0,12.0,2.0,12.0,Pre Season
new orleans pelicans,2022-23,1,1610612740.0,5.0,4.0,1.0,0.8,48.0,41.0,90.6,0.453,10.2,32.2,0.317,21.8,28.8,0.757,11.4,37.4,48.8,27.0,16.8,9.6,5.8,6.0,24.8,25.0,114.0,3.2,3.0,2.0,3.0,4.0,3.0,13.0,11.0,12.0,24.0,24.0,20.0,9.0,7.0,16.0,16.0,6.0,7.0,7.0,15.0,13.0,11.0,22.0,27.0,6.0,11.0,13.0,Pre Season,1610612740.0,5.0,4.0,1.0,0.8,240.0,104.9,106.1,100.5,103.4,4.4,2.8,0.659,1.61,18.2,0.274,0.741,0.508,0.156,0.509,0.552,109.5,107.3,89.42,537.0,0.528,3.0,2.0,3.0,4.0,4.0,15.0,12.0,13.0,9.0,11.0,9.0,20.0,9.0,13.0,12.0,18.0,17.0,3.0,13.0,Pre Season
new york knicks,2022-23,1,1610612752.0,4.0,3.0,1.0,0.75,48.0,41.8,95.8,0.436,12.5,38.3,0.327,17.3,21.0,0.821,12.8,37.3,50.0,25.3,13.5,8.5,6.3,8.3,20.3,22.0,113.3,11.3,14.0,8.0,3.0,8.0,3.0,8.0,3.0,20.0,14.0,11.0,18.0,28.0,30.0,6.0,6.0,8.0,4.0,11.0,2.0,18.0,5.0,32.0,2.0,20.0,13.0,5.0,Pre Season,1610612752.0,4.0,3.0,1.0,0.75,192.0,107.1,110.8,96.5,99.5,10.6,11.2,0.605,1.87,17.4,0.314,0.741,0.522,0.132,0.501,0.539,105.7,102.38,85.31,409.0,0.558,14.0,8.0,3.0,8.0,15.0,8.0,4.0,5.0,23.0,1.0,15.0,9.0,10.0,7.0,2.0,21.0,23.0,25.0,5.0,Pre Season
oklahoma city thunder,2022-23,1,1610612760.0,6.0,5.0,1.0,0.833,48.0,41.8,83.8,0.499,13.8,36.2,0.382,21.8,28.0,0.78,11.8,37.3,49.2,26.7,18.0,8.8,5.3,5.0,20.7,21.8,119.3,18.5,1.0,1.0,3.0,3.0,3.0,7.0,28.0,2.0,10.0,16.0,9.0,8.0,9.0,13.0,13.0,7.0,6.0,9.0,19.0,16.0,15.0,13.0,5.0,22.0,4.0,2.0,Pre Season,1610612760.0,6.0,5.0,1.0,0.833,288.0,116.6,118.0,99.0,99.8,17.6,18.1,0.637,1.48,18.8,0.316,0.747,0.552,0.178,0.582,0.621,102.1,101.08,84.24,607.0,0.602,1.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,16.0,14.0,5.0,7.0,8.0,2.0,22.0,2.0,2.0,29.0,2.0,Pre Season
orlando magic,2022-23,1,1610612753.0,5.0,4.0,1.0,0.8,48.0,37.8,85.6,0.442,12.6,40.0,0.315,18.2,22.6,0.805,10.8,36.2,47.0,23.8,19.2,10.4,6.0,4.6,23.2,22.0,106.4,1.2,3.0,2.0,3.0,4.0,3.0,19.0,22.0,17.0,13.0,8.0,21.0,21.0,29.0,7.0,18.0,11.0,12.0,18.0,24.0,9.0,9.0,10.0,18.0,20.0,20.0,16.0,Pre Season,1610612753.0,5.0,4.0,1.0,0.8,240.0,102.4,103.7,100.7,102.5,1.6,1.2,0.63,1.24,17.1,0.266,0.785,0.522,0.187,0.515,0.557,104.2,102.6,85.5,513.0,0.512,3.0,2.0,3.0,4.0,4.0,22.0,9.0,16.0,18.0,25.0,17.0,23.0,1.0,6.0,27.0,15.0,15.0,24.0,15.0,Pre Season
philadelphia 76ers,2022-23,1,1610612755.0,4.0,4.0,0.0,1.0,48.0,41.3,96.0,0.43,13.0,37.5,0.347,17.5,20.3,0.864,13.0,34.3,47.3,23.0,13.8,13.0,5.0,7.5,22.3,19.8,113.0,10.3,14.0,2.0,1.0,1.0,3.0,12.0,2.0,23.0,12.0,12.0,14.0,27.0,32.0,1.0,5.0,21.0,11.0,23.0,3.0,1.0,17.0,30.0,11.0,28.0,15.0,6.0,Pre Season,1610612755.0,4.0,4.0,0.0,1.0,192.0,106.9,108.9,97.3,99.3,9.7,9.6,0.558,1.67,16.1,0.3,0.735,0.504,0.133,0.497,0.539,105.6,103.63,86.35,415.0,0.544,14.0,2.0,1.0,1.0,15.0,13.0,3.0,7.0,30.0,9.0,25.0,11.0,11.0,14.0,3.0,23.0,24.0,18.0,9.0,Pre Season
phoenix suns,2022-23,1,1610612756.0,4.0,1.0,3.0,0.25,48.0,38.8,91.0,0.426,10.3,35.3,0.291,25.3,29.8,0.849,12.3,33.3,45.5,24.3,16.8,10.5,5.3,4.3,24.8,24.8,113.0,-2.3,14.0,20.0,24.0,23.0,3.0,17.0,9.0,24.0,23.0,18.0,27.0,3.0,6.0,2.0,8.0,23.0,19.0,17.0,13.0,7.0,16.0,7.0,26.0,7.0,15.0,19.0,Pre Season,1610612756.0,4.0,1.0,3.0,0.25,192.0,104.1,108.1,106.0,110.0,-2.0,-1.9,0.626,1.45,16.7,0.33,0.721,0.519,0.16,0.482,0.543,108.6,104.63,87.19,418.0,0.5,14.0,20.0,24.0,23.0,15.0,14.0,25.0,19.0,20.0,16.0,21.0,3.0,14.0,9.0,15.0,24.0,22.0,11.0,18.0,Pre Season
portland trail blazers,2022-23,1,1610612757.0,5.0,1.0,4.0,0.2,48.0,34.8,76.2,0.457,9.0,26.2,0.344,27.0,35.8,0.754,9.0,30.2,39.2,20.8,19.2,8.4,7.0,5.0,23.0,29.6,105.6,-6.8,3.0,20.0,27.0,26.0,3.0,29.0,32.0,11.0,29.0,31.0,16.0,1.0,1.0,18.0,26.0,30.0,30.0,30.0,24.0,21.0,3.0,13.0,16.0,1.0,22.0,23.0,Pre Season,1610612757.0,5.0,1.0,4.0,0.2,240.0,103.4,105.0,108.9,111.7,-5.6,-6.8,0.598,1.08,15.5,0.277,0.656,0.478,0.191,0.516,0.574,102.7,100.6,83.83,503.0,0.488,3.0,20.0,27.0,26.0,4.0,18.0,28.0,24.0,26.0,32.0,30.0,19.0,30.0,23.0,29.0,14.0,10.0,30.0,19.0,Pre Season
sacramento kings,2022-23,1,1610612758.0,4.0,4.0,0.0,1.0,48.0,42.3,93.5,0.452,16.0,41.0,0.39,16.8,25.0,0.67,12.5,36.3,48.8,28.3,16.8,12.8,4.5,6.0,28.3,22.8,117.3,27.5,14.0,2.0,1.0,1.0,3.0,4.0,4.0,13.0,3.0,5.0,5.0,29.0,17.0,30.0,7.0,10.0,8.0,4.0,13.0,2.0,23.0,22.0,32.0,16.0,5.0,1.0,Pre Season,1610612758.0,4.0,4.0,0.0,1.0,192.0,107.8,111.9,83.7,85.9,24.1,26.0,0.669,1.69,18.7,0.338,0.766,0.547,0.16,0.537,0.561,108.0,104.63,87.19,419.0,0.646,14.0,2.0,1.0,1.0,15.0,7.0,1.0,1.0,7.0,7.0,6.0,2.0,4.0,3.0,14.0,8.0,13.0,11.0,1.0,Pre Season
san antonio spurs,2022-23,1,1610612759.0,5.0,1.0,4.0,0.2,48.0,36.8,87.6,0.42,10.6,35.8,0.296,18.8,26.4,0.712,11.6,35.4,47.0,23.8,18.6,7.8,5.8,6.2,22.8,25.4,103.0,-10.8,3.0,20.0,27.0,26.0,3.0,23.0,19.0,26.0,21.0,17.0,26.0,18.0,12.0,27.0,14.0,17.0,12.0,18.0,22.0,26.0,11.0,25.0,15.0,5.0,25.0,26.0,Pre Season,1610612759.0,5.0,1.0,4.0,0.2,240.0,97.0,97.7,106.2,108.0,-9.2,-10.2,0.647,1.28,16.7,0.253,0.721,0.483,0.176,0.481,0.519,106.7,105.4,87.83,527.0,0.444,3.0,20.0,27.0,26.0,4.0,26.0,21.0,26.0,13.0,22.0,20.0,25.0,15.0,22.0,21.0,25.0,25.0,6.0,26.0,Pre Season
toronto raptors,2022-23,1,1610612761.0,5.0,3.0,2.0,0.6,50.0,42.2,96.6,0.437,8.0,32.8,0.244,22.4,32.4,0.691,15.2,37.6,52.8,19.2,15.0,10.0,6.0,3.2,23.6,23.8,114.8,1.6,3.0,8.0,13.0,12.0,2.0,6.0,1.0,19.0,30.0,23.0,31.0,6.0,3.0,29.0,1.0,5.0,2.0,31.0,5.0,11.0,9.0,1.0,21.0,10.0,8.0,15.0,Pre Season,1610612761.0,5.0,3.0,2.0,0.6,250.0,103.7,104.9,101.6,103.1,2.1,1.8,0.455,1.28,13.0,0.316,0.718,0.511,0.137,0.478,0.518,106.6,105.22,87.68,547.0,0.501,3.0,8.0,13.0,12.0,3.0,19.0,11.0,15.0,32.0,21.0,32.0,6.0,18.0,12.0,4.0,26.0,26.0,7.0,17.0,Pre Season
utah jazz,2022-23,1,1610612762.0,4.0,1.0,3.0,0.25,48.0,37.8,91.5,0.413,10.5,35.3,0.298,15.3,23.8,0.642,14.0,35.3,49.3,23.5,20.0,8.3,4.8,7.5,22.8,24.3,101.3,-9.0,14.0,20.0,24.0,23.0,3.0,20.0,7.0,27.0,22.0,18.0,25.0,32.0,25.0,31.0,3.0,18.0,5.0,22.0,29.0,23.0,22.0,30.0,13.0,9.0,29.0,25.0,Pre Season,1610612762.0,4.0,1.0,3.0,0.25,192.0,93.8,96.7,104.0,104.8,-10.3,-8.1,0.623,1.18,16.1,0.32,0.753,0.52,0.191,0.47,0.497,107.0,105.0,87.5,419.0,0.445,14.0,20.0,24.0,23.0,15.0,29.0,15.0,25.0,21.0,26.0,24.0,4.0,7.0,8.0,30.0,28.0,30.0,9.0,25.0,Pre Season
