GAME_ID,DATE,Team1,Team2,Team1_PTS,Team2_PTS,Team1_FG_PCT,Team2_FG_PCT,Team1_AST,Team2_AST,Team1_REB,Team2_REB,Team1_TOV,Team2_TOV,Team1_PLUS_MINUS,Team2_PLUS_MINUS,Team1Home,Team1Win,Month,Season,Team1_W_PCT,Team1_PIE,Team1_eFG%,Team1_TOV%,Team1_ORB%,Team1_FTR,Team2_W_PCT,Team2_PIE,Team2_eFG%,Team2_TOV%,Team2_ORB%,Team2_FTR,SeasonKey
21900001,2019-10-22,new orleans pelicans,toronto raptors,122,130,0.422,0.408,30,23,53,57,19,16,-8.0,8.0,0,0,10,2019-20,1.0,0.658,0.565,0.138,0.22,0.775,0.667,0.516,0.525,0.203,0.259,0.756,2019_20
21900002,2019-10-22,la clippers,los angeles lakers,112,102,0.519,0.435,24,20,45,41,14,14,10.0,-10.0,1,1,10,2019-20,0.667,0.522,0.51,0.14,0.239,0.7,0.667,0.537,0.576,0.154,0.275,0.742,2019_20
21900003,2019-10-23,charlotte hornets,chicago bulls,126,125,0.511,0.467,28,25,41,49,19,10,1.0,-1.0,1,1,10,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.4,0.469,0.514,0.137,0.282,0.723,2019_20
21900004,2019-10-23,detroit pistons,indiana pacers,119,110,0.526,0.461,26,26,45,36,18,15,9.0,-9.0,0,1,10,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.667,0.489,0.507,0.143,0.237,0.831,2019_20
21900005,2019-10-23,cleveland cavaliers,orlando magic,85,94,0.375,0.43,20,24,54,46,16,13,-9.0,9.0,0,0,10,2019-20,0.4,0.488,0.55,0.155,0.275,0.72,0.333,0.459,0.458,0.115,0.316,0.805,2019_20
21900006,2019-10-23,brooklyn nets,minnesota timberwolves,126,127,0.475,0.426,19,23,48,52,16,13,-1.0,1.0,1,0,10,2019-20,0.333,0.451,0.481,0.143,0.216,0.671,0.333,0.454,0.529,0.145,0.253,0.724,2019_20
21900007,2019-10-23,memphis grizzlies,miami heat,101,120,0.427,0.471,22,18,40,51,24,21,-19.0,19.0,0,0,10,2019-20,0.333,0.483,0.494,0.176,0.265,0.737,0.333,0.481,0.519,0.171,0.168,0.802,2019_20
21900008,2019-10-23,boston celtics,philadelphia 76ers,93,107,0.367,0.435,18,24,41,62,10,15,-14.0,14.0,0,0,10,2019-20,0.333,0.453,0.525,0.17,0.212,0.625,0.333,0.507,0.453,0.142,0.27,0.69,2019_20
21900009,2019-10-23,dallas mavericks,washington wizards,108,100,0.461,0.398,17,26,46,47,19,17,8.0,-8.0,1,1,10,2019-20,0.667,0.49,0.528,0.123,0.215,0.7,0.0,0.428,0.442,0.137,0.298,0.663,2019_20
21900010,2019-10-23,new york knicks,san antonio spurs,111,120,0.468,0.506,24,22,39,51,14,21,-9.0,9.0,0,0,10,2019-20,0.5,0.513,0.53,0.142,0.304,0.731,0.333,0.483,0.515,0.184,0.27,0.838,2019_20
21900011,2019-10-23,oklahoma city thunder,utah jazz,95,100,0.386,0.444,15,15,48,49,13,11,-5.0,5.0,0,0,10,2019-20,1.0,0.561,0.55,0.158,0.262,0.675,0.667,0.471,0.543,0.187,0.174,0.746,2019_20
21900012,2019-10-23,phoenix suns,sacramento kings,124,95,0.5,0.391,31,17,44,47,14,26,29.0,-29.0,1,1,10,2019-20,0.667,0.537,0.506,0.167,0.255,0.838,0.333,0.481,0.516,0.137,0.172,0.852,2019_20
21900013,2019-10-23,denver nuggets,portland trail blazers,108,100,0.42,0.414,24,13,45,48,19,20,8.0,-8.0,0,1,10,2019-20,0.333,0.49,0.529,0.223,0.308,0.713,0.0,0.465,0.5,0.161,0.268,0.711,2019_20
21900014,2019-10-24,atlanta hawks,detroit pistons,117,100,0.512,0.412,27,20,42,39,13,13,17.0,-17.0,0,1,10,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.0,0.421,0.516,0.14,0.273,0.676,2019_20
21900015,2019-10-24,houston rockets,milwaukee bucks,111,117,0.367,0.465,25,31,57,53,14,11,-6.0,6.0,1,0,10,2019-20,0.667,0.52,0.539,0.183,0.217,0.873,0.667,0.528,0.537,0.176,0.25,0.784,2019_20
21900016,2019-10-24,golden state warriors,la clippers,122,141,0.394,0.625,27,33,42,39,13,17,-19.0,19.0,1,0,10,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,0.667,0.522,0.51,0.14,0.239,0.7,2019_20
21900017,2019-10-25,boston celtics,toronto raptors,112,106,0.385,0.474,21,22,56,46,9,23,6.0,-6.0,1,1,10,2019-20,0.333,0.453,0.525,0.17,0.212,0.625,0.667,0.516,0.525,0.203,0.259,0.756,2019_20
21900018,2019-10-25,charlotte hornets,minnesota timberwolves,99,121,0.44,0.473,26,30,42,52,19,15,-22.0,22.0,1,0,10,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.333,0.454,0.529,0.145,0.253,0.724,2019_20
21900019,2019-10-25,brooklyn nets,new york knicks,113,109,0.474,0.469,21,17,46,39,26,26,4.0,-4.0,1,1,10,2019-20,0.333,0.451,0.481,0.143,0.216,0.671,0.5,0.513,0.53,0.142,0.304,0.731,2019_20
21900020,2019-10-25,chicago bulls,memphis grizzlies,110,102,0.43,0.415,18,24,45,56,13,18,8.0,-8.0,0,1,10,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.333,0.483,0.494,0.176,0.265,0.737,2019_20
21900021,2019-10-25,dallas mavericks,new orleans pelicans,123,116,0.484,0.459,23,30,49,48,11,14,7.0,-7.0,0,1,10,2019-20,0.667,0.49,0.528,0.123,0.215,0.7,1.0,0.658,0.565,0.138,0.22,0.775,2019_20
21900022,2019-10-25,oklahoma city thunder,washington wizards,85,97,0.398,0.402,14,21,49,47,18,15,-12.0,12.0,1,0,10,2019-20,1.0,0.561,0.55,0.158,0.262,0.675,0.0,0.428,0.442,0.137,0.298,0.663,2019_20
21900023,2019-10-25,denver nuggets,phoenix suns,108,107,0.391,0.395,21,25,45,54,14,17,1.0,-1.0,1,1,10,2019-20,0.333,0.49,0.529,0.223,0.308,0.713,0.667,0.537,0.506,0.167,0.255,0.838,2019_20
21900024,2019-10-25,portland trail blazers,sacramento kings,122,112,0.541,0.425,23,17,40,43,16,17,10.0,-10.0,0,1,10,2019-20,0.0,0.465,0.5,0.161,0.268,0.711,0.333,0.481,0.516,0.137,0.172,0.852,2019_20
21900025,2019-10-25,los angeles lakers,utah jazz,95,86,0.395,0.414,19,19,42,40,14,22,9.0,-9.0,1,1,10,2019-20,0.667,0.537,0.576,0.154,0.275,0.742,0.667,0.471,0.543,0.187,0.174,0.746,2019_20
21900026,2019-10-26,miami heat,milwaukee bucks,131,126,0.455,0.436,33,22,54,47,16,18,5.0,-5.0,0,1,10,2019-20,0.333,0.481,0.519,0.171,0.168,0.802,0.667,0.528,0.537,0.176,0.25,0.784,2019_20
21900027,2019-10-26,detroit pistons,philadelphia 76ers,111,117,0.539,0.483,20,30,35,38,23,22,-6.0,6.0,1,0,10,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.333,0.507,0.453,0.142,0.27,0.69,2019_20
21900028,2019-10-26,atlanta hawks,orlando magic,103,99,0.512,0.354,22,15,52,46,18,10,4.0,-4.0,1,1,10,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.333,0.459,0.458,0.115,0.316,0.805,2019_20
21900029,2019-10-26,boston celtics,new york knicks,118,95,0.452,0.378,24,15,46,55,12,23,23.0,-23.0,0,1,10,2019-20,0.333,0.453,0.525,0.17,0.212,0.625,0.5,0.513,0.53,0.142,0.304,0.731,2019_20
21900030,2019-10-26,cleveland cavaliers,indiana pacers,110,99,0.5,0.448,23,23,44,36,18,17,11.0,-11.0,1,1,10,2019-20,0.4,0.488,0.55,0.155,0.275,0.72,0.667,0.489,0.507,0.143,0.237,0.831,2019_20
21900031,2019-10-26,chicago bulls,toronto raptors,84,108,0.299,0.463,18,27,45,59,15,22,-24.0,24.0,1,0,10,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.667,0.516,0.525,0.203,0.259,0.756,2019_20
21900032,2019-10-26,houston rockets,new orleans pelicans,126,123,0.457,0.46,27,27,45,42,19,17,3.0,-3.0,1,1,10,2019-20,0.667,0.52,0.539,0.183,0.217,0.873,1.0,0.658,0.565,0.138,0.22,0.775,2019_20
21900033,2019-10-26,san antonio spurs,washington wizards,124,122,0.463,0.495,29,30,53,41,9,12,2.0,-2.0,1,1,10,2019-20,0.333,0.483,0.515,0.184,0.27,0.838,0.0,0.428,0.442,0.137,0.298,0.663,2019_20
21900034,2019-10-26,sacramento kings,utah jazz,81,113,0.37,0.564,16,28,31,43,17,21,-32.0,32.0,0,0,10,2019-20,0.333,0.481,0.516,0.137,0.172,0.852,0.667,0.471,0.543,0.187,0.174,0.746,2019_20
21900035,2019-10-26,la clippers,phoenix suns,122,130,0.46,0.5,20,32,41,49,12,16,-8.0,8.0,0,0,10,2019-20,0.667,0.522,0.51,0.14,0.239,0.7,0.667,0.537,0.506,0.167,0.255,0.838,2019_20
21900036,2019-10-27,golden state warriors,oklahoma city thunder,92,120,0.326,0.564,17,24,39,50,14,23,-28.0,28.0,0,0,10,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,1.0,0.561,0.55,0.158,0.262,0.675,2019_20
21900037,2019-10-27,brooklyn nets,memphis grizzlies,133,134,0.436,0.485,28,33,53,49,17,12,-1.0,1.0,0,0,10,2019-20,0.333,0.451,0.481,0.143,0.216,0.671,0.333,0.483,0.494,0.176,0.265,0.737,2019_20
21900038,2019-10-27,dallas mavericks,portland trail blazers,119,121,0.394,0.517,27,13,46,48,11,16,-2.0,2.0,1,0,10,2019-20,0.667,0.49,0.528,0.123,0.215,0.7,0.0,0.465,0.5,0.161,0.268,0.711,2019_20
21900039,2019-10-27,miami heat,minnesota timberwolves,109,116,0.494,0.429,25,24,41,46,21,16,-7.0,7.0,0,0,10,2019-20,0.333,0.481,0.519,0.171,0.168,0.802,0.333,0.454,0.529,0.145,0.253,0.724,2019_20
21900040,2019-10-27,charlotte hornets,los angeles lakers,101,120,0.385,0.527,19,30,45,47,14,13,-19.0,19.0,0,0,10,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.667,0.537,0.576,0.154,0.275,0.742,2019_20
21900041,2019-10-28,detroit pistons,indiana pacers,96,94,0.457,0.415,21,24,48,45,20,7,2.0,-2.0,1,1,10,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.667,0.489,0.507,0.143,0.237,0.831,2019_20
21900042,2019-10-28,chicago bulls,new york knicks,98,105,0.424,0.418,19,19,38,63,9,17,-7.0,7.0,0,0,10,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.5,0.513,0.53,0.142,0.304,0.731,2019_20
21900043,2019-10-28,atlanta hawks,philadelphia 76ers,103,105,0.429,0.42,23,22,45,49,21,21,2.0,-2.0,1,0,10,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.333,0.507,0.453,0.142,0.27,0.69,2019_20
21900044,2019-10-28,orlando magic,toronto raptors,95,104,0.382,0.388,22,19,47,52,16,16,-9.0,9.0,0,0,10,2019-20,0.333,0.459,0.458,0.115,0.316,0.805,0.667,0.516,0.525,0.203,0.259,0.756,2019_20
21900045,2019-10-28,houston rockets,oklahoma city thunder,116,112,0.433,0.436,21,22,40,52,14,13,4.0,-4.0,1,1,10,2019-20,0.667,0.52,0.539,0.183,0.217,0.873,1.0,0.561,0.55,0.158,0.262,0.675,2019_20
21900046,2019-10-28,cleveland cavaliers,milwaukee bucks,112,129,0.45,0.522,19,29,48,50,11,12,-17.0,17.0,0,0,10,2019-20,0.4,0.488,0.55,0.155,0.275,0.72,0.667,0.528,0.537,0.176,0.25,0.784,2019_20
21900047,2019-10-28,golden state warriors,new orleans pelicans,134,123,0.49,0.466,37,36,61,41,18,15,11.0,-11.0,0,1,10,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,1.0,0.658,0.565,0.138,0.22,0.775,2019_20
21900048,2019-10-28,portland trail blazers,san antonio spurs,110,113,0.39,0.482,19,25,49,50,10,18,-3.0,3.0,0,0,10,2019-20,0.0,0.465,0.5,0.161,0.268,0.711,0.333,0.483,0.515,0.184,0.27,0.838,2019_20
21900049,2019-10-28,phoenix suns,utah jazz,95,96,0.413,0.38,23,19,40,49,16,23,-1.0,1.0,1,0,10,2019-20,0.667,0.537,0.506,0.167,0.255,0.838,0.667,0.471,0.543,0.187,0.174,0.746,2019_20
21900050,2019-10-28,denver nuggets,sacramento kings,101,94,0.367,0.396,19,25,54,48,10,12,7.0,-7.0,0,1,10,2019-20,0.333,0.49,0.529,0.223,0.308,0.713,0.333,0.481,0.516,0.137,0.172,0.852,2019_20
21900051,2019-10-28,charlotte hornets,la clippers,96,111,0.434,0.482,24,23,38,44,21,21,-15.0,15.0,0,0,10,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.667,0.522,0.51,0.14,0.239,0.7,2019_20
21900052,2019-10-29,atlanta hawks,miami heat,97,112,0.422,0.452,28,19,33,49,20,26,-15.0,15.0,0,0,10,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.333,0.481,0.519,0.171,0.168,0.802,2019_20
21900053,2019-10-29,dallas mavericks,denver nuggets,109,106,0.488,0.473,29,24,42,50,8,10,3.0,-3.0,0,1,10,2019-20,0.667,0.49,0.528,0.123,0.215,0.7,0.333,0.49,0.529,0.223,0.308,0.713,2019_20
21900054,2019-10-29,los angeles lakers,memphis grizzlies,120,91,0.465,0.326,25,20,54,46,18,21,29.0,-29.0,1,1,10,2019-20,0.667,0.537,0.576,0.154,0.275,0.742,0.333,0.483,0.494,0.176,0.265,0.737,2019_20
21900055,2019-10-30,chicago bulls,cleveland cavaliers,111,117,0.433,0.526,25,25,32,47,6,17,-6.0,6.0,0,0,10,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.4,0.488,0.55,0.155,0.275,0.72,2019_20
21900056,2019-10-30,new york knicks,orlando magic,83,95,0.378,0.42,19,24,44,52,11,7,-12.0,12.0,0,0,10,2019-20,0.5,0.513,0.53,0.142,0.304,0.731,0.333,0.459,0.458,0.115,0.316,0.805,2019_20
21900057,2019-10-30,minnesota timberwolves,philadelphia 76ers,95,117,0.395,0.467,12,24,34,56,21,22,-22.0,22.0,0,0,10,2019-20,0.333,0.454,0.529,0.145,0.253,0.724,0.333,0.507,0.453,0.142,0.27,0.69,2019_20
21900058,2019-10-30,boston celtics,milwaukee bucks,116,105,0.446,0.463,25,21,45,45,9,15,11.0,-11.0,1,1,10,2019-20,0.333,0.453,0.525,0.17,0.212,0.625,0.667,0.528,0.537,0.176,0.25,0.784,2019_20
21900059,2019-10-30,brooklyn nets,indiana pacers,108,118,0.441,0.469,21,25,54,41,19,9,-10.0,10.0,1,0,10,2019-20,0.333,0.451,0.481,0.143,0.216,0.671,0.667,0.489,0.507,0.143,0.237,0.831,2019_20
21900060,2019-10-30,detroit pistons,toronto raptors,113,125,0.466,0.593,30,30,42,34,20,14,-12.0,12.0,0,0,10,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.667,0.516,0.525,0.203,0.259,0.756,2019_20
21900061,2019-10-30,houston rockets,washington wizards,159,158,0.534,0.626,34,31,44,40,13,19,1.0,-1.0,0,1,10,2019-20,0.667,0.52,0.539,0.183,0.217,0.873,0.0,0.428,0.442,0.137,0.298,0.663,2019_20
21900062,2019-10-30,oklahoma city thunder,portland trail blazers,99,102,0.393,0.395,15,19,55,49,18,17,-3.0,3.0,1,0,10,2019-20,1.0,0.561,0.55,0.158,0.262,0.675,0.0,0.465,0.5,0.161,0.268,0.711,2019_20
21900063,2019-10-30,la clippers,utah jazz,96,110,0.476,0.55,19,23,36,36,19,14,-14.0,14.0,0,0,10,2019-20,0.667,0.522,0.51,0.14,0.239,0.7,0.667,0.471,0.543,0.187,0.174,0.746,2019_20
21900064,2019-10-30,charlotte hornets,sacramento kings,118,111,0.548,0.458,30,26,46,39,20,15,7.0,-7.0,0,1,10,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.333,0.481,0.516,0.137,0.172,0.852,2019_20
21900065,2019-10-30,golden state warriors,phoenix suns,110,121,0.439,0.458,24,33,43,45,18,16,-11.0,11.0,1,0,10,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,0.667,0.537,0.506,0.167,0.255,0.838,2019_20
21900066,2019-10-31,atlanta hawks,miami heat,97,106,0.409,0.476,20,29,50,41,16,13,-9.0,9.0,1,0,10,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.333,0.481,0.519,0.171,0.168,0.802,2019_20
21900067,2019-10-31,denver nuggets,new orleans pelicans,107,122,0.483,0.532,24,30,35,37,14,15,-15.0,15.0,0,0,10,2019-20,0.333,0.49,0.529,0.223,0.308,0.713,1.0,0.658,0.565,0.138,0.22,0.775,2019_20
21900068,2019-10-31,la clippers,san antonio spurs,103,97,0.429,0.45,16,15,47,49,11,19,6.0,-6.0,1,1,10,2019-20,0.667,0.522,0.51,0.14,0.239,0.7,0.333,0.483,0.515,0.184,0.27,0.838,2019_20
21900069,2019-11-01,brooklyn nets,houston rockets,123,116,0.494,0.414,26,21,55,40,20,12,7.0,-7.0,1,1,11,2019-20,0.714,0.508,0.556,0.128,0.25,0.762,0.429,0.456,0.514,0.145,0.151,0.832,2019_20
21900070,2019-11-01,cleveland cavaliers,indiana pacers,95,102,0.368,0.406,20,20,45,58,16,13,-7.0,7.0,0,0,11,2019-20,0.4,0.488,0.55,0.155,0.275,0.72,0.75,0.523,0.536,0.139,0.218,0.785,2019_20
21900071,2019-11-01,milwaukee bucks,orlando magic,123,91,0.505,0.374,24,21,58,40,13,16,32.0,-32.0,0,1,11,2019-20,0.286,0.506,0.546,0.155,0.245,0.73,0.286,0.464,0.523,0.144,0.261,0.789,2019_20
21900072,2019-11-01,boston celtics,new york knicks,104,102,0.446,0.398,21,22,44,51,14,13,2.0,-2.0,1,1,11,2019-20,0.714,0.542,0.563,0.149,0.28,0.803,0.5,0.513,0.53,0.142,0.304,0.731,2019_20
21900073,2019-11-01,chicago bulls,detroit pistons,112,106,0.438,0.482,29,21,42,47,17,16,6.0,-6.0,1,1,11,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.0,0.421,0.516,0.14,0.273,0.676,2019_20
21900074,2019-11-01,dallas mavericks,los angeles lakers,110,119,0.392,0.49,23,24,61,41,22,11,-9.0,9.0,1,0,11,2019-20,0.429,0.486,0.518,0.106,0.256,0.836,0.286,0.448,0.5,0.155,0.28,0.718,2019_20
21900075,2019-11-01,sacramento kings,utah jazz,102,101,0.488,0.479,15,18,38,36,16,17,1.0,-1.0,1,1,11,2019-20,0.429,0.492,0.558,0.14,0.27,0.775,0.286,0.466,0.531,0.158,0.282,0.827,2019_20
21900076,2019-11-01,golden state warriors,san antonio spurs,110,127,0.464,0.473,25,23,39,52,11,11,-17.0,17.0,1,0,11,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,0.571,0.523,0.542,0.145,0.285,0.818,2019_20
21900077,2019-11-02,new orleans pelicans,oklahoma city thunder,104,115,0.426,0.456,25,20,56,44,16,12,-11.0,11.0,0,0,11,2019-20,0.286,0.487,0.554,0.169,0.267,0.728,0.5,0.472,0.498,0.151,0.256,0.783,2019_20
21900078,2019-11-02,brooklyn nets,detroit pistons,109,113,0.462,0.451,24,21,48,41,14,8,-4.0,4.0,0,0,11,2019-20,0.714,0.508,0.556,0.128,0.25,0.762,0.0,0.421,0.516,0.14,0.273,0.676,2019_20
21900079,2019-11-02,denver nuggets,orlando magic,91,87,0.37,0.43,15,22,41,47,13,15,4.0,-4.0,0,1,11,2019-20,0.375,0.496,0.559,0.142,0.292,0.786,0.286,0.464,0.523,0.144,0.261,0.789,2019_20
21900080,2019-11-02,minnesota timberwolves,washington wizards,131,109,0.543,0.389,33,21,47,39,21,17,22.0,-22.0,0,1,11,2019-20,0.333,0.454,0.529,0.145,0.253,0.724,0.143,0.444,0.475,0.144,0.281,0.779,2019_20
21900081,2019-11-02,memphis grizzlies,phoenix suns,105,114,0.488,0.5,26,26,46,32,20,17,-9.0,9.0,1,0,11,2019-20,0.286,0.508,0.514,0.149,0.239,0.781,1.0,0.565,0.563,0.112,0.266,0.892,2019_20
21900082,2019-11-02,milwaukee bucks,toronto raptors,115,105,0.461,0.405,30,24,51,42,11,13,10.0,-10.0,1,1,11,2019-20,0.286,0.506,0.546,0.155,0.245,0.73,0.875,0.525,0.538,0.172,0.228,0.766,2019_20
21900083,2019-11-02,charlotte hornets,golden state warriors,93,87,0.424,0.442,18,23,48,40,12,18,6.0,-6.0,0,1,11,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.4,0.481,0.55,0.134,0.257,0.738,2019_20
21900084,2019-11-02,philadelphia 76ers,portland trail blazers,129,128,0.505,0.577,36,21,46,36,11,18,1.0,-1.0,0,1,11,2019-20,0.5,0.51,0.561,0.141,0.306,0.773,0.714,0.507,0.553,0.1,0.299,0.841,2019_20
21900085,2019-11-03,chicago bulls,indiana pacers,95,108,0.429,0.471,27,28,42,49,18,16,-13.0,13.0,0,0,11,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.75,0.523,0.536,0.139,0.218,0.785,2019_20
21900086,2019-11-03,houston rockets,miami heat,100,129,0.392,0.528,19,38,38,46,22,15,-29.0,29.0,0,0,11,2019-20,0.429,0.456,0.514,0.145,0.151,0.832,0.375,0.514,0.533,0.149,0.237,0.821,2019_20
21900087,2019-11-03,new york knicks,sacramento kings,92,113,0.4,0.482,18,25,38,50,13,14,-21.0,21.0,1,0,11,2019-20,0.5,0.513,0.53,0.142,0.304,0.731,0.429,0.492,0.558,0.14,0.27,0.775,2019_20
21900088,2019-11-03,los angeles lakers,san antonio spurs,103,96,0.483,0.398,21,23,46,47,18,17,7.0,-7.0,0,1,11,2019-20,0.286,0.448,0.5,0.155,0.28,0.718,0.571,0.523,0.542,0.145,0.285,0.818,2019_20
21900089,2019-11-03,cleveland cavaliers,dallas mavericks,111,131,0.406,0.532,24,34,41,51,9,13,-20.0,20.0,1,0,11,2019-20,0.4,0.488,0.55,0.155,0.275,0.72,0.429,0.486,0.518,0.106,0.256,0.836,2019_20
21900090,2019-11-03,la clippers,utah jazz,105,94,0.391,0.397,15,16,54,37,9,14,11.0,-11.0,1,1,11,2019-20,0.714,0.54,0.566,0.117,0.236,0.786,0.286,0.466,0.531,0.158,0.282,0.827,2019_20
21900091,2019-11-04,detroit pistons,washington wizards,99,115,0.415,0.462,21,27,42,41,19,11,-16.0,16.0,0,0,11,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.143,0.444,0.475,0.144,0.281,0.779,2019_20
21900092,2019-11-04,brooklyn nets,new orleans pelicans,135,125,0.533,0.495,32,18,45,39,23,21,10.0,-10.0,1,1,11,2019-20,0.714,0.508,0.556,0.128,0.25,0.762,0.286,0.487,0.554,0.169,0.267,0.728,2019_20
21900093,2019-11-04,houston rockets,memphis grizzlies,107,100,0.376,0.426,20,19,51,51,18,14,7.0,-7.0,0,1,11,2019-20,0.429,0.456,0.514,0.145,0.151,0.832,0.286,0.508,0.514,0.149,0.239,0.781,2019_20
21900094,2019-11-04,milwaukee bucks,minnesota timberwolves,134,106,0.538,0.359,24,20,57,47,17,15,28.0,-28.0,0,1,11,2019-20,0.286,0.506,0.546,0.155,0.245,0.73,0.333,0.454,0.529,0.145,0.253,0.724,2019_20
21900095,2019-11-04,philadelphia 76ers,phoenix suns,109,114,0.472,0.532,21,24,38,40,20,19,-5.0,5.0,0,0,11,2019-20,0.5,0.51,0.561,0.141,0.306,0.773,1.0,0.565,0.563,0.112,0.266,0.892,2019_20
21900096,2019-11-04,golden state warriors,portland trail blazers,127,118,0.488,0.448,28,16,47,44,10,6,9.0,-9.0,1,1,11,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,0.714,0.507,0.553,0.1,0.299,0.841,2019_20
21900097,2019-11-05,charlotte hornets,indiana pacers,122,120,0.477,0.543,22,27,37,43,13,18,2.0,-2.0,1,1,11,2019-20,0.333,0.494,0.54,0.134,0.28,0.817,0.75,0.523,0.536,0.139,0.218,0.785,2019_20
21900098,2019-11-05,boston celtics,cleveland cavaliers,119,113,0.565,0.421,24,22,45,43,14,9,6.0,-6.0,0,1,11,2019-20,0.714,0.542,0.563,0.149,0.28,0.803,0.4,0.488,0.55,0.155,0.275,0.72,2019_20
21900099,2019-11-05,atlanta hawks,san antonio spurs,108,100,0.478,0.418,22,18,48,41,18,15,8.0,-8.0,1,1,11,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.571,0.523,0.542,0.145,0.285,0.818,2019_20
21900100,2019-11-05,chicago bulls,los angeles lakers,112,118,0.506,0.489,22,26,42,49,16,15,-6.0,6.0,1,0,11,2019-20,0.4,0.469,0.514,0.137,0.282,0.723,0.286,0.448,0.5,0.155,0.28,0.718,2019_20
21900101,2019-11-05,oklahoma city thunder,orlando magic,102,94,0.43,0.39,21,15,38,53,9,14,8.0,-8.0,1,1,11,2019-20,0.5,0.472,0.498,0.151,0.256,0.783,0.286,0.464,0.523,0.144,0.261,0.789,2019_20
21900102,2019-11-05,denver nuggets,miami heat,109,89,0.523,0.364,35,23,47,44,19,13,20.0,-20.0,1,1,11,2019-20,0.375,0.496,0.559,0.142,0.292,0.786,0.375,0.514,0.533,0.149,0.237,0.821,2019_20
21900103,2019-11-06,detroit pistons,new york knicks,122,102,0.557,0.488,37,24,43,30,16,13,20.0,-20.0,1,1,11,2019-20,0.0,0.421,0.516,0.14,0.273,0.676,0.5,0.513,0.53,0.142,0.304,0.731,2019_20
21900104,2019-11-06,indiana pacers,washington wizards,121,106,0.468,0.389,35,24,48,48,13,16,15.0,-15.0,1,1,11,2019-20,0.75,0.523,0.536,0.139,0.218,0.785,0.143,0.444,0.475,0.144,0.281,0.779,2019_20
21900105,2019-11-06,atlanta hawks,chicago bulls,93,113,0.405,0.5,18,26,41,43,24,17,-20.0,20.0,1,0,11,2019-20,0.2,0.413,0.509,0.154,0.287,0.771,0.4,0.469,0.514,0.137,0.282,0.723,2019_20
21900106,2019-11-06,sacramento kings,toronto raptors,120,124,0.442,0.551,23,28,43,37,14,14,-4.0,4.0,0,0,11,2019-20,0.429,0.492,0.558,0.14,0.27,0.775,0.875,0.525,0.538,0.172,0.228,0.766,2019_20
21900107,2019-11-06,golden state warriors,houston rockets,112,129,0.396,0.495,22,31,51,50,10,12,-17.0,17.0,0,0,11,2019-20,0.4,0.481,0.55,0.134,0.257,0.738,0.429,0.456,0.514,0.145,0.151,0.832,2019_20
21900108,2019-11-06,memphis grizzlies,minnesota timberwolves,137,121,0.568,0.448,34,29,49,36,17,11,16.0,-16.0,1,1,11,2019-20,0.286,0.508,0.514,0.149,0.239,0.781,0.333,0.454,0.529,0.145,0.253,0.724,2019_20
21900109,2019-11-06,dallas mavericks,orlando magic,107,106,0.429,0.488,20,25,43,44,17,18,1.0,-1.0,1,1,11,2019-20,0.429,0.486,0.518,0.106,0.256,0.836,0.286,0.464,0.523,0.144,0.261,0.789,2019_20
21900110,2019-11-06,philadelphia 76ers,utah jazz,104,106,0.413,0.461,20,21,42,50,14,13,-2.0,2.0,0,0,11,2019-20,0.5,0.51,0.561,0.141,0.306,0.773,0.286,0.466,0.531,0.158,0.282,0.827,2019_20
21900111,2019-11-06,la clippers,milwaukee bucks,124,129,0.418,0.429,21,18,54,54,19,15,-5.0,5.0,1,0,11,2019-20,0.714,0.54,0.566,0.117,0.236,0.786,0.286,0.506,0.546,0.155,0.245,0.73,2019_20
