GAME_ID,DATE,Team1,Team2,Team1_PTS,Team2_PTS,Team1_FG_PCT,Team2_FG_PCT,Team1_AST,Team2_AST,Team1_REB,Team2_REB,Team1_TOV,Team2_TOV,Team1_PLUS_MINUS,Team2_PLUS_MINUS,Team1Home,Team1Win
0022300120,2023-11-01,cleveland cavaliers,new york knicks,95,89,0.432,0.348,22,18,46,50,18,13,6.0,-6.0,0,1
0022300121,2023-11-01,new orleans pelicans,oklahoma city thunder,110,106,0.392,0.432,23,23,58,49,10,14,4.0,-6.0,0,1
0022300122,2023-11-01,charlotte hornets,houston rockets,119,128,0.5,0.524,21,35,44,38,16,17,-9.0,9.0,0,0
0022300123,2023-11-01,denver nuggets,minnesota timberwolves,89,110,0.396,0.458,23,20,43,47,15,13,-21.0,21.0,0,0
0022300124,2023-11-01,chicago bulls,dallas mavericks,105,114,0.472,0.457,19,23,43,45,13,13,-9.0,9.0,0,0
0022300125,2023-11-01,memphis grizzlies,utah jazz,109,133,0.365,0.54,25,35,42,50,15,21,-24.0,24.0,0,0
0022300126,2023-11-01,golden state warriors,sacramento kings,102,101,0.481,0.409,32,24,36,48,17,12,1.0,-1.0,1,1
0022300127,2023-11-01,la clippers,los angeles lakers,125,130,0.475,0.511,22,28,46,51,13,14,-5.0,5.0,0,0
0022300128,2023-11-02,philadelphia 76ers,toronto raptors,114,99,0.457,0.481,21,30,46,41,14,19,15.0,-15.0,1,1
0022300129,2023-11-02,detroit pistons,new orleans pelicans,116,125,0.436,0.488,30,27,48,36,16,12,-9.0,9.0,0,0
0022300130,2023-11-02,orlando magic,utah jazz,115,113,0.459,0.461,27,27,43,48,17,20,2.0,-2.0,0,1
0022300131,2023-11-02,phoenix suns,san antonio spurs,121,132,0.538,0.52,26,37,34,41,14,8,-11.0,11.0,1,0
0022300132,2023-11-04,philadelphia 76ers,phoenix suns,112,100,0.478,0.36,24,22,51,42,17,10,12.0,-12.0,1,1
0022300133,2023-11-04,charlotte hornets,indiana pacers,125,124,0.534,0.484,23,31,41,36,13,14,1.0,-1.0,0,1
0022300134,2023-11-04,los angeles lakers,orlando magic,101,120,0.44,0.455,17,29,40,51,17,15,-19.0,19.0,0,0
0022300135,2023-11-04,atlanta hawks,new orleans pelicans,123,105,0.484,0.476,28,24,52,35,11,9,18.0,-18.0,0,1
0022300136,2023-11-04,boston celtics,brooklyn nets,124,114,0.478,0.43,22,22,50,42,11,5,10.0,-10.0,0,1
0022300137,2023-11-04,houston rockets,sacramento kings,107,89,0.46,0.381,28,20,53,43,11,11,18.0,-18.0,1,1
0022300138,2023-11-04,minnesota timberwolves,utah jazz,123,95,0.556,0.385,25,20,43,39,10,18,28.0,-28.0,1,1
0022300139,2023-11-04,chicago bulls,denver nuggets,101,123,0.453,0.519,28,31,37,49,11,11,-22.0,22.0,0,0
0022300140,2023-11-05,detroit pistons,phoenix suns,106,120,0.494,0.5,25,29,33,43,16,18,-14.0,14.0,1,0
0022300141,2023-11-05,san antonio spurs,toronto raptors,116,123,0.5,0.454,30,29,46,47,17,14,-7.0,7.0,1,0
0022300142,2023-11-05,cleveland cavaliers,golden state warriors,115,104,0.494,0.362,26,26,54,44,18,13,11.0,-11.0,1,1
0022300143,2023-11-05,charlotte hornets,dallas mavericks,118,124,0.495,0.473,30,31,43,47,8,10,-6.0,6.0,0,0
0022300144,2023-11-05,memphis grizzlies,portland trail blazers,112,100,0.506,0.389,27,23,49,47,16,14,12.0,-12.0,0,1
0022300145,2023-11-06,detroit pistons,golden state warriors,109,120,0.475,0.474,23,26,39,44,14,11,-11.0,11.0,1,0
0022300146,2023-11-06,indiana pacers,san antonio spurs,152,111,0.579,0.426,38,26,49,36,14,11,41.0,-41.0,1,1
0022300147,2023-11-06,dallas mavericks,orlando magic,117,102,0.5,0.471,21,27,31,38,14,20,15.0,-15.0,0,1
0022300148,2023-11-06,philadelphia 76ers,washington wizards,146,128,0.56,0.51,37,31,45,38,15,19,18.0,-18.0,1,1
0022300149,2023-11-06,brooklyn nets,milwaukee bucks,125,129,0.485,0.479,22,26,46,48,8,10,-4.0,4.0,1,0
0022300150,2023-11-06,los angeles lakers,miami heat,107,108,0.543,0.466,28,30,38,44,17,17,-1.0,1.0,0,0
0022300151,2023-11-06,la clippers,new york knicks,97,111,0.493,0.466,21,28,31,48,22,19,-14.0,14.0,0,0
0022300152,2023-11-06,chicago bulls,utah jazz,130,113,0.516,0.477,26,32,36,52,8,22,17.0,-17.0,1,1
0022300153,2023-11-06,houston rockets,sacramento kings,122,97,0.573,0.444,28,22,39,34,10,13,25.0,-25.0,1,1
0022300154,2023-11-06,boston celtics,minnesota timberwolves,109,114,0.391,0.518,20,26,45,45,16,23,-5.0,5.0,0,0
0022300155,2023-11-06,atlanta hawks,oklahoma city thunder,117,126,0.373,0.479,27,27,59,49,15,13,-9.0,9.0,0,0
0022300156,2023-11-06,denver nuggets,new orleans pelicans,134,116,0.537,0.5,37,24,45,38,9,13,18.0,-18.0,1,1
0022300157,2023-11-08,charlotte hornets,washington wizards,116,132,0.519,0.485,17,26,47,40,20,10,-16.0,16.0,1,0
0022300158,2023-11-08,indiana pacers,utah jazz,134,118,0.515,0.469,26,26,46,47,11,21,16.0,-16.0,1,1
0022300159,2023-11-08,boston celtics,philadelphia 76ers,103,106,0.396,0.442,28,20,43,56,12,12,-3.0,3.0,0,0
0022300160,2023-11-08,brooklyn nets,la clippers,100,93,0.402,0.396,22,22,49,51,14,15,7.0,-7.0,1,1
0022300161,2023-11-08,new york knicks,san antonio spurs,126,105,0.46,0.489,28,31,47,46,3,13,21.0,-21.0,1,1
0022300162,2023-11-08,chicago bulls,phoenix suns,115,116,0.438,0.422,30,32,39,54,14,21,-1.0,1.0,1,0
0022300163,2023-11-08,houston rockets,los angeles lakers,128,94,0.548,0.424,26,20,57,34,11,9,34.0,-34.0,1,1
0022300164,2023-11-08,memphis grizzlies,miami heat,102,108,0.389,0.455,20,22,38,44,13,19,-6.0,6.0,1,0
0022300165,2023-11-08,detroit pistons,milwaukee bucks,118,120,0.49,0.456,28,19,53,36,17,10,-2.0,2.0,0,0
0022300166,2023-11-08,minnesota timberwolves,new orleans pelicans,122,101,0.549,0.387,30,23,48,40,16,17,21.0,-21.0,1,1
0022300167,2023-11-08,cleveland cavaliers,oklahoma city thunder,120,128,0.506,0.512,26,23,41,41,18,14,-8.0,8.0,0,0
0022300168,2023-11-08,dallas mavericks,toronto raptors,116,127,0.476,0.495,25,27,38,50,15,11,-11.0,11.0,1,0
0022300169,2023-11-08,denver nuggets,golden state warriors,108,105,0.446,0.43,24,21,45,49,6,9,3.0,-3.0,1,1
0022300170,2023-11-08,portland trail blazers,sacramento kings,118,121,0.506,0.461,26,32,36,50,18,21,-3.0,3.0,0,0
0022300171,2023-11-09,indiana pacers,milwaukee bucks,126,124,0.478,0.529,27,23,40,41,11,14,2.0,-2.0,1,1
0022300172,2023-11-09,atlanta hawks,orlando magic,120,119,0.482,0.467,22,19,36,47,17,19,1.0,-1.0,0,1
0022300173,2023-11-11,milwaukee bucks,orlando magic,97,112,0.494,0.429,25,24,36,43,19,13,-15.0,15.0,0,0
0022300174,2023-11-11,boston celtics,toronto raptors,117,94,0.547,0.385,30,25,46,37,12,8,23.0,-23.0,1,1
0022300175,2023-11-11,atlanta hawks,miami heat,109,117,0.437,0.488,23,23,48,39,21,15,-8.0,8.0,1,0
0022300176,2023-11-11,cleveland cavaliers,golden state warriors,118,110,0.43,0.411,23,26,45,55,10,20,8.0,-8.0,0,1
0022300177,2023-11-12,charlotte hornets,new york knicks,107,129,0.468,0.54,21,25,36,40,12,9,-22.0,22.0,0,0
0022300178,2023-11-12,brooklyn nets,washington wizards,102,94,0.378,0.375,22,20,66,42,18,12,8.0,-8.0,1,1
0022300179,2023-11-12,la clippers,memphis grizzlies,101,105,0.435,0.42,26,25,41,41,14,16,-4.0,4.0,1,0
0022300180,2023-11-12,indiana pacers,philadelphia 76ers,126,137,0.522,0.505,31,28,32,54,10,11,-11.0,11.0,0,0
0022300181,2023-11-12,chicago bulls,detroit pistons,119,108,0.484,0.432,22,26,40,49,6,16,11.0,-11.0,1,1
0022300182,2023-11-12,denver nuggets,houston rockets,104,107,0.462,0.425,24,20,49,45,11,9,-3.0,3.0,0,0
0022300183,2023-11-12,dallas mavericks,new orleans pelicans,136,124,0.49,0.511,29,31,42,54,6,18,12.0,-12.0,0,1
0022300184,2023-11-12,miami heat,san antonio spurs,118,113,0.438,0.462,26,35,41,50,4,17,5.0,-5.0,0,1
0022300185,2023-11-12,oklahoma city thunder,phoenix suns,111,99,0.488,0.386,23,20,33,51,7,17,12.0,-12.0,0,1
0022300186,2023-11-12,golden state warriors,minnesota timberwolves,110,116,0.385,0.524,24,27,51,47,14,14,-6.0,6.0,1,0
0022300187,2023-11-12,los angeles lakers,portland trail blazers,116,110,0.488,0.5,27,29,41,38,9,15,6.0,-6.0,1,1
0022300188,2023-11-13,boston celtics,new york knicks,114,98,0.506,0.418,27,17,37,37,11,8,16.0,-16.0,1,1
0022300189,2023-11-13,toronto raptors,washington wizards,111,107,0.5,0.512,28,32,48,38,16,22,4.0,-4.0,1,1
0022300190,2023-11-13,chicago bulls,milwaukee bucks,109,118,0.38,0.472,24,23,47,53,6,15,-9.0,9.0,0,0
0022300191,2023-11-13,cleveland cavaliers,sacramento kings,120,132,0.495,0.59,24,32,39,37,11,10,-12.0,12.0,0,0
0022300192,2023-11-15,dallas mavericks,washington wizards,130,117,0.522,0.483,32,23,46,46,10,12,13.0,-13.0,0,1
0022300193,2023-11-15,atlanta hawks,new york knicks,114,116,0.547,0.479,28,29,30,42,15,16,-2.0,2.0,1,0
0022300194,2023-11-15,boston celtics,philadelphia 76ers,117,107,0.477,0.459,23,18,45,41,9,9,10.0,-10.0,0,1
0022300195,2023-11-15,milwaukee bucks,toronto raptors,128,112,0.518,0.396,25,28,41,55,13,14,16.0,-16.0,0,1
0022300196,2023-11-15,chicago bulls,orlando magic,94,96,0.398,0.39,16,20,53,46,19,13,-2.0,2.0,1,0
0022300197,2023-11-15,minnesota timberwolves,phoenix suns,115,133,0.457,0.6,18,31,40,32,6,9,-18.0,18.0,0,0
0022300198,2023-11-15,los angeles lakers,sacramento kings,110,125,0.506,0.5,25,31,43,45,23,15,-15.0,15.0,1,0
0022300199,2023-11-15,cleveland cavaliers,portland trail blazers,109,95,0.56,0.374,23,24,47,30,17,12,14.0,-14.0,0,1
0022300200,2023-11-16,brooklyn nets,miami heat,115,122,0.471,0.519,29,26,40,32,14,9,-7.0,7.0,0,0
0022300201,2023-11-16,golden state warriors,oklahoma city thunder,109,128,0.408,0.506,27,31,49,42,16,12,-19.0,19.0,1,0
0022300202,2023-11-18,charlotte hornets,new york knicks,108,122,0.488,0.505,29,27,36,47,13,12,-14.0,14.0,1,0
0022300203,2023-11-18,minnesota timberwolves,new orleans pelicans,121,120,0.538,0.512,29,27,33,40,14,17,1.0,-1.0,0,1
0022300204,2023-11-18,chicago bulls,miami heat,102,97,0.444,0.429,24,23,44,34,12,15,5.0,-5.0,1,1
0022300205,2023-11-18,dallas mavericks,milwaukee bucks,125,132,0.495,0.521,27,29,49,41,12,6,-7.0,7.0,0,0
0022300206,2023-11-18,memphis grizzlies,san antonio spurs,120,108,0.465,0.434,23,26,45,40,12,15,12.0,-12.0,0,1
0022300207,2023-11-18,golden state warriors,oklahoma city thunder,123,130,0.454,0.52,33,26,49,47,16,10,-7.0,7.0,1,0
0022300208,2023-11-19,brooklyn nets,philadelphia 76ers,99,121,0.469,0.468,24,32,45,44,15,4,-22.0,22.0,1,0
0022300209,2023-11-19,indiana pacers,orlando magic,116,128,0.442,0.494,24,21,40,42,16,15,-12.0,12.0,1,0
0022300210,2023-11-19,cleveland cavaliers,denver nuggets,121,109,0.549,0.476,30,23,47,33,13,11,12.0,-12.0,1,1
0022300211,2023-11-19,detroit pistons,toronto raptors,113,142,0.47,0.539,25,44,41,47,17,7,-29.0,29.0,0,0
0022300212,2023-11-19,dallas mavericks,sacramento kings,113,129,0.466,0.533,23,34,40,48,10,12,-16.0,16.0,1,0
0022300213,2023-11-19,boston celtics,memphis grizzlies,102,100,0.455,0.389,20,28,45,42,17,9,2.0,-2.0,0,1
0022300214,2023-11-19,phoenix suns,utah jazz,140,137,0.49,0.417,36,27,44,59,17,18,3.0,-3.0,0,1
