GAME_ID,DATE,Team1,Team2,Team1_PTS,Team2_PTS,Team1_FG_PCT,Team2_FG_PCT,Team1_AST,Team2_AST,Team1_REB,Team2_REB,Team1_TOV,Team2_TOV,Team1_PLUS_MINUS,Team2_PLUS_MINUS,Team1Win
0022100434,2021-12-17,atlanta hawks,denver nuggets,115,133,0.466,0.581,22,35,37,38,15,14,-18.0,18.0,0
0022100435,2021-12-17,boston celtics,golden state warriors,107,111,0.439,0.433,20,27,45,45,16,12,-4.0,4.0,0
0022100436,2021-12-17,los angeles lakers,minnesota timberwolves,92,110,0.385,0.418,26,23,36,61,18,15,-18.0,18.0,0
0022100437,2021-12-17,san antonio spurs,utah jazz,128,126,0.5,0.495,27,26,43,50,7,12,2.0,-2.0,1
0022100438,2021-12-17,milwaukee bucks,new orleans pelicans,112,116,0.433,0.472,16,34,44,57,13,20,-4.0,4.0,0
0022100439,2021-12-17,charlotte hornets,portland trail blazers,116,125,0.478,0.518,29,27,38,41,13,15,-9.0,9.0,0
0022100440,2021-12-17,memphis grizzlies,sacramento kings,124,105,0.464,0.409,25,21,50,45,11,18,19.0,-19.0,1
0022100441,2021-12-18,detroit pistons,houston rockets,107,116,0.462,0.495,29,27,42,47,20,19,-9.0,9.0,0
0022100442,2021-12-18,brooklyn nets,orlando magic,93,100,0.382,0.415,24,20,51,50,15,16,-7.0,7.0,0
0022100443,2021-12-18,golden state warriors,toronto raptors,100,119,0.468,0.5,26,26,47,41,20,10,-19.0,19.0,0
0022100444,2021-12-18,la clippers,oklahoma city thunder,103,104,0.446,0.467,26,23,39,55,12,15,-1.0,1.0,0
0022100445,2021-12-18,boston celtics,new york knicks,114,107,0.472,0.438,23,18,45,42,12,14,7.0,-7.0,1
0022100446,2021-12-18,cleveland cavaliers,milwaukee bucks,119,90,0.5,0.393,36,18,46,44,13,17,29.0,-29.0,1
0022100447,2021-12-18,utah jazz,washington wizards,103,109,0.432,0.447,17,27,46,47,15,9,-6.0,6.0,0
0022100448,2021-12-19,chicago bulls,los angeles lakers,115,110,0.43,0.512,20,25,43,46,10,19,5.0,-5.0,1
0022100449,2021-12-19,detroit pistons,miami heat,100,90,0.467,0.378,24,23,47,39,13,13,10.0,-10.0,1
0022100450,2021-12-19,memphis grizzlies,portland trail blazers,100,105,0.385,0.473,22,17,33,51,8,20,-5.0,5.0,0
0022100451,2021-12-19,sacramento kings,san antonio spurs,121,114,0.505,0.495,23,24,40,44,11,14,7.0,-7.0,1
0022100452,2022-03-31,atlanta hawks,cleveland cavaliers,131,107,0.495,0.433,27,19,48,47,8,14,24.0,-24.0,1
0022100453,2022-01-26,brooklyn nets,denver nuggets,118,124,0.489,0.472,26,27,38,48,12,13,-6.0,6.0,0
0022100454,2022-01-25,new orleans pelicans,philadelphia 76ers,107,117,0.482,0.464,26,26,39,44,8,10,-10.0,10.0,0
0022100455,2021-12-19,dallas mavericks,minnesota timberwolves,105,111,0.439,0.468,27,26,41,37,10,9,-6.0,6.0,0
0022100456,2021-12-19,charlotte hornets,phoenix suns,106,137,0.36,0.568,26,35,43,57,9,17,-31.0,31.0,0
0022100457,2021-12-20,boston celtics,philadelphia 76ers,103,108,0.463,0.5,16,20,42,34,18,15,-5.0,5.0,0
0022100458,2022-03-04,orlando magic,toronto raptors,103,97,0.379,0.398,24,22,55,54,8,12,6.0,-6.0,1
0022100459,2021-12-20,chicago bulls,houston rockets,133,118,0.534,0.564,33,27,34,35,8,14,15.0,-15.0,1
0022100460,2021-12-20,memphis grizzlies,oklahoma city thunder,99,102,0.386,0.429,24,24,51,47,12,14,-3.0,3.0,0
0022100461,2021-12-20,charlotte hornets,utah jazz,102,112,0.386,0.354,27,21,51,68,13,17,-10.0,10.0,0
0022100462,2021-12-20,golden state warriors,sacramento kings,113,98,0.523,0.446,28,23,42,37,16,19,15.0,-15.0,1
0022100463,2021-12-20,la clippers,san antonio spurs,92,116,0.391,0.439,18,37,43,66,14,11,-24.0,24.0,0
0022100464,2022-02-17,brooklyn nets,washington wizards,103,117,0.404,0.554,19,26,42,38,15,15,-14.0,14.0,0
0022100465,2021-12-21,indiana pacers,miami heat,96,125,0.356,0.495,22,30,42,53,11,11,-29.0,29.0,0
0022100466,2021-12-21,detroit pistons,new york knicks,91,105,0.362,0.444,22,22,48,52,12,12,-14.0,14.0,0
0022100467,2021-12-21,new orleans pelicans,portland trail blazers,111,97,0.525,0.449,27,18,44,31,15,10,3.0,-3.0,1
0022100468,2021-12-21,dallas mavericks,minnesota timberwolves,114,102,0.488,0.456,30,26,44,39,10,17,12.0,-12.0,1
0022100469,2021-12-21,los angeles lakers,phoenix suns,90,108,0.391,0.441,14,29,47,53,14,16,-18.0,18.0,0
0022100470,2021-12-22,atlanta hawks,orlando magic,98,104,0.4,0.447,21,27,49,40,14,10,-6.0,6.0,0
0022100471,2021-12-22,boston celtics,cleveland cavaliers,111,101,0.467,0.391,24,17,48,53,13,15,10.0,-10.0,1
0022100472,2022-01-26,chicago bulls,toronto raptors,111,105,0.548,0.481,32,24,45,34,13,12,6.0,-6.0,1
0022100473,2021-12-22,houston rockets,milwaukee bucks,106,126,0.419,0.437,23,25,52,48,15,5,-20.0,20.0,0
0022100474,2021-12-22,denver nuggets,oklahoma city thunder,94,108,0.393,0.447,21,22,39,60,11,11,-14.0,14.0,0
0022100475,2021-12-22,la clippers,sacramento kings,105,89,0.512,0.4,26,24,43,40,12,16,16.0,-16.0,1
0022100476,2021-12-23,houston rockets,indiana pacers,106,118,0.438,0.523,16,27,28,47,12,13,-12.0,12.0,0
0022100477,2021-12-23,new orleans pelicans,orlando magic,110,104,0.43,0.432,21,19,46,44,10,8,6.0,-6.0,1
0022100478,2021-12-23,atlanta hawks,philadelphia 76ers,98,96,0.451,0.413,20,20,46,38,10,8,2.0,-2.0,1
0022100479,2021-12-23,detroit pistons,miami heat,112,115,0.45,0.489,23,23,43,43,16,13,-3.0,3.0,0
0022100480,2021-12-23,new york knicks,washington wizards,117,124,0.452,0.56,17,30,44,38,7,11,-7.0,7.0,0
0022100481,2021-12-23,dallas mavericks,milwaukee bucks,95,102,0.407,0.451,25,26,43,47,11,12,-7.0,7.0,0
0022100482,2021-12-23,charlotte hornets,denver nuggets,115,107,0.415,0.417,28,23,50,54,11,15,8.0,-8.0,1
0022100483,2021-12-23,oklahoma city thunder,phoenix suns,101,113,0.385,0.484,17,26,44,52,12,13,-12.0,12.0,0
0022100484,2021-12-23,minnesota timberwolves,utah jazz,116,128,0.446,0.533,29,31,44,45,14,15,-12.0,12.0,0
0022100485,2021-12-23,golden state warriors,memphis grizzlies,113,104,0.488,0.422,30,18,39,42,18,13,9.0,-9.0,1
0022100486,2022-01-10,brooklyn nets,portland trail blazers,108,114,0.462,0.465,23,23,42,47,15,13,-6.0,6.0,0
0022100487,2021-12-23,los angeles lakers,san antonio spurs,110,138,0.468,0.484,21,33,48,50,14,6,-28.0,28.0,0
0022100488,2021-12-25,atlanta hawks,new york knicks,87,101,0.379,0.447,23,28,46,50,12,10,-14.0,14.0,0
0022100489,2021-12-25,boston celtics,milwaukee bucks,113,117,0.427,0.473,24,24,44,48,14,13,-4.0,4.0,0
0022100490,2021-12-25,golden state warriors,phoenix suns,116,107,0.494,0.482,28,20,42,37,9,13,9.0,-9.0,1
0022100491,2021-12-25,brooklyn nets,los angeles lakers,122,115,0.483,0.417,31,29,41,47,10,13,7.0,-7.0,1
0022100492,2021-12-25,dallas mavericks,utah jazz,116,120,0.427,0.444,19,24,43,49,13,14,-4.0,4.0,0
0022100493,2021-12-26,miami heat,orlando magic,93,83,0.404,0.431,28,17,51,43,13,18,10.0,-10.0,1
0022100494,2021-12-26,cleveland cavaliers,toronto raptors,144,99,0.528,0.416,39,24,52,43,12,21,45.0,-45.0,1
0022100495,2021-12-26,philadelphia 76ers,washington wizards,117,96,0.5,0.389,25,22,50,43,12,8,21.0,-21.0,1
0022100496,2021-12-26,memphis grizzlies,sacramento kings,127,102,0.47,0.42,33,22,53,38,11,18,25.0,-25.0,1
0022100497,2021-12-26,new orleans pelicans,oklahoma city thunder,112,117,0.415,0.477,26,24,49,47,10,12,-5.0,5.0,0
0022100498,2021-12-26,detroit pistons,san antonio spurs,109,144,0.388,0.56,16,39,42,52,14,18,-35.0,35.0,0
0022100499,2021-12-26,chicago bulls,indiana pacers,113,105,0.566,0.436,17,23,40,45,15,9,8.0,-8.0,1
0022100500,2021-12-26,denver nuggets,la clippers,103,100,0.411,0.465,29,26,48,46,14,14,3.0,-3.0,1
0022100501,2021-12-27,charlotte hornets,houston rockets,123,99,0.534,0.414,33,20,39,44,16,21,24.0,-24.0,1
0022100502,2021-12-27,atlanta hawks,chicago bulls,118,130,0.449,0.543,22,29,45,44,10,7,-12.0,12.0,0
0022100503,2021-12-27,boston celtics,minnesota timberwolves,103,108,0.371,0.444,23,30,53,53,14,14,-5.0,5.0,0
0022100504,2021-12-27,san antonio spurs,utah jazz,104,110,0.45,0.453,26,19,44,55,10,14,-6.0,6.0,0
0022100505,2021-12-27,memphis grizzlies,phoenix suns,114,113,0.511,0.456,22,25,50,35,18,11,1.0,-1.0,1
0022100506,2021-12-27,dallas mavericks,portland trail blazers,132,117,0.571,0.427,38,19,41,33,13,11,15.0,-15.0,1
0022100507,2021-12-27,brooklyn nets,la clippers,124,108,0.568,0.381,31,25,47,45,13,11,16.0,-16.0,1
0022100508,2021-12-28,milwaukee bucks,orlando magic,127,110,0.553,0.458,31,24,40,37,12,13,17.0,-17.0,1
0022100509,2021-12-28,miami heat,washington wizards,119,112,0.446,0.494,26,27,42,47,7,18,7.0,-7.0,1
0022100510,2021-12-28,philadelphia 76ers,toronto raptors,114,109,0.442,0.437,23,24,42,43,8,10,5.0,-5.0,1
0022100511,2021-12-28,houston rockets,los angeles lakers,123,132,0.53,0.522,24,27,30,48,14,12,-9.0,9.0,0
0022100512,2021-12-28,minnesota timberwolves,new york knicks,88,96,0.4,0.411,22,20,45,54,10,15,-8.0,8.0,0
0022100513,2021-12-28,cleveland cavaliers,new orleans pelicans,104,108,0.42,0.45,27,24,42,44,7,12,-4.0,4.0,0
0022100514,2021-12-28,denver nuggets,golden state warriors,89,86,0.41,0.417,24,20,44,43,15,16,3.0,-3.0,1
0022100515,2021-12-28,oklahoma city thunder,sacramento kings,111,117,0.389,0.421,16,25,45,57,9,10,-6.0,6.0,0
0022100516,2021-12-29,detroit pistons,new york knicks,85,94,0.37,0.383,19,19,43,48,17,16,-9.0,9.0,0
0022100517,2021-12-29,charlotte hornets,indiana pacers,116,108,0.518,0.419,27,25,48,45,13,18,8.0,-8.0,1
0022100518,2021-12-29,boston celtics,la clippers,82,91,0.347,0.407,19,17,50,49,8,14,-9.0,9.0,0
0022100519,2021-12-29,atlanta hawks,chicago bulls,117,131,0.478,0.619,26,38,37,41,11,13,-14.0,14.0,0
0022100520,2021-12-29,los angeles lakers,memphis grizzlies,99,104,0.453,0.412,24,18,39,43,18,12,-5.0,5.0,0
0022100521,2022-02-03,miami heat,san antonio spurs,112,95,0.506,0.375,27,21,42,43,13,17,17.0,-17.0,1
0022100522,2021-12-29,oklahoma city thunder,phoenix suns,97,115,0.396,0.461,19,22,45,56,11,14,-18.0,18.0,0
0022100523,2021-12-29,portland trail blazers,utah jazz,105,120,0.42,0.529,23,22,45,46,10,11,-15.0,15.0,0
0022100524,2021-12-29,dallas mavericks,sacramento kings,94,95,0.469,0.48,23,21,36,38,11,14,-1.0,1.0,0
0022100525,2021-12-30,brooklyn nets,philadelphia 76ers,102,110,0.457,0.42,21,22,52,43,17,7,-8.0,8.0,0
0022100526,2021-12-30,milwaukee bucks,orlando magic,136,118,0.495,0.483,24,26,50,33,13,10,18.0,-18.0,1
0022100527,2021-12-30,cleveland cavaliers,washington wizards,93,110,0.422,0.5,20,27,44,47,12,7,-17.0,17.0,0
0022100528,2022-03-07,denver nuggets,golden state warriors,131,124,0.548,0.511,39,29,41,41,9,14,7.0,-7.0,1
0022100529,2021-12-31,boston celtics,phoenix suns,123,108,0.542,0.41,28,20,51,37,17,9,15.0,-15.0,1
0022100530,2021-12-31,chicago bulls,indiana pacers,108,106,0.407,0.418,22,23,42,55,9,17,2.0,-2.0,1
0022100531,2021-12-31,dallas mavericks,sacramento kings,112,96,0.519,0.418,30,25,47,33,11,10,16.0,-16.0,1
0022100532,2021-12-31,houston rockets,miami heat,110,120,0.441,0.465,21,21,46,43,18,14,-10.0,10.0,0
0022100533,2021-12-31,atlanta hawks,cleveland cavaliers,121,118,0.443,0.571,23,27,44,46,2,9,3.0,-3.0,1
0022100534,2021-12-31,la clippers,toronto raptors,108,116,0.487,0.417,27,19,37,54,12,7,-8.0,8.0,0
0022100535,2021-12-31,memphis grizzlies,san antonio spurs,118,105,0.48,0.433,28,24,58,47,9,11,13.0,-13.0,1
0022100536,2021-12-31,new york knicks,oklahoma city thunder,80,95,0.37,0.414,12,21,48,49,10,9,-15.0,15.0,0
0022100537,2021-12-31,minnesota timberwolves,utah jazz,108,120,0.43,0.474,23,18,41,49,10,17,-12.0,12.0,0
0022100538,2021-12-31,los angeles lakers,portland trail blazers,139,106,0.553,0.353,27,19,47,54,7,9,33.0,-33.0,1
0022100539,2022-01-01,milwaukee bucks,new orleans pelicans,136,113,0.533,0.411,27,28,48,50,13,15,23.0,-23.0,1
0022100540,2022-01-01,detroit pistons,san antonio spurs,117,116,0.406,0.412,18,30,63,48,20,16,1.0,-1.0,1
0022100541,2022-01-01,chicago bulls,washington wizards,120,119,0.488,0.529,17,26,44,43,15,11,1.0,-1.0,1
0022100542,2022-01-01,brooklyn nets,la clippers,116,120,0.433,0.488,26,23,57,40,14,10,-4.0,4.0,0
0022100543,2022-01-01,denver nuggets,houston rockets,124,111,0.535,0.435,33,20,46,36,18,17,13.0,-13.0,1
0022100544,2022-01-01,golden state warriors,utah jazz,123,116,0.535,0.435,39,19,40,45,15,13,7.0,-7.0,1
0022100545,2022-01-02,new york knicks,toronto raptors,105,120,0.449,0.477,22,21,30,44,17,16,-15.0,15.0,0
0022100546,2022-01-02,boston celtics,orlando magic,116,111,0.453,0.421,25,17,46,45,21,14,5.0,-5.0,1
0022100547,2022-01-02,cleveland cavaliers,indiana pacers,108,104,0.466,0.446,26,24,48,39,8,14,4.0,-4.0,1
0022100548,2022-01-02,miami heat,sacramento kings,113,115,0.438,0.513,26,31,49,39,9,16,-2.0,2.0,0
0022100549,2022-01-02,charlotte hornets,phoenix suns,99,133,0.459,0.505,27,36,34,53,17,17,-34.0,34.0,0
0022100550,2022-01-02,dallas mavericks,oklahoma city thunder,95,86,0.447,0.412,28,20,48,41,16,11,9.0,-9.0,1
0022100551,2022-01-02,los angeles lakers,minnesota timberwolves,108,103,0.48,0.446,20,21,28,56,15,23,5.0,-5.0,1
0022100552,2022-01-03,houston rockets,philadelphia 76ers,113,133,0.416,0.521,25,33,42,54,11,12,-20.0,20.0,0
0022100553,2022-01-03,charlotte hornets,washington wizards,121,124,0.481,0.46,28,26,45,51,8,15,-3.0,3.0,0
0022100554,2022-01-03,brooklyn nets,memphis grizzlies,104,118,0.451,0.471,28,24,33,61,12,12,-14.0,14.0,0
0022100555,2022-01-03,chicago bulls,orlando magic,102,98,0.43,0.424,17,24,49,44,13,13,4.0,-4.0,1
0022100556,2022-01-03,detroit pistons,milwaukee bucks,115,106,0.484,0.424,31,21,47,47,13,8,9.0,-9.0,1
0022100557,2022-01-03,new orleans pelicans,utah jazz,104,115,0.402,0.482,21,22,47,43,10,14,-11.0,11.0,0
0022100558,2022-01-03,dallas mavericks,denver nuggets,103,89,0.449,0.463,23,21,28,47,11,25,14.0,-14.0,1
0022100559,2022-01-03,golden state warriors,miami heat,115,108,0.489,0.411,39,24,43,49,12,18,7.0,-7.0,1
0022100560,2022-01-03,atlanta hawks,portland trail blazers,131,136,0.545,0.528,31,29,39,41,12,9,-5.0,5.0,0
0022100561,2022-01-03,la clippers,minnesota timberwolves,104,122,0.5,0.527,22,34,31,40,20,17,-18.0,18.0,0
0022100562,2022-01-04,cleveland cavaliers,memphis grizzlies,106,110,0.435,0.467,28,21,49,45,11,9,-4.0,4.0,0
0022100563,2022-01-04,san antonio spurs,toronto raptors,104,129,0.432,0.469,27,30,50,52,20,12,-25.0,25.0,0
0022100564,2022-01-04,indiana pacers,new york knicks,94,104,0.421,0.488,22,17,35,51,10,9,-10.0,10.0,0
0022100565,2022-01-04,new orleans pelicans,phoenix suns,110,123,0.404,0.541,28,32,48,42,12,10,-13.0,13.0,0
0022100566,2022-01-04,los angeles lakers,sacramento kings,122,114,0.495,0.518,24,31,44,45,5,18,8.0,-8.0,1
0022100567,2022-01-05,charlotte hornets,detroit pistons,140,111,0.593,0.467,39,26,49,36,17,13,29.0,-29.0,1
0022100568,2022-01-05,orlando magic,philadelphia 76ers,106,116,0.444,0.506,22,26,47,42,19,15,-10.0,10.0,0
0022100569,2022-01-05,houston rockets,washington wizards,114,111,0.471,0.44,15,18,48,41,20,15,3.0,-3.0,1
0022100570,2022-01-05,boston celtics,san antonio spurs,97,99,0.444,0.477,19,20,41,48,8,17,-2.0,2.0,0
0022100571,2022-01-05,brooklyn nets,indiana pacers,129,121,0.57,0.5,28,26,38,33,11,15,8.0,-8.0,1
0022100572,2022-01-05,dallas mavericks,golden state warriors,99,82,0.379,0.407,22,20,46,46,12,16,17.0,-17.0,1
0022100573,2022-01-05,milwaukee bucks,toronto raptors,111,117,0.447,0.472,22,24,45,44,17,14,-6.0,6.0,0
0022100574,2022-01-05,minnesota timberwolves,oklahoma city thunder,98,90,0.4,0.367,23,21,55,52,16,17,8.0,-8.0,1
0022100575,2022-01-05,denver nuggets,utah jazz,109,115,0.477,0.467,27,22,42,44,12,7,-6.0,6.0,0
0022100576,2022-01-05,miami heat,portland trail blazers,115,109,0.451,0.423,29,18,50,36,11,5,6.0,-6.0,1
0022100577,2022-01-05,atlanta hawks,sacramento kings,108,102,0.453,0.422,20,15,48,47,10,11,6.0,-6.0,1
0022100578,2022-01-06,boston celtics,new york knicks,105,108,0.475,0.444,22,23,38,42,12,8,-3.0,3.0,0
0022100579,2022-01-06,detroit pistons,memphis grizzlies,88,118,0.343,0.49,23,31,39,61,11,18,-30.0,30.0,0
0022100580,2022-01-06,golden state warriors,new orleans pelicans,96,101,0.425,0.422,22,20,43,46,14,17,-5.0,5.0,0
0022100581,2022-01-06,la clippers,phoenix suns,89,106,0.36,0.411,20,22,49,63,12,8,-17.0,17.0,0
0022100582,2022-01-07,philadelphia 76ers,san antonio spurs,119,100,0.517,0.413,28,22,49,39,13,12,19.0,-19.0,1
0022100583,2022-01-07,brooklyn nets,milwaukee bucks,109,121,0.457,0.458,23,21,49,45,10,10,-10.0,12.4,0
0022100584,2022-01-07,toronto raptors,utah jazz,122,108,0.45,0.481,26,23,48,40,7,21,3.2,-9.2,1
0022100585,2022-01-07,chicago bulls,washington wizards,130,122,0.527,0.511,34,28,41,41,15,15,8.0,-8.0,1
0022100586,2022-01-07,dallas mavericks,houston rockets,130,106,0.544,0.425,34,17,55,40,14,13,24.0,-24.0,1
0022100587,2022-01-07,minnesota timberwolves,oklahoma city thunder,135,105,0.556,0.404,39,26,45,45,15,19,30.0,-30.0,1
0022100588,2022-01-07,denver nuggets,sacramento kings,121,111,0.553,0.435,32,21,41,47,7,11,10.0,-10.0,1
0022100589,2022-01-07,atlanta hawks,los angeles lakers,118,134,0.448,0.495,29,37,54,47,15,8,-16.0,16.0,0
0022100590,2022-01-07,cleveland cavaliers,portland trail blazers,114,101,0.488,0.402,22,22,43,51,8,11,9.2,-9.6,1
0022100591,2022-01-08,la clippers,memphis grizzlies,108,123,0.406,0.44,16,26,49,56,12,9,-15.0,15.0,0
0022100592,2022-01-08,charlotte hornets,milwaukee bucks,114,106,0.444,0.389,29,21,49,53,10,15,8.0,-8.0,1
0022100593,2022-01-08,detroit pistons,orlando magic,97,92,0.437,0.337,23,25,49,44,12,12,5.0,-5.0,1
0022100594,2022-01-08,indiana pacers,utah jazz,125,113,0.55,0.476,30,20,38,39,10,14,12.0,-12.0,1
0022100595,2022-01-08,boston celtics,new york knicks,99,75,0.474,0.367,26,13,45,40,10,12,24.0,-24.0,1
0022100596,2022-01-08,miami heat,phoenix suns,123,100,0.5,0.38,33,24,49,35,14,15,23.0,-23.0,1
0022100597,2022-01-09,atlanta hawks,la clippers,93,106,0.449,0.478,19,24,39,47,13,12,-13.0,13.0,0
0022100598,2022-01-09,orlando magic,washington wizards,100,102,0.4,0.409,18,23,42,54,7,12,-2.0,2.0,0
0022100599,2022-01-09,new orleans pelicans,toronto raptors,101,105,0.453,0.424,20,18,35,46,13,12,-4.0,4.0,0
0022100600,2022-01-09,houston rockets,minnesota timberwolves,123,141,0.474,0.509,31,37,45,56,12,11,-18.0,18.0,0
0022100601,2022-01-09,denver nuggets,oklahoma city thunder,99,95,0.416,0.432,28,29,53,41,15,9,4.0,-4.0,1
0022100602,2022-01-09,brooklyn nets,san antonio spurs,121,119,0.48,0.43,26,33,55,44,21,15,2.0,-2.0,1
0022100603,2022-01-09,chicago bulls,dallas mavericks,99,113,0.433,0.5,23,28,39,48,7,9,-14.0,14.0,0
0022100604,2022-01-09,cleveland cavaliers,golden state warriors,82,96,0.427,0.402,21,24,42,54,18,14,-14.0,14.0,0
0022100605,2022-01-09,portland trail blazers,sacramento kings,103,88,0.42,0.388,26,20,48,46,16,12,15.0,-15.0,1
0022100606,2022-01-09,los angeles lakers,memphis grizzlies,119,127,0.464,0.547,26,33,41,47,12,12,-8.0,8.0,0
0022100607,2022-01-10,charlotte hornets,milwaukee bucks,103,99,0.396,0.44,23,25,48,48,14,20,4.0,-4.0,1
0022100608,2022-01-10,detroit pistons,utah jazz,126,116,0.516,0.512,30,23,39,40,11,16,10.0,-10.0,1
0022100609,2022-01-10,boston celtics,indiana pacers,101,98,0.398,0.383,17,22,53,47,20,17,3.0,-3.0,1
0022100610,2022-01-10,new york knicks,san antonio spurs,111,96,0.488,0.411,23,19,49,43,15,10,15.0,-15.0,1
0022100611,2022-01-10,cleveland cavaliers,sacramento kings,109,108,0.494,0.429,29,20,48,43,16,10,1.0,-1.0,1
0022100612,2022-01-11,oklahoma city thunder,washington wizards,118,122,0.48,0.54,23,29,41,42,5,8,-4.0,4.0,0
0022100613,2022-01-11,phoenix suns,toronto raptors,99,95,0.473,0.404,25,15,39,47,20,14,4.0,-4.0,1
0022100614,2022-01-11,golden state warriors,memphis grizzlies,108,116,0.427,0.44,25,30,45,49,16,11,-8.0,8.0,0
0022100615,2022-01-11,minnesota timberwolves,new orleans pelicans,125,128,0.488,0.553,27,33,32,38,13,20,-3.0,3.0,0
0022100616,2022-01-11,denver nuggets,la clippers,85,87,0.4,0.405,24,23,56,31,19,9,-2.0,2.0,0
0022100617,2022-01-16,detroit pistons,phoenix suns,108,135,0.463,0.586,25,30,32,51,9,14,-27.0,27.0,0
0022100618,2022-01-12,boston celtics,indiana pacers,119,100,0.513,0.465,23,27,37,37,11,11,19.0,-19.0,1
0022100619,2022-01-12,charlotte hornets,philadelphia 76ers,109,98,0.517,0.466,29,18,42,33,10,16,11.0,-11.0,1
0022100620,2022-01-12,orlando magic,washington wizards,106,112,0.414,0.524,31,26,49,42,9,10,-6.0,6.0,0
0022100621,2022-01-12,atlanta hawks,miami heat,91,115,0.378,0.478,20,28,37,54,14,14,-24.0,24.0,0
0022100622,2022-01-12,dallas mavericks,new york knicks,85,108,0.41,0.467,16,24,39,54,13,9,-23.0,23.0,0
0022100623,2022-01-12,houston rockets,san antonio spurs,128,124,0.549,0.434,23,27,48,43,14,9,4.0,-4.0,1
0022100624,2022-01-12,cleveland cavaliers,utah jazz,111,91,0.531,0.4,28,11,50,32,13,7,20.0,-20.0,1
0022100625,2022-01-12,brooklyn nets,chicago bulls,138,112,0.563,0.469,35,22,41,35,9,17,26.0,-26.0,1
0022100626,2022-01-12,los angeles lakers,sacramento kings,116,125,0.429,0.551,25,28,45,45,9,12,-9.0,9.0,0
0022100627,2022-01-13,golden state warriors,milwaukee bucks,99,118,0.347,0.512,20,29,49,54,15,16,-19.0,19.0,0
0022100628,2022-01-13,memphis grizzlies,minnesota timberwolves,116,108,0.457,0.427,22,23,56,46,13,15,8.0,-8.0,1
0022100629,2022-01-13,la clippers,new orleans pelicans,89,113,0.383,0.443,19,23,46,57,15,6,-24.0,24.0,0
0022100630,2022-01-13,brooklyn nets,oklahoma city thunder,109,130,0.418,0.516,16,32,50,38,12,10,-21.0,21.0,0
0022100631,2022-01-13,denver nuggets,portland trail blazers,140,108,0.627,0.453,35,28,40,34,15,15,32.0,-32.0,1
0022100632,2022-01-14,charlotte hornets,orlando magic,109,116,0.412,0.517,28,32,44,43,16,19,-7.0,7.0,0
0022100633,2022-01-14,detroit pistons,toronto raptors,103,87,0.469,0.322,22,18,43,46,8,11,16.0,-16.0,1
0022100634,2022-01-14,indiana pacers,phoenix suns,94,112,0.386,0.455,20,24,42,51,12,14,-18.0,18.0,0
0022100635,2022-01-14,boston celtics,philadelphia 76ers,99,111,0.474,0.447,20,26,44,40,20,9,-12.0,12.0,0
0022100636,2022-01-14,atlanta hawks,miami heat,118,124,0.481,0.532,26,30,34,37,15,15,-6.0,6.0,0
0022100637,2022-01-14,chicago bulls,golden state warriors,96,138,0.425,0.564,26,39,36,47,14,7,-42.0,42.0,0
0022100638,2022-01-14,cleveland cavaliers,san antonio spurs,114,109,0.484,0.457,24,22,46,47,9,15,5.0,-5.0,1
0022100639,2022-01-14,dallas mavericks,memphis grizzlies,112,85,0.516,0.382,30,19,52,41,13,14,27.0,-27.0,1
0022100640,2022-01-14,houston rockets,sacramento kings,114,126,0.436,0.5,25,33,50,53,16,14,-12.0,12.0,0
0022100641,2022-01-15,milwaukee bucks,toronto raptors,96,103,0.338,0.44,19,25,41,50,13,14,-7.0,7.0,0
0022100642,2022-01-15,portland trail blazers,washington wizards,115,110,0.459,0.433,19,20,39,43,12,20,5.0,-5.0,1
0022100643,2022-01-15,atlanta hawks,new york knicks,108,117,0.5,0.506,23,24,31,44,9,8,-9.0,9.0,0
0022100644,2022-01-15,brooklyn nets,new orleans pelicans,120,105,0.548,0.46,30,27,44,35,14,11,15.0,-15.0,1
0022100645,2022-01-15,miami heat,philadelphia 76ers,98,109,0.384,0.506,24,24,43,43,10,15,-11.0,11.0,0
0022100646,2022-01-15,cleveland cavaliers,oklahoma city thunder,107,102,0.46,0.434,28,17,37,51,7,15,5.0,-5.0,1
0022100647,2022-01-15,boston celtics,chicago bulls,114,112,0.489,0.506,27,31,50,32,11,6,2.0,-2.0,1
0022100648,2022-01-15,la clippers,san antonio spurs,94,101,0.38,0.41,24,19,54,54,14,14,-7.0,7.0,0
0022100649,2022-01-15,denver nuggets,los angeles lakers,133,96,0.516,0.439,35,21,51,41,6,10,37.0,-37.0,1
0022100650,2022-01-15,dallas mavericks,orlando magic,108,92,0.41,0.481,16,16,47,37,9,15,16.0,-16.0,1
0022100651,2022-01-16,houston rockets,sacramento kings,118,112,0.539,0.451,22,26,47,37,22,12,6.0,-6.0,1
0022100652,2022-01-16,golden state warriors,minnesota timberwolves,99,119,0.39,0.495,20,30,47,47,15,15,-20.0,20.0,0
0022100653,2022-01-16,denver nuggets,utah jazz,102,125,0.442,0.524,32,26,39,51,9,9,-23.0,23.0,0
0022100654,2022-01-17,boston celtics,new orleans pelicans,104,92,0.475,0.414,22,23,47,41,14,11,12.0,-12.0,1
0022100655,2022-01-17,charlotte hornets,new york knicks,97,87,0.419,0.4,23,22,39,53,7,15,10.0,-10.0,1
0022100656,2022-01-17,philadelphia 76ers,washington wizards,98,117,0.407,0.483,19,25,42,49,12,12,-19.0,19.0,0
