GAME_ID,DATE,Team1,Team2,Team1_PTS,Team2_PTS,Team1_FG_PCT,Team2_FG_PCT,Team1_AST,Team2_AST,Team1_REB,Team2_REB,Team1_TOV,Team2_TOV,Team1_PLUS_MINUS,Team2_PLUS_MINUS,Team1Home,Team1Win
0022400072,2024-10-23,golden state warriors,portland trail blazers,140,104,0.516,0.391,38,21,57,42,17,17,36.0,-36.0,0,1
0022400073,2024-10-24,boston celtics,washington wizards,122,102,0.467,0.432,21,27,49,40,14,13,20.0,-20.0,0,1
0022400074,2024-10-24,dallas mavericks,san antonio spurs,120,109,0.412,0.453,27,30,50,52,9,19,11.0,-11.0,1,1
0022400075,2024-10-24,denver nuggets,oklahoma city thunder,87,102,0.357,0.426,29,23,57,49,15,12,-15.0,15.0,1,0
0022400076,2024-10-24,minnesota timberwolves,sacramento kings,117,115,0.477,0.463,24,21,42,38,16,9,2.0,-2.0,0,1
0022400077,2024-10-25,brooklyn nets,orlando magic,101,116,0.422,0.52,22,28,37,39,17,12,-15.0,15.0,0,0
0022400078,2024-10-25,philadelphia 76ers,toronto raptors,107,115,0.382,0.461,19,25,28,54,16,26,-8.0,8.0,0,0
0022400079,2024-10-25,atlanta hawks,charlotte hornets,125,120,0.481,0.385,25,22,39,53,13,17,5.0,-5.0,1,1
0022400080,2024-10-25,cleveland cavaliers,detroit pistons,113,101,0.512,0.469,28,25,39,42,12,22,12.0,-12.0,1,1
0022400081,2024-10-25,indiana pacers,new york knicks,98,123,0.494,0.524,28,19,33,43,15,11,-25.0,25.0,0,0
0022400082,2024-10-25,houston rockets,memphis grizzlies,128,108,0.439,0.418,20,24,64,43,17,17,20.0,-20.0,1,1
0022400083,2024-10-25,chicago bulls,milwaukee bucks,133,122,0.479,0.495,30,24,46,47,9,14,11.0,-11.0,0,1
0022400084,2024-10-25,golden state warriors,utah jazz,127,86,0.481,0.315,35,18,60,45,13,22,41.0,-41.0,0,1
0022400085,2024-10-25,los angeles lakers,phoenix suns,123,116,0.533,0.512,33,35,37,34,12,16,7.0,-7.0,1,1
0022400086,2024-10-25,new orleans pelicans,portland trail blazers,105,103,0.419,0.411,25,26,44,48,14,19,2.0,-2.0,0,1
0022400087,2024-10-26,denver nuggets,la clippers,104,109,0.402,0.488,20,30,37,44,10,16,-5.0,5.0,1,0
0022400088,2024-10-26,charlotte hornets,miami heat,106,114,0.438,0.465,20,33,46,43,17,13,-8.0,8.0,1,0
0022400089,2024-10-26,boston celtics,detroit pistons,124,118,0.422,0.489,19,27,37,44,10,14,6.0,-6.0,0,1
0022400090,2024-10-26,cleveland cavaliers,washington wizards,135,116,0.534,0.385,27,25,48,46,16,15,19.0,-19.0,0,1
0022400091,2024-10-26,chicago bulls,oklahoma city thunder,95,114,0.348,0.421,23,21,61,54,26,10,-19.0,19.0,1,0
0022400092,2024-10-26,memphis grizzlies,orlando magic,124,111,0.535,0.425,38,21,42,41,18,19,13.0,-13.0,1,1
0022400093,2024-10-26,minnesota timberwolves,toronto raptors,112,101,0.47,0.456,29,29,41,46,13,20,11.0,-11.0,1,1
0022400094,2024-10-26,houston rockets,san antonio spurs,106,109,0.413,0.494,21,23,34,49,10,17,-3.0,3.0,0,0
0022400095,2024-10-26,dallas mavericks,phoenix suns,102,114,0.398,0.45,22,26,46,47,8,11,-12.0,12.0,0,0
0022400096,2024-10-26,los angeles lakers,sacramento kings,131,127,0.522,0.511,32,32,45,32,19,14,4.0,-4.0,1,1
0022400097,2024-10-27,indiana pacers,philadelphia 76ers,114,118,0.464,0.429,28,15,37,54,19,19,-4.0,4.0,1,0
0022400098,2024-10-27,brooklyn nets,milwaukee bucks,115,102,0.429,0.446,23,20,47,43,12,18,13.0,-13.0,1,1
0022400099,2024-10-27,new orleans pelicans,portland trail blazers,103,125,0.432,0.462,24,25,39,51,15,16,-22.0,22.0,0,0
0022400100,2024-10-27,atlanta hawks,oklahoma city thunder,104,128,0.396,0.494,24,26,49,45,19,10,-24.0,24.0,0,0
0022400101,2024-10-27,golden state warriors,la clippers,104,112,0.432,0.467,19,27,47,48,21,18,-8.0,8.0,1,0
0022400102,2024-10-28,indiana pacers,orlando magic,115,119,0.466,0.47,25,26,44,46,12,15,-4.0,4.0,0,0
0022400103,2024-10-28,atlanta hawks,washington wizards,119,121,0.481,0.451,32,24,39,43,16,18,-2.0,2.0,1,0
0022400104,2024-10-28,boston celtics,milwaukee bucks,119,108,0.494,0.451,24,18,38,43,12,16,11.0,-11.0,1,1
0022400105,2024-10-28,detroit pistons,miami heat,98,106,0.385,0.432,14,24,54,44,16,9,-8.0,8.0,0,0
0022400106,2024-10-28,cleveland cavaliers,new york knicks,110,104,0.476,0.444,21,22,41,43,13,16,6.0,-6.0,0,1
0022400107,2024-10-28,denver nuggets,toronto raptors,127,125,0.49,0.45,29,30,52,54,16,15,2.0,-2.0,0,1
0022400108,2024-10-28,chicago bulls,memphis grizzlies,126,123,0.45,0.459,36,37,50,60,9,10,3.0,-3.0,0,1
0022400109,2024-10-28,houston rockets,san antonio spurs,106,101,0.412,0.425,20,22,43,49,12,17,5.0,-5.0,0,1
0022400110,2024-10-28,dallas mavericks,utah jazz,110,102,0.453,0.37,27,24,50,50,13,13,8.0,-8.0,1,1
0022400111,2024-10-28,los angeles lakers,phoenix suns,105,109,0.415,0.46,25,21,46,46,11,10,-4.0,4.0,0,0
0022400112,2024-10-28,portland trail blazers,sacramento kings,98,111,0.422,0.457,17,25,46,40,17,14,-13.0,13.0,0,0
0022400113,2024-10-29,brooklyn nets,denver nuggets,139,144,0.51,0.517,37,31,41,43,8,5,-5.0,5.0,1,0
0022400114,2024-10-29,dallas mavericks,minnesota timberwolves,120,114,0.484,0.506,25,33,40,42,9,20,6.0,-6.0,0,1
0022400115,2024-10-29,sacramento kings,utah jazz,113,96,0.522,0.393,26,24,49,42,11,17,17.0,-17.0,0,1
0022400116,2024-10-29,golden state warriors,new orleans pelicans,124,106,0.474,0.541,34,23,34,44,7,23,18.0,-18.0,1,1
0022400117,2024-10-30,charlotte hornets,toronto raptors,138,133,0.521,0.571,31,37,38,41,15,14,5.0,-5.0,1,1
0022400118,2024-10-30,cleveland cavaliers,los angeles lakers,134,110,0.577,0.494,37,21,36,37,12,20,24.0,-24.0,1,1
0022400119,2024-10-30,boston celtics,indiana pacers,132,135,0.404,0.481,23,33,51,57,14,18,-3.0,3.0,0,0
0022400120,2024-10-30,detroit pistons,philadelphia 76ers,105,95,0.462,0.418,23,17,49,37,16,9,10.0,-10.0,0,1
0022400121,2024-10-30,atlanta hawks,washington wizards,120,133,0.474,0.528,28,32,41,37,15,14,-13.0,13.0,0,0
0022400122,2024-10-30,miami heat,new york knicks,107,116,0.457,0.488,27,30,39,42,10,9,-9.0,9.0,1,0
0022400123,2024-10-30,chicago bulls,orlando magic,102,99,0.429,0.407,23,25,54,42,14,12,3.0,-3.0,1,1
0022400124,2024-10-30,brooklyn nets,memphis grizzlies,119,106,0.513,0.469,27,27,34,38,15,22,13.0,-13.0,0,1
0022400125,2024-10-30,oklahoma city thunder,san antonio spurs,105,93,0.461,0.412,28,22,39,52,10,22,12.0,-12.0,1,1
0022400126,2024-10-30,golden state warriors,new orleans pelicans,104,89,0.471,0.367,32,24,42,49,13,14,15.0,-15.0,1,1
0022400127,2024-10-30,la clippers,portland trail blazers,105,106,0.456,0.446,26,19,49,47,13,12,-1.0,1.0,1,0
0022400128,2024-10-31,memphis grizzlies,milwaukee bucks,122,99,0.524,0.427,26,20,56,38,16,10,23.0,-23.0,1,1
0022400129,2024-10-31,dallas mavericks,houston rockets,102,108,0.459,0.412,21,21,37,50,10,8,-6.0,6.0,1,0
0022400130,2024-10-31,san antonio spurs,utah jazz,106,88,0.413,0.39,25,19,42,53,11,26,18.0,-18.0,0,1
0022400131,2024-10-31,la clippers,phoenix suns,119,125,0.484,0.512,27,29,48,39,14,12,-6.0,6.0,1,0
0022400132,2024-11-01,boston celtics,charlotte hornets,124,109,0.477,0.462,21,20,41,42,10,14,15.0,-15.0,0,1
0022400133,2024-11-01,cleveland cavaliers,orlando magic,120,109,0.506,0.456,25,26,49,39,12,14,11.0,-11.0,1,1
0022400134,2024-11-01,detroit pistons,new york knicks,98,128,0.506,0.515,23,31,38,45,22,9,-30.0,30.0,1,0
0022400135,2024-11-01,atlanta hawks,sacramento kings,115,123,0.446,0.483,30,28,40,51,13,14,-8.0,8.0,1,0
0022400136,2024-11-01,brooklyn nets,chicago bulls,120,112,0.521,0.432,34,24,46,44,10,16,8.0,-8.0,1,1
0022400137,2024-11-01,los angeles lakers,toronto raptors,131,125,0.477,0.486,29,35,43,44,10,11,6.0,-6.0,0,1
0022400138,2024-11-01,indiana pacers,new orleans pelicans,118,125,0.517,0.485,35,28,39,46,14,6,-7.0,7.0,0,0
0022400139,2024-11-01,denver nuggets,minnesota timberwolves,116,119,0.446,0.518,30,34,46,38,13,16,-3.0,3.0,0,0
0022400140,2024-11-01,oklahoma city thunder,portland trail blazers,137,114,0.537,0.47,31,27,45,36,13,19,23.0,-23.0,0,1
0022400141,2024-11-02,boston celtics,charlotte hornets,113,103,0.439,0.44,23,24,44,34,15,13,10.0,-10.0,0,1
0022400142,2024-11-02,memphis grizzlies,philadelphia 76ers,124,107,0.552,0.404,35,22,52,33,16,14,17.0,-17.0,0,1
0022400143,2024-11-02,sacramento kings,toronto raptors,128,131,0.46,0.484,21,31,49,46,18,19,-3.0,3.0,0,0
0022400144,2024-11-02,golden state warriors,houston rockets,127,121,0.513,0.411,26,27,47,49,14,11,6.0,-6.0,0,1
0022400145,2024-11-02,cleveland cavaliers,milwaukee bucks,114,113,0.484,0.483,31,24,45,45,7,13,1.0,-1.0,0,1
0022400146,2024-11-02,minnesota timberwolves,san antonio spurs,103,113,0.476,0.518,21,32,32,44,12,11,-10.0,10.0,0,0
0022400147,2024-11-02,miami heat,washington wizards,118,98,0.422,0.418,19,23,65,44,13,11,20.0,-20.0,0,1
0022400148,2024-11-02,denver nuggets,utah jazz,129,103,0.485,0.416,33,24,52,39,17,22,26.0,-26.0,1,1
0022400149,2024-11-02,phoenix suns,portland trail blazers,103,97,0.376,0.333,29,17,63,56,12,6,6.0,-6.0,1,1
0022400150,2024-11-02,la clippers,oklahoma city thunder,92,105,0.405,0.429,23,25,50,41,20,12,-13.0,13.0,1,0
0022400151,2024-11-03,brooklyn nets,detroit pistons,92,106,0.451,0.481,23,25,27,47,13,17,-14.0,14.0,1,0
0022400152,2024-11-03,atlanta hawks,new orleans pelicans,126,111,0.568,0.433,29,22,41,43,16,18,15.0,-15.0,0,1
0022400153,2024-11-03,dallas mavericks,orlando magic,108,85,0.494,0.333,25,19,53,43,18,14,23.0,-23.0,1,1
0022400154,2024-11-04,cleveland cavaliers,milwaukee bucks,116,114,0.505,0.488,28,21,39,49,10,14,2.0,-2.0,1,1
0022400155,2024-11-04,golden state warriors,washington wizards,125,112,0.454,0.438,29,29,56,47,6,9,13.0,-13.0,0,1
0022400156,2024-11-04,detroit pistons,los angeles lakers,115,103,0.469,0.435,22,28,55,37,12,13,12.0,-12.0,1,1
0022400157,2024-11-04,atlanta hawks,boston celtics,93,123,0.416,0.485,23,27,43,50,19,12,-30.0,30.0,1,0
0022400158,2024-11-04,brooklyn nets,memphis grizzlies,106,104,0.476,0.473,28,29,37,44,13,14,2.0,-2.0,1,1
0022400159,2024-11-04,miami heat,sacramento kings,110,111,0.435,0.512,24,23,36,39,10,12,-1.0,1.0,1,0
0022400160,2024-11-04,chicago bulls,utah jazz,126,135,0.474,0.539,36,35,36,49,9,12,-9.0,9.0,1,0
0022400161,2024-11-04,houston rockets,new york knicks,109,97,0.489,0.386,21,20,50,39,10,10,12.0,-12.0,1,1
0022400162,2024-11-04,charlotte hornets,minnesota timberwolves,93,114,0.398,0.494,19,23,38,45,14,15,-21.0,21.0,0,0
0022400163,2024-11-04,oklahoma city thunder,orlando magic,102,86,0.459,0.354,23,20,42,41,15,18,16.0,-16.0,1,1
0022400164,2024-11-04,new orleans pelicans,portland trail blazers,100,118,0.452,0.548,24,21,34,38,12,11,-18.0,18.0,1,0
0022400165,2024-11-04,dallas mavericks,indiana pacers,127,134,0.517,0.568,29,30,38,46,8,9,-7.0,7.0,1,0
0022400166,2024-11-04,denver nuggets,toronto raptors,121,119,0.494,0.456,29,38,44,41,17,13,2.0,-2.0,1,1
0022400167,2024-11-04,philadelphia 76ers,phoenix suns,116,118,0.46,0.512,27,24,38,43,14,14,-2.0,2.0,0,0
0022400168,2024-11-04,la clippers,san antonio spurs,113,104,0.456,0.442,25,22,44,45,10,10,9.0,-9.0,1,1
0022400169,2024-11-06,charlotte hornets,detroit pistons,108,107,0.433,0.489,22,34,47,46,12,10,1.0,-1.0,1,1
0022400170,2024-11-06,indiana pacers,orlando magic,118,111,0.539,0.512,21,26,36,38,11,16,7.0,-7.0,1,1
0022400171,2024-11-06,atlanta hawks,new york knicks,121,116,0.45,0.488,31,29,48,41,8,15,5.0,-5.0,1,1
0022400172,2024-11-06,boston celtics,golden state warriors,112,118,0.422,0.462,22,22,47,53,12,11,-6.0,6.0,1,0
0022400173,2024-11-06,houston rockets,san antonio spurs,127,100,0.563,0.446,28,20,45,41,11,19,27.0,-27.0,1,1
0022400174,2024-11-06,los angeles lakers,memphis grizzlies,114,131,0.441,0.516,23,28,37,50,11,18,-17.0,17.0,0,0
0022400175,2024-11-06,cleveland cavaliers,new orleans pelicans,131,122,0.542,0.477,33,21,46,33,11,9,9.0,-9.0,0,1
0022400176,2024-11-06,chicago bulls,dallas mavericks,99,119,0.419,0.484,25,33,51,47,22,15,-20.0,20.0,0,0
0022400177,2024-11-06,denver nuggets,oklahoma city thunder,124,122,0.472,0.44,34,29,55,47,18,14,2.0,-2.0,1,1
0022400178,2024-11-06,miami heat,phoenix suns,112,115,0.435,0.5,27,29,43,46,10,16,-3.0,3.0,0,0
0022400179,2024-11-06,la clippers,philadelphia 76ers,110,98,0.569,0.548,27,19,29,32,17,20,12.0,-12.0,1,1
0022400180,2024-11-06,sacramento kings,toronto raptors,122,107,0.467,0.489,26,25,47,34,9,11,15.0,-15.0,1,1
0022400181,2024-11-07,chicago bulls,minnesota timberwolves,119,135,0.534,0.548,30,29,32,40,13,13,-16.0,16.0,1,0
0022400182,2024-11-07,milwaukee bucks,utah jazz,123,100,0.512,0.429,20,24,41,39,10,21,23.0,-23.0,1,1
0022400183,2024-11-07,portland trail blazers,san antonio spurs,105,118,0.477,0.537,23,35,41,45,14,15,-13.0,13.0,0,0
0022400184,2024-11-08,charlotte hornets,indiana pacers,103,83,0.422,0.398,23,24,56,37,14,12,20.0,-20.0,1,1
0022400185,2024-11-08,atlanta hawks,detroit pistons,121,122,0.454,0.512,30,27,44,45,17,20,-1.0,1.0,0,0
0022400186,2024-11-08,new orleans pelicans,orlando magic,88,115,0.381,0.523,18,28,31,43,15,13,-27.0,27.0,0,0
0022400187,2024-11-08,boston celtics,brooklyn nets,108,104,0.433,0.41,23,24,39,51,13,12,4.0,-4.0,1,1
0022400188,2024-11-08,cleveland cavaliers,golden state warriors,136,117,0.541,0.48,33,32,43,40,19,17,19.0,-19.0,1,1
0022400189,2024-11-08,milwaukee bucks,new york knicks,94,116,0.434,0.473,20,35,41,48,12,7,-22.0,22.0,0,0
0022400190,2024-11-08,dallas mavericks,phoenix suns,113,114,0.513,0.5,18,26,39,37,11,8,-1.0,1.0,1,0
0022400191,2024-11-08,memphis grizzlies,washington wizards,128,104,0.474,0.409,30,27,50,41,17,18,24.0,-24.0,1,1
0022400192,2024-11-08,houston rockets,oklahoma city thunder,107,126,0.433,0.511,19,24,48,41,17,10,-19.0,19.0,0,0
0022400193,2024-11-08,minnesota timberwolves,portland trail blazers,127,102,0.485,0.429,32,13,49,37,17,16,25.0,-25.0,1,1
0022400194,2024-11-08,denver nuggets,miami heat,135,122,0.617,0.489,37,33,39,33,17,11,13.0,-13.0,1,1
0022400195,2024-11-08,los angeles lakers,philadelphia 76ers,116,106,0.518,0.406,28,28,45,44,11,5,10.0,-10.0,1,1
0022400196,2024-11-08,la clippers,sacramento kings,107,98,0.444,0.474,20,19,48,35,18,13,9.0,-9.0,0,1
0022400197,2024-11-09,san antonio spurs,utah jazz,110,111,0.447,0.463,29,23,37,45,20,17,-1.0,1.0,1,0
0022400198,2024-11-09,atlanta hawks,chicago bulls,113,125,0.461,0.5,31,30,39,47,13,17,-12.0,12.0,1,0
0022400199,2024-11-09,brooklyn nets,cleveland cavaliers,100,105,0.447,0.541,21,24,36,33,17,14,-5.0,5.0,0,0
0022400200,2024-11-09,la clippers,toronto raptors,105,103,0.461,0.421,18,26,47,44,12,10,2.0,-2.0,1,1
0022400201,2024-11-10,detroit pistons,houston rockets,99,101,0.429,0.409,21,19,46,53,18,11,-2.0,2.0,1,0
0022400202,2024-11-10,boston celtics,milwaukee bucks,113,107,0.407,0.481,27,21,42,41,12,12,6.0,-6.0,0,1
0022400203,2024-11-10,indiana pacers,new york knicks,132,121,0.511,0.554,27,23,32,39,6,13,11.0,-11.0,1,1
0022400204,2024-11-10,orlando magic,washington wizards,121,94,0.451,0.458,25,20,44,37,11,16,27.0,-27.0,1,1
0022400205,2024-11-10,charlotte hornets,philadelphia 76ers,105,107,0.379,0.464,22,24,50,40,19,17,-2.0,2.0,0,0
0022400206,2024-11-10,miami heat,minnesota timberwolves,95,94,0.442,0.398,18,22,43,47,22,19,1.0,-1.0,0,1
0022400207,2024-11-10,golden state warriors,oklahoma city thunder,127,116,0.506,0.447,35,25,46,41,14,11,11.0,-11.0,0,1
0022400208,2024-11-10,dallas mavericks,denver nuggets,120,122,0.533,0.506,29,35,42,45,10,10,-2.0,2.0,0,0
0022400209,2024-11-10,phoenix suns,sacramento kings,118,127,0.419,0.49,30,23,48,57,11,14,-9.0,9.0,1,0
0022400210,2024-11-10,memphis grizzlies,portland trail blazers,134,89,0.553,0.34,32,18,51,43,20,23,45.0,-45.0,0,1
0022400211,2024-11-10,los angeles lakers,toronto raptors,123,103,0.512,0.451,30,26,33,40,5,16,20.0,-20.0,1,1
0022400212,2024-11-11,chicago bulls,cleveland cavaliers,113,119,0.494,0.443,26,26,51,43,20,8,-6.0,6.0,1,0
0022400213,2024-11-11,houston rockets,washington wizards,107,92,0.46,0.409,13,21,58,34,19,18,15.0,-15.0,1,1
0022400214,2024-11-11,brooklyn nets,new orleans pelicans,107,105,0.429,0.447,24,31,46,45,16,10,2.0,-2.0,0,1
